year,past_cap,sex,age,weight,bcs,,name,,,,,,,
2021,W Yana,F,2.5,99,,,,,,,,,,
2021,W Yana,F,2.5,116,,,,,,,,,,
2021,W Yana,F,10.5,105,,,,,,,,,,
2021,W Yana,F,9.5,105,,,,,,,,,,
2021,W Yana,F,4.5,111,,,,,,,,,,
2021,W Yana,F,7.5,104,,,,,,,,,,
2021,W Yana,F,3.5,103,,,,,,,,,,
2021,W Yana,F,3.5,99,,,,,,,,,,
2021,W Yana,F,8.5,96,,,,,,,,,,
2021,W Yana,F,7.5,117,,,,,,,,,,
2021,W Yana,F,9.5,122,,,,,,,,,,
2021,W Yana,F,3.5,109,,,,,,,,,,
2021,W Yana,F,5.5,99,,,,,,,,,,
2021,W Yana,F,7.5,101,,,,,,,,,,
2021,W Yana,F,1.5,88,,,,,,,,,,
