animal_id,year_cap,year_birth,age,weight,bcsin,birthsite
90-2012-0-329,2017,2012,5,208,140.625,ey
90-2012-0-348,2016,2012,4,172,140.375,ey
90-2015-0-576,2018,2015,3,173,140.625,ey
270-2008-1-028,2012,2008,4,153,141.125,dmp
270-2011-0-336,2016,2011,5,222,141,wy
270-2016-1-622,2019,2016,3,146,141.125,dmp
270-2017-0-748,2021,2017,4,147,141,wy
90-2007-0-046,2015,2007,8,193,140.875,ey
90-2009-0-057,2015,2009,6,208,141,ey
90-2010-0-102,2016,2010,6,183,140.75,ey
90-2010-0-109,2018,2010,8,196,141.125,ey
90-2015-0-562,2020,2015,5,209,141.125,ey
90-2014-0-456,2021,2014,7,223,141.125,ey
90-2015-0-565,2021,2015,6,194,140.875,ey
270-2011-1-244,2014,2011,3,173,141.25,dmp
270-2012-1-265,2017,2012,5,190,141.25,dmp
90-2007-0-048,2015,2007,8,236,141.5,ey
90-2008-0-042,2013,2008,5,229,141.25,ey
90-2009-0-059,2017,2009,8,194,141.375,ey
90-2009-0-067,2017,2009,8,181,141.5,ey
90-2009-0-070,2016,2009,7,243,141.5,ey
90-2012-0-350,2017,2012,5,192,141.375,ey
270-2012-1-265,2016,2012,4,183,141.625,dmp
270-2012-1-278,2015,2012,3,165,141.875,dmp
270-2017-0-749,2021,2017,4,167,141.625,wy
90-2008-0-057,2013,2008,5,225,141.625,ey
90-2009-0-052,2016,2009,7,216,141.75,ey
270-2016-1-615,2020,2016,4,176,141.875,dmp
90-2014-0-463,2018,2014,4,198,141.75,ey
90-2015-0-564,2019,2015,4,182,141.625,ey
270-2007-1-001,2012,2007,5,205,142.25,dmp
270-2007-1-007,2014,2007,7,238,142.25,dmp
270-2011-0-336,2021,2011,10,207,142.125,wy
270-2011-1-215,2017,2011,6,182,142.125,dmp
270-2012-0-340,2019,2012,7,204,142,wy
270-2013-0-267,2017,2013,4,161,142.25,wy
270-2014-1-414,2019,2014,5,166,142.125,dmp
90-2007-0-019,2013,2007,6,179,142,ey
90-2007-0-024,2013,2007,6,210,142,ey
90-2008-0-039,2016,2008,8,219,142.25,ey
90-2008-0-040,2017,2008,9,205,142.125,ey
90-2009-0-059,2015,2009,6,151,142.25,ey
90-2010-0-109,2016,2010,6,232,142.25,ey
90-2012-0-326,2020,2012,8,192,142.25,ey
90-2013-0-291,2021,2013,8,190,142.25,ey
270-2007-1-006,2013,2007,6,228,142.625,dmp
270-2011-1-246,2016,2011,5,158,142.375,dmp
270-2012-1-229,2021,2012,9,203,142.625,dmp
90-2008-0-032,2012,2008,4,196,142.5,ey
90-2009-0-056,2018,2009,9,183,142.5,ey
90-2010-0-110,2012,2010,2,167,142.5,ey
90-2014-0-460,2020,2014,6,214,142.625,ey
270-2010-1-005,2020,2010,10,167,142.5,dmp
270-2010-1-001,2013,2010,3,153,142.875,dmp
270-2010-1-005,2019,2010,9,183,142.875,dmp
90-2008-0-037,2013,2008,5,230,143,ey
90-2008-0-055,2014,2008,6,220,142.75,ey
90-2009-0-054,2014,2009,5,182,142.875,ey
90-2012-0-326,2018,2012,6,202,142.875,ey
90-2013-0-274,2020,2013,7,214,143,ey
90-2013-0-273,2016,2013,3,193,142.75,ey
90-2014-0-460,2019,2014,5,193,142.75,ey
90-2018-0-851,2021,2018,3,190,143,ey
270-2007-1-007,2012,2007,5,215,143.25,dmp
270-2008-1-012,2013,2008,5,184,143.125,dmp
270-2008-1-012,2017,2008,9,173,143.125,dmp
270-2010-1-010,2012,2010,2,159,143.125,dmp
270-2011-1-246,2018,2011,7,158,143.125,dmp
270-2014-0-447,2018,2014,4,163,143.375,wy
90-2009-0-063,2014,2009,5,226,143.5,ey
90-2009-0-063,2015,2009,6,212,143.5,ey
90-2010-0-112,2016,2010,6,193,143.25,ey
270-2012-1-266,2020,2012,8,211,143.375,dmp
90-2012-0-329,2018,2012,6,195,143.375,ey
90-2012-0-349,2018,2012,6,181,143.375,ey
270-2016-1-632,2020,2016,4,170,143.375,dmp
90-2013-0-292,2019,2013,6,229,143.375,ey
270-2015-0-586,2021,2015,6,196,143.875,wy
90-2007-0-024,2012,2007,5,206,143.875,ey
90-2008-0-040,2016,2008,8,222,143.75,ey
90-2009-0-051,2013,2009,4,186,143.875,ey
90-2010-0-112,2018,2010,8,202,143.625,ey
90-2013-0-274,2018,2013,5,185,143.75,ey
90-2015-0-568,2019,2015,4,184,143.875,ey
270-2007-1-057,2013,2007,6,183,144.25,dmp
270-2010-1-019,2018,2010,8,180,144,dmp
270-2012-0-340,2016,2012,4,136,144,wy
270-2012-0-340,2018,2012,6,176,144.125,wy
90-2010-0-106,2015,2010,5,166,144,ey
270-2013-1-216,2018,2013,5,207,144.5,dmp
270-2016-1-642,2019,2016,3,142,144.625,dmp
90-2007-0-040,2012,2007,5,245,144.375,ey
90-2008-0-042,2012,2008,4,219,144.375,ey
90-2009-0-063,2016,2009,7,212,144.5,ey
90-2013-0-278,2021,2013,8,215,144.5,ey
270-2011-1-246,2017,2011,6,155,144.75,dmp
270-2011-1-333,2016,2011,5,202,144.75,dmp
270-2012-0-334,2016,2012,4,192,144.875,wy
270-2012-1-262,2016,2012,4,180,144.75,dmp
270-2012-1-266,2018,2012,6,225,145,dmp
90-2009-0-059,2016,2009,7,186,144.75,ey
90-2010-0-102,2018,2010,8,146,144.875,ey
270-2014-1-414,2020,2014,6,172,145,dmp
90-2016-0-672,2020,2016,4,198,144.75,ey
90-2015-0-566,2019,2015,4,229,144.875,ey
270-2007-1-056,2010,2007,3,198,145.125,dmp
270-2011-0-337,2016,2011,5,203,145.125,wy
270-2012-0-153,2016,2012,4,167,145.125,wy
270-2014-1-414,2021,2014,7,191,145.25,dmp
90-2009-0-054,2017,2009,8,158,145.25,ey
90-2009-0-067,2016,2009,7,214,145.125,ey
90-2011-0-354,2016,2011,5,190,145.25,ey
270-2012-0-341,2020,2012,8,196,145.125,wy
90-2014-0-456,2020,2014,6,223,145.375,ey
90-2014-0-472,2019,2014,5,206,145.25,ey
270-2007-1-057,2015,2007,8,162,145.75,dmp
270-2008-1-018,2018,2008,10,147,145.625,dmp
270-2010-1-019,2021,2010,11,169,145.625,dmp
270-2016-0-650,2021,2016,5,203,145.75,wy
90-2013-0-274,2021,2012,9,182,145.625,ey
90-2016-0-667,2021,2016,5,208,145.75,ey
270-2007-1-006,2017,2007,10,178,146,dmp
270-2010-1-027,2013,2010,3,186,146.125,dmp
270-2012-1-248,2019,2012,7,197,146,dmp
270-2013-1-239,2016,2013,3,134,146.125,dmp
90-2009-0-068,2018,2009,9,188,145.875,ey
90-2015-0-579,2021,2015,6,206,145.875,ey
270-2011-1-260,2016,2011,5,197,146.375,dmp
270-2012-0-341,2019,2012,7,203,146.625,wy
270-2014-0-449,2017,2014,3,171,146.5,wy
270-2016-0-651,2021,2016,5,160,146.5,wy
270-2016-1-632,2021,2016,5,180,146.625,dmp
90-2008-0-059,2013,2008,5,207,146.375,ey
90-2009-0-067,2018,2009,9,190,146.625,ey
90-2010-0-102,2015,2010,5,176,146.375,ey
90-2012-0-349,2017,2012,5,174,146.5,ey
90-2013-0-274,2019,2013,6,219,146.375,ey
90-2013-0-284,2019,2013,6,213,146.375,ey
90-2013-0-288,2018,2013,5,189,146.625,ey
90-2014-0-456,2019,2014,5,215,146.5,ey
90-2015-0-564,2021,2015,6,205,146.375,ey
270-2010-1-019,2019,2010,9,188,146.75,dmp
270-2011-1-261,2014,2011,3,185,146.75,dmp
270-2012-0-341,2018,2012,6,200,147,wy
270-2014-1-407,2018,2014,4,175,147,dmp
270-2015-1-508,2019,2015,4,166,147,dmp
90-2009-0-054,2016,2009,7,172,146.75,ey
90-2013-0-280,2017,2013,4,201,146.875,ey
270-2010-1-019,2020,2010,10,177,147,dmp
90-2015-0-568,2020,2015,5,203,146.75,ey
90-2014-0-466,2018,2014,4,159,147,ey
270-2011-1-215,2015,2011,4,168,147.125,dmp
270-2011-1-260,2017,2011,6,199,147.25,dmp
270-2011-1-333,2017,2011,6,237,147.125,dmp
270-2012-1-231,2014,2012,2,173,147.25,dmp
270-2012-1-236,2017,2012,5,193,147.25,dmp
270-2012-1-263,2017,2012,5,192,147.125,dmp
270-2013-0-261,2015,2013,2,144,147.125,wy
90-2008-0-034,2012,2008,4,210,147.375,ey
90-2009-0-053,2019,2009,10,180,147.375,ey
90-2009-0-060,2021,2009,12,191,147.25,ey
90-2011-0-354,2019,2011,8,223,147.375,ey
90-2011-0-360,2017,2011,6,177,147.375,ey
90-2012-0-349,2019,2012,7,201,147.25,ey
90-2013-0-283,2017,2013,4,201,147.125,ey
90-2013-0-284,2017,2013,4,165,147.25,ey
270-2009-1-010,2012,2009,3,184,147.5,dmp
270-2010-1-007,2015,2010,5,190,147.75,dmp
270-2012-1-248,2018,2012,6,171,147.625,dmp
270-2012-1-263,2018,2012,6,168,147.5,dmp
90-2009-0-056,2017,2009,8,187,147.625,ey
90-2009-0-067,2019,2009,10,190,147.5,ey
90-2013-0-284,2018,2013,5,163,147.75,ey
90-2014-0-458,2019,2014,5,206,147.5,ey
270-2009-1-023,2012,2009,3,168,148.125,dmp
270-2011-1-242,2016,2011,5,190,148.125,dmp
270-2012-1-207,2015,2012,3,168,148,dmp
270-2012-1-262,2017,2012,5,185,148,dmp
270-2015-0-583,2019,2015,4,177,148,wy
90-2010-0-112,2014,2010,4,198,147.875,ey
270-2012-1-236,2020,2012,8,192,148.125,dmp
270-2011-0-341,2020,2011,9,176,148.125,wy
270-2007-1-012,2015,2007,8,209,148.25,dmp
270-2011-0-340,2014,2011,3,174,148.375,wy
90-2009-0-053,2014,2009,5,199,148.25,ey
90-2009-0-059,2014,2009,5,204,148.375,ey
90-2011-0-354,2018,2011,7,252,148.25,ey
90-2012-0-325,2019,2012,7,234,148.375,ey
90-2013-0-288,2019,2013,6,203,148.375,ey
270-2010-1-009,2013,2010,3,167,148.75,dmp
270-2011-0-338,2014,2011,3,192,149,wy
270-2013-1-246,2015,2013,2,155,148.625,dmp
270-2013-1-252,2016,2013,3,150,148.75,dmp
90-2009-0-053,2015,2009,6,197,149,ey
90-2010-0-109,2015,2010,5,193,149,ey
90-2010-0-111,2013,2010,3,195,148.625,ey
90-2012-0-347,2019,2012,7,201,149,ey
90-2013-0-276,2016,2013,3,181,148.875,ey
270-2016-1-607,2020,2016,4,174,148.875,dmp
90-2010-0-106,2020,2010,10,200,148.625,ey
90-2016-0-658,2021,2016,5,222,148.875,ey
270-2007-1-006,2014,2007,7,217,149.125,dmp
90-2007-0-019,2015,2007,8,166,149.375,ey
90-2009-0-058,2017,2009,8,202,149.375,ey
90-2010-0-106,2016,2010,6,171,149.25,ey
90-2010-0-112,2019,2010,9,196,149.125,ey
90-2010-0-114,2014,2010,4,208,149.375,ey
90-2012-0-322,2016,2012,4,225,149.375,ey
90-2013-0-288,2021,2013,8,210,149.125,ey
90-2016-0-666,2020,2016,4,177,149.125,ey
90-2017-0-781,2020,2017,3,170,149.125,ey
270-2007-1-006,2016,2007,9,191,149.5,dmp
270-2008-1-014,2013,2008,5,213,149.625,dmp
270-2009-1-009,2013,2009,4,191,149.75,dmp
90-2012-0-347,2018,2012,6,204,149.625,ey
270-2012-1-263,2020,2012,8,220,149.5,dmp
90-2015-0-574,2021,2015,6,209,149.625,ey
90-2016-0-672,2021,2016,5,219,149.5,ey
270-2007-1-006,2012,2007,5,207,149.875,dmp
270-2010-1-003,2014,2010,4,200,150.125,dmp
270-2012-1-237,2017,2012,5,157,150.125,dmp
270-2013-0-267,2018,2013,5,185,149.875,wy
90-2010-0-101,2016,2010,6,190,150.125,ey
90-2014-0-467,2021,2014,7,192,150.125,ey
270-2007-1-066,2010,2007,3,164,150.5,dmp
270-2011-1-242,2015,2011,4,197,150.25,dmp
270-2012-1-263,2021,2012,9,206,150.25,dmp
270-2012-1-266,2019,2012,7,220,150.5,dmp
90-2008-0-040,2015,2008,7,223,150.5,ey
90-2012-0-347,2017,2012,5,191,150.5,ey
90-2012-0-349,2016,2012,4,166,150.25,ey
90-2014-0-472,2020,2014,6,231,150.375,ey
270-2010-1-005,2017,2010,7,173,150.875,dmp
270-2011-1-246,2019,2011,8,169,150.875,dmp
270-2012-1-229,2015,2012,3,175,150.625,dmp
270-2016-0-648,2021,2016,5,218,150.875,wy
90-2008-0-054,2014,2008,6,226,150.625,ey
270-2007-1-056,2011,2007,4,200,151.375,dmp
270-2009-1-021,2014,2009,5,203,151.375,dmp
270-2010-1-019,2015,2010,5,177,151.375,dmp
270-2011-1-269,2018,2011,7,173,151.25,dmp
270-2012-0-337,2017,2012,5,170,151.25,wy
90-2009-0-053,2017,2009,8,182,151.125,ey
90-2009-0-053,2018,2009,9,178,151.375,ey
90-2009-0-054,2015,2009,6,176,151.25,ey
90-2009-0-058,2018,2009,9,229,151,ey
90-2009-0-064,2013,2009,4,205,151,ey
90-2010-0-106,2019,2010,9,192,151,ey
90-2009-0-056,2020,2009,11,171,151.125,ey
270-2008-1-017,2011,2008,3,161,151.625,dmp
270-2012-1-262,2021,2012,9,193,151.625,dmp
90-2009-0-063,2018,2009,9,203,151.5,ey
90-2013-0-288,2020,2013,7,198,151.75,ey
270-2012-1-248,2017,2012,5,197,152.125,dmp
270-2013-0-260,2017,2013,4,169,151.875,wy
270-2013-1-210,2019,2013,6,171,152.125,dmp
90-2009-0-068,2015,2009,6,200,151.875,ey
90-2010-0-101,2019,2010,9,196,151.875,ey
90-2010-0-113,2013,2010,3,188,152.125,ey
270-2016-1-606,2020,2016,4,179,151.875,dmp
90-2014-0-475,2018,2014,4,195,151.875,ey
270-2011-0-336,2017,2011,6,210,152.25,wy
270-2011-0-337,2017,2011,6,207,152.25,wy
270-2012-1-236,2016,2012,4,185,152.375,dmp
270-2012-1-237,2016,2012,4,157,152.5,dmp
270-2014-0-444,2019,2014,5,183,152.25,wy
270-2014-0-449,2018,2014,4,212,152.5,wy
270-2014-1-411,2019,2014,5,182,152.375,dmp
270-2015-1-524,2021,2015,6,197,152.375,dmp
270-2018-1-815,2021,2018,3,157,152.25,dmp
90-2008-0-037,2016,2008,8,216,152.5,ey
90-2008-0-057,2015,2008,7,210,152.375,ey
90-2009-0-058,2014,2009,5,222,152.25,ey
90-2011-0-354,2017,2011,6,192,152.5,ey
90-2013-0-273,2017,2013,4,209,152.25,ey
90-2017-0-776,2021,2017,4,184,152.25,ey
90-2008-0-042,2014,2008,6,233,152.625,ey
90-2008-0-052,2017,2008,9,182,152.75,ey
90-2010-0-101,2015,2010,5,212,152.875,ey
270-2010-1-003,2015,2010,5,191,153.125,dmp
270-2012-0-153,2018,2012,6,179,153,wy
90-2008-0-037,2014,2008,6,238,153,ey
90-2011-0-359,2015,2011,4,176,153,ey
270-2014-0-444,2020,2014,6,184,153,wy
270-2009-1-010,2013,2009,4,194,153.5,dmp
270-2011-1-322,2014,2011,3,148,153.375,dmp
90-2009-0-058,2016,2009,7,219,153.625,ey
90-2012-0-329,2016,2012,4,199,153.375,ey
270-2015-0-586,2020,2015,5,196,153.5,wy
270-2009-1-009,2019,2009,10,190,154,dmp
270-2009-1-033,2013,2009,4,167,153.75,dmp
270-2012-0-344,2015,2012,3,167,154.125,wy
270-2012-1-277,2016,2012,4,191,154,dmp
270-2015-1-518,2021,2015,6,194,153.75,dmp
90-2008-0-033,2013,2008,5,194,154.125,ey
90-2011-0-360,2015,2011,4,175,154,ey
270-2008-1-014,2012,2008,4,186,154.375,dmp
270-2014-0-454,2018,2014,4,166,154.25,wy
90-2008-0-042,2016,2008,8,201,154.25,ey
90-2009-0-053,2016,2009,7,192,154.375,ey
90-2009-0-066,2014,2009,5,249,154.25,ey
90-2013-0-280,2020,2013,7,232,154.25,ey
270-2011-1-269,2015,2011,4,172,154.625,dmp
270-2015-0-553,2021,2015,6,203,154.75,wy
90-2008-0-034,2016,2008,8,208,154.625,ey
90-2008-0-052,2013,2008,5,219,154.875,ey
270-2016-1-622,2020,2016,4,161,154.625,dmp
270-2007-1-051,2010,2007,3,208,155,dmp
270-2008-1-013,2017,2008,9,148,155.25,dmp
270-2012-1-230,2015,2012,3,156,155.25,dmp
90-2010-0-113,2021,2010,11,204,155,ey
270-2009-1-024,2020,2009,11,174,155.25,dmp
270-2012-0-330,2016,2012,4,195,155.5,wy
270-2014-0-447,2019,2014,5,182,155.5,wy
90-2010-0-101,2018,2010,8,187,155.625,ey
90-2010-0-106,2017,2010,7,143,155.5,ey
90-2012-0-327,2018,2012,6,214,155.5,ey
90-2013-0-276,2018,2013,5,215,155.375,ey
90-2014-0-463,2019,2014,5,221,155.375,ey
270-2010-1-023,2020,2010,10,174,155.375,dmp
270-2017-1-719,2020,2017,3,150,155.5,dmp
270-2007-1-066,2011,2007,4,160,155.875,dmp
270-2013-0-260,2018,2013,5,172,156,wy
270-2013-1-202,2017,2013,4,191,155.875,dmp
270-2017-1-717,2021,2017,4,173,156,dmp
90-2008-0-037,2017,2008,9,207,155.75,ey
90-2012-0-329,2019,2012,7,227,156,ey
270-2012-1-237,2020,2012,8,187,156,dmp
90-2015-0-578,2019,2015,4,184,156,ey
90-2015-0-578,2021,2015,6,192,155.875,ey
270-2008-1-022,2012,2008,4,150,156.375,dmp
270-2009-1-024,2013,2009,4,183,156.25,dmp
270-2009-1-024,2019,2009,10,190,156.375,dmp
270-2012-0-334,2017,2012,5,202,156.125,wy
270-2012-1-236,2018,2012,6,196,156.125,dmp
270-2012-1-262,2018,2012,6,182,156.25,dmp
270-2012-1-278,2016,2012,4,168,156.25,dmp
270-2014-1-428,2018,2014,4,155,156.125,dmp
90-2008-0-041,2015,2008,7,NA,156.375,ey
90-2009-0-056,2014,2009,5,209,156.375,ey
90-2012-0-322,2017,2012,5,169,156.25,ey
270-2015-0-583,2020,2015,5,181,156.375,wy
270-2008-1-014,2015,2008,7,199,156.625,dmp
270-2010-1-021,2018,2010,8,204,156.625,dmp
270-2010-1-023,2018,2010,8,172,156.5,dmp
270-2012-1-277,2017,2012,5,200,156.75,dmp
90-2007-0-036,2011,2007,4,220,156.75,ey
90-2008-0-034,2013,2008,5,225,156.875,ey
90-2010-0-101,2017,2010,7,171,156.75,ey
90-2010-0-107,2016,2010,6,221,156.625,ey
270-2008-1-011,2012,2008,4,175,157,dmp
270-2009-1-024,2018,2009,9,169,157.25,dmp
270-2011-1-242,2019,2011,8,227,157.25,dmp
270-2012-0-153,2017,2012,5,175,157.25,wy
270-2012-1-277,2018,2012,6,203,157.25,dmp
270-2008-1-012,2014,2008,6,196,157.375,dmp
270-2008-1-014,2014,2008,6,213,157.625,dmp
270-2014-1-438,2019,2014,5,200,157.625,dmp
270-2016-1-615,2021,2016,5,190,157.375,dmp
90-2009-0-069,2013,2009,4,181,157.5,ey
90-2011-0-356,2018,2011,7,170,157.5,ey
270-2008-1-013,2012,2008,4,185,157.875,dmp
270-2010-1-005,2015,2010,5,180,157.75,dmp
270-2011-1-242,2021,2011,10,206,157.75,dmp
90-2010-0-106,2018,2010,8,197,157.75,ey
90-2013-0-280,2019,2013,6,237,157.875,ey
90-2014-0-464,2019,2014,5,234,158,ey
270-2015-0-558,2020,2015,5,190,157.75,wy
90-2016-0-662,2020,2016,4,192,157.75,ey
90-2013-0-284,2020,2013,7,209,158,ey
90-2007-0-040,2014,2007,7,263,158.25,ey
90-2012-0-346,2015,2012,3,184,158.375,ey
270-2016-0-676,2021,2016,5,189,158.625,wy
90-2014-0-466,2021,2014,7,162,158.5,ey
270-2007-1-006,2015,2007,8,204,159.125,dmp
270-2010-1-086,2016,2010,6,201,159.125,dmp
270-2011-1-242,2018,2011,7,206,159.25,dmp
270-2013-1-202,2016,2013,3,174,159.125,dmp
270-2013-1-204,2017,2013,4,137,159.125,dmp
270-2014-1-403,2019,2014,5,165,159.125,dmp
270-2014-1-403,2021,2014,7,161,158.875,dmp
90-2008-0-042,2015,2008,7,226,158.875,ey
90-2010-0-114,2017,2010,7,199,159,ey
90-2012-0-322,2018,2012,6,171,159,ey
90-2013-0-273,2021,2013,8,236,159.25,ey
90-2014-0-467,2019,2014,5,204,159.125,ey
90-2014-0-463,2020,2014,6,212,159.375,ey
270-2014-1-438,2020,2014,6,196,159.5,dmp
270-2010-1-086,2017,2010,7,211,160,dmp
270-2013-1-210,2021,2013,8,163,159.875,dmp
90-2008-0-052,2014,2008,6,220,160,ey
90-2010-0-107,2017,2010,7,180,159.875,ey
90-2010-0-114,2015,2010,5,202,160,ey
90-2011-0-356,2017,2011,6,191,160,ey
90-2011-0-359,2016,2011,5,180,160,ey
90-2011-0-359,2017,2011,6,179,159.75,ey
90-2012-0-322,2021,2012,9,173,159.75,ey
90-2014-0-458,2021,2014,7,234,159.875,ey
90-2013-0-280,2021,2013,8,229,160.125,ey
270-2012-0-153,2020,2012,8,171,160.125,wy
270-2012-1-229,2017,2012,5,198,160.5,dmp
270-2014-0-443,2018,2014,4,186,160.625,wy
90-2015-0-568,2021,2015,6,201,160.75,ey
270-2010-1-086,2020,2010,10,191,160.5,dmp
90-2016-0-666,2021,2016,5,198,160.625,ey
270-2009-1-020,2012,2009,3,154,161.125,dmp
270-2010-1-009,2021,2010,11,179,161,dmp
270-2012-0-342,2016,2012,4,169,160.875,wy
90-2011-0-356,2016,2011,5,204,161.125,ey
90-2012-0-346,2017,2012,5,192,161.125,ey
270-2016-1-642,2020,2016,4,145,161.125,dmp
270-2010-1-005,2016,2010,6,188,161.25,dmp
270-2012-1-278,2019,2012,7,186,161.25,dmp
270-2015-0-583,2021,2015,6,193,161.5,wy
90-2009-0-068,2016,2009,7,178,161.5,ey
90-2014-0-457,2018,2014,4,197,161.5,ey
270-2012-0-337,2016,2012,4,178,161.625,wy
90-2008-0-033,2018,2008,10,NA,161.875,ey
90-2008-0-052,2016,2008,8,190,162,ey
90-2009-0-056,2019,2009,10,182,162,ey
90-2009-0-063,2017,2009,8,187,162,ey
90-2013-0-280,2018,2013,5,239,161.75,ey
90-2014-0-466,2019,2014,5,188,161.75,ey
90-2014-0-467,2020,2014,6,206,161.875,ey
270-2010-1-023,2019,2010,9,179,162.25,dmp
270-2013-0-260,2021,2013,8,202,162.375,wy
90-2009-0-064,2014,2009,5,224,162.375,ey
90-2016-0-662,2021,2016,5,192,162.25,ey
90-2015-0-580,2020,2015,5,179,162.25,ey
270-2007-1-051,2011,2007,4,202,162.5,dmp
270-2012-1-278,2017,2012,5,179,162.75,dmp
270-2013-1-252,2017,2013,4,158,162.75,dmp
270-2014-0-446,2018,2014,4,174,162.5,wy
90-2010-0-101,2020,2010,10,183,162.625,ey
270-2015-1-508,2020,2015,5,179,162.5,dmp
270-2008-1-012,2015,2008,7,186,163,dmp
270-2009-1-010,2014,2009,5,203,162.875,dmp
270-2010-1-021,2014,2010,4,195,162.875,dmp
270-2011-1-295,2018,2011,7,185,162.875,dmp
270-2012-0-153,2021,2012,9,187,163,wy
270-2012-1-237,2019,2012,7,184,163.125,dmp
270-2014-0-449,2021,2014,7,208,162.875,wy
90-2011-0-368,2015,2011,4,172,162.875,ey
90-2017-0-786,2021,2017,4,186,163,ey
270-2007-1-056,2012,2007,5,209,163.25,dmp
270-2013-0-267,2019,2013,6,200,163.5,wy
270-2013-1-239,2019,2013,6,158,163.375,dmp
90-2009-0-056,2016,2009,7,193,163.375,ey
90-2015-0-580,2021,2015,6,194,163.375,ey
270-2010-1-001,2014,2010,4,186,163.875,dmp
270-2011-1-261,2015,2011,4,171,163.625,dmp
270-2013-1-231,2016,2013,3,157,163.75,dmp
90-2007-0-049,2017,2007,10,185,163.875,ey
90-2014-0-464,2018,2014,4,221,163.625,ey
270-2012-0-334,2020,2012,8,NA,163.625,wy
270-2007-1-051,2012,2007,5,206,164.25,dmp
270-2011-1-269,2016,2011,5,178,164,dmp
90-2009-0-062,2012,2009,3,186,164,ey
90-2011-0-360,2018,2011,7,178,164.25,ey
90-2011-0-360,2019,2011,8,190,164,ey
90-2013-0-283,2019,2013,6,244,164.125,ey
270-2009-1-024,2014,2009,5,208,164.5,dmp
270-2016-1-608,2021,2016,5,171,164.375,dmp
90-2009-0-060,2013,2009,4,214,164.625,ey
270-2009-1-009,2014,2009,5,198,165.125,dmp
270-2010-1-006,2014,2010,4,179,164.875,dmp
270-2010-1-086,2018,2010,8,212,165,dmp
90-2008-0-034,2014,2008,6,238,165.125,ey
90-2010-0-114,2016,2010,6,210,165,ey
90-2013-0-273,2020,2013,7,235,165,ey
270-2009-1-009,2017,2009,8,171,165.375,dmp
270-2010-1-010,2013,2010,3,170,165.5,dmp
270-2016-1-622,2021,2016,5,176,165.5,dmp
90-2012-0-328,2021,2012,9,197,165.375,ey
270-2014-0-443,2020,2014,6,200,165.375,wy
90-2012-0-322,2020,2012,8,175,165.5,ey
270-2010-1-003,2016,2010,6,187,165.625,dmp
270-2010-1-025,2017,2010,7,188,165.875,dmp
270-2016-1-606,2021,2016,5,189,165.625,dmp
90-2009-0-060,2018,2009,9,215,165.75,ey
270-2012-1-278,2020,2012,8,181,165.625,dmp
270-2008-1-019,2014,2008,6,205,166,dmp
270-2010-1-021,2019,2010,9,204,166.25,dmp
270-2011-1-268,2014,2011,3,174,166.125,dmp
270-2013-0-260,2019,2013,6,195,166.125,wy
270-2014-1-407,2019,2014,5,189,166,dmp
270-2016-1-643,2019,2016,3,159,166.25,dmp
90-2007-0-045,2014,2007,7,212,166,ey
90-2008-0-033,2017,2008,9,180,166.25,ey
90-2013-0-284,2021,2013,8,226,166,ey
90-2014-0-462,2018,2014,4,215,166.125,ey
270-2014-1-411,2020,2014,6,174,166.125,dmp
270-2011-1-269,2019,2011,8,187,166.375,dmp
270-2007-1-066,2013,2007,6,178,167.125,dmp
270-2008-1-012,2016,2008,8,NA,167,dmp
270-2012-0-330,2017,2012,5,178,166.875,wy
270-2012-1-229,2016,2012,4,237,166.875,dmp
90-2007-0-036,2016,2007,9,219,166.875,ey
90-2012-0-328,2020,2012,8,211,167,ey
270-2013-1-202,2020,2013,7,210,167,dmp
270-2014-1-403,2020,2014,6,174,167.125,dmp
270-2009-1-009,2020,2009,11,134,167.125,dmp
270-2015-0-582,2021,2015,6,213,167.5,wy
90-2007-0-045,2011,2007,4,202,167.5,ey
90-2013-0-276,2017,2013,4,190,167.5,ey
90-2014-0-466,2020,2014,6,175,167.25,ey
270-2009-1-024,2017,2009,8,176,167.625,dmp
270-2010-1-003,2018,2010,8,151,167.625,dmp
270-2010-1-023,2016,2010,6,162,167.875,dmp
270-2011-1-261,2018,2011,7,179,167.75,dmp
270-2012-0-337,2018,2012,6,173,167.75,wy
270-2012-0-337,2021,2012,9,192,167.875,wy
270-2015-1-508,2021,2015,6,186,167.875,dmp
270-2017-1-719,2021,2017,4,167,167.75,dmp
270-2011-1-261,2020,2011,9,177,167.75,dmp
270-2008-1-017,2012,2008,4,182,168.125,dmp
270-2009-1-023,2013,2009,4,188,168.125,dmp
270-2013-0-267,2021,2013,8,183,168.125,wy
270-2013-1-204,2018,2013,5,168,168.125,dmp
270-2008-1-013,2014,2008,6,187,168.5,dmp
270-2014-0-443,2019,2014,5,207,168.625,wy
90-2008-0-034,2015,2008,7,219,168.375,ey
270-2014-1-407,2020,2014,6,187,168.375,dmp
270-2011-1-295,2016,2011,5,176,168.75,dmp
270-2011-1-261,2017,2011,6,177,169.125,dmp
270-2012-1-278,2021,2012,9,187,169.25,dmp
270-2013-0-266,2019,2013,6,208,169.375,wy
270-2013-1-202,2018,2013,5,199,169.125,dmp
90-2012-0-319,2016,2012,4,180,169.25,ey
270-2008-1-018,2015,2008,7,182,169.875,dmp
270-2010-1-001,2018,2010,8,189,169.5,dmp
270-2010-1-023,2017,2010,7,173,169.75,dmp
90-2008-0-033,2014,2008,6,210,169.875,ey
90-2014-0-464,2020,2014,6,237,169.5,ey
