animal_id,year_cap,year_birth,age,weight,bcsin,birthsite
270-2007-1-065,2011,2007,4,223,170,dmp
270-2007-1-065,2013,2007,6,232,170.125,dmp
270-2010-1-001,2019,2010,9,196,170.125,dmp
270-2012-1-231,2015,2012,3,191,170.125,dmp
270-2013-1-239,2018,2013,5,156,170,dmp
270-2018-1-832,2021,2018,3,154,170.25,dmp
90-2008-0-033,2016,2008,8,184,170,ey
90-2008-0-052,2015,2008,7,192,170,ey
90-2011-0-368,2016,2011,5,186,170,ey
270-2012-0-333,2016,2012,4,165,170.5,wy
270-2012-1-230,2016,2012,4,169,170.5,dmp
270-2016-0-677,2021,2016,5,169,170.625,wy
90-2009-0-060,2014,2009,5,218,170.375,ey
90-2010-0-111,2015,2010,5,215,170.5,ey
270-2007-1-051,2013,2007,6,217,171,dmp
270-2008-1-011,2013,2008,5,186,170.75,dmp
90-2007-0-036,2013,2007,6,246,171,ey
90-2009-0-056,2015,2009,6,196,170.875,ey
270-2012-0-344,2016,2012,4,192,171.125,wy
90-2011-0-360,2016,2011,5,181,171.125,ey
90-2011-0-368,2017,2011,6,170,171.25,ey
270-2009-1-009,2015,2009,6,175,171.625,dmp
270-2009-1-024,2016,2009,7,193,171.75,dmp
90-2009-0-062,2013,2009,4,215,171.75,ey
90-2010-0-108,2018,2010,8,232,171.75,ey
270-2014-0-454,2019,2014,5,191,172,wy
90-2009-0-060,2020,2009,11,222,172.125,ey
270-2010-1-021,2016,2010,6,197,172.375,dmp
270-2014-0-444,2021,2014,7,198,172.25,wy
90-2007-0-045,2013,2007,6,219,172.625,ey
90-2010-0-111,2016,2010,6,197,172.5,ey
270-2009-1-024,2015,2009,6,191,172.75,dmp
270-2010-1-021,2015,2010,5,199,172.75,dmp
270-2010-1-003,2017,2010,7,174,173.25,dmp
270-2010-1-009,2017,2010,7,174,173.125,dmp
270-2010-1-009,2018,2010,8,192,173.25,dmp
90-2007-0-049,2013,2007,6,223,173.125,ey
90-2012-0-319,2017,2012,5,183,173.375,ey
90-2017-0-781,2021,2017,4,187,173.125,ey
270-2012-1-207,2016,2012,4,183,173.75,dmp
270-2007-1-065,2012,2007,5,233,174.125,dmp
270-2008-1-008,2012,2008,4,178,173.875,dmp
270-2010-1-025,2019,2010,9,192,173.875,dmp
270-2013-1-239,2021,2013,8,163,174.125,dmp
270-2016-1-607,2021,2016,5,215,173.875,dmp
90-2008-0-033,2015,2008,7,190,173.875,ey
90-2009-0-069,2014,2009,5,193,173.875,ey
90-2014-0-464,2021,2014,7,231,174.5,ey
90-2010-0-108,2020,2010,10,203,174.375,ey
90-2007-0-045,2012,2007,5,213,174.875,ey
270-2014-0-454,2020,2014,6,196,174.625,wy
270-2013-1-239,2020,2013,7,164,174.625,dmp
270-2012-0-342,2017,2012,5,197,175.125,wy
270-2013-1-252,2021,2013,8,183,175.25,dmp
90-2009-0-060,2019,2009,10,209,175.125,ey
270-2012-0-337,2020,2012,8,194,175.25,wy
270-2008-1-018,2012,2008,4,196,175.625,dmp
270-2011-1-261,2016,2011,5,174,175.5,dmp
270-2014-1-407,2021,2014,7,167,175.75,dmp
90-2010-0-110,2013,2010,3,205,175.5,ey
90-2010-0-113,2014,2010,4,210,175.625,ey
270-2007-1-056,2013,2007,6,210,176.125,dmp
270-2007-1-066,2012,2007,5,214,176.375,dmp
270-2008-1-022,2016,2008,8,161,176.25,dmp
270-2010-1-010,2014,2010,4,197,176.375,dmp
270-2012-1-229,2018,2012,6,208,176.5,dmp
90-2009-0-060,2017,2009,8,207,176.375,ey
270-2012-0-337,2019,2012,7,195,176.75,wy
270-2008-1-008,2013,2008,5,178,177,dmp
90-2007-0-036,2014,2007,7,238,177.125,ey
270-2008-1-011,2014,2008,6,180,177.5,dmp
270-2008-1-013,2015,2008,7,191,177.625,dmp
270-2010-1-010,2019,2010,9,183,177.75,dmp
270-2014-1-411,2021,2014,7,184,177.5,dmp
90-2012-0-319,2018,2012,6,190,177.625,ey
270-2007-1-051,2017,2007,10,184,178.125,dmp
270-2007-1-066,2014,2007,7,187,178.125,dmp
270-2008-1-022,2013,2008,5,200,177.875,dmp
270-2012-0-333,2017,2012,5,180,177.875,wy
90-2009-0-066,2016,2009,7,227,177.875,ey
270-2008-1-018,2016,2008,8,190,178.25,dmp
270-2010-1-009,2019,2010,9,190,178.375,dmp
270-2008-1-017,2018,2008,10,174,178.875,dmp
270-2012-1-230,2017,2012,5,174,178.625,dmp
270-2012-1-230,2020,2012,8,181,178.875,dmp
270-2010-1-010,2020,2010,10,161,179,dmp
270-2010-1-025,2018,2010,8,182,179.375,dmp
270-2011-0-340,2015,2011,4,192,179.375,wy
90-2007-0-036,2012,2007,5,246,179.375,ey
270-2010-1-001,2017,2010,7,182,179.75,dmp
270-2008-1-022,2015,2008,7,185,180.5,dmp
270-2010-1-025,2016,2010,6,181,180.5,dmp
270-2012-1-207,2017,2012,5,187,180.5,dmp
270-2012-1-230,2018,2012,6,176,180.5,dmp
270-2016-1-642,2021,2016,5,131,180.125,dmp
90-2014-0-462,2019,2014,5,228,180.25,ey
270-2013-1-252,2020,2013,7,215,180.375,dmp
270-2008-1-013,2016,2008,8,146,180.875,dmp
270-2009-1-020,2013,2009,4,194,180.75,dmp
270-2007-1-051,2016,2007,9,213,181,dmp
270-2011-1-269,2017,2011,6,185,181.25,dmp
270-2012-0-342,2019,2012,7,191,181.125,wy
90-2009-0-069,2015,2009,6,182,181.375,ey
270-2013-1-204,2020,2013,7,199,181.75,dmp
270-2010-1-027,2014,2010,4,218,182.375,dmp
270-2012-1-230,2021,2012,9,188,182.25,dmp
90-2007-0-029,2011,2007,4,216,182.375,ey
90-2010-0-111,2017,2010,7,183,182.375,ey
90-2012-0-319,2021,2012,9,200,182.25,ey
270-2011-1-247,2014,2011,3,177,182.625,dmp
270-2012-1-229,2019,2012,7,220,182.625,dmp
270-2013-0-262,2016,2013,3,157,182.75,wy
270-2013-1-231,2017,2013,4,169,182.5,dmp
90-2009-0-066,2015,2009,6,227,182.75,ey
90-2010-0-113,2015,2010,5,213,182.75,ey
90-2014-0-462,2021,2014,7,225,182.625,ey
270-2011-1-322,2015,2011,4,159,183.25,dmp
270-2012-1-230,2019,2012,7,196,182.875,dmp
90-2007-0-029,2013,2007,6,232,183.25,ey
90-2007-0-036,2015,2007,8,230,183.125,ey
90-2012-0-346,2021,2012,9,215,182.875,ey
270-2012-0-344,2017,2012,5,175,183.625,wy
90-2011-0-368,2021,2011,10,172,183.375,ey
270-2013-1-246,2016,2013,3,187,183.875,dmp
270-2016-1-643,2020,2016,4,171,183.875,dmp
270-2010-1-006,2016,2010,6,186,184.5,dmp
270-2012-0-342,2021,2012,9,188,184.5,wy
270-2013-1-204,2019,2013,6,198,184.625,dmp
270-2008-1-011,2015,2008,7,175,185.125,dmp
270-2009-1-020,2014,2009,5,206,184.875,dmp
270-2009-1-023,2017,2009,8,178,185,dmp
270-2010-1-027,2015,2010,5,219,184.875,dmp
270-2012-0-342,2018,2012,6,177,185.125,wy
270-2013-1-231,2021,2013,8,198,184.875,dmp
90-2009-0-069,2019,2009,10,212,185.125,ey
270-2011-1-213,2017,2011,6,176,185.5,dmp
270-2011-1-213,2018,2011,7,189,185.75,dmp
90-2010-0-108,2017,2010,7,208,186,ey
90-2010-0-113,2020,2010,10,223,185.75,ey
270-2009-1-020,2016,2009,7,NA,186.125,dmp
270-2011-0-338,2015,2011,4,198,186.25,wy
270-2011-1-213,2019,2011,8,194,186.125,dmp
270-2008-1-017,2014,2008,6,196,186.75,dmp
270-2011-0-338,2017,2011,6,205,187.125,wy
270-2007-1-051,2014,2007,7,220,187.75,dmp
270-2009-1-023,2016,2009,7,184,187.75,dmp
270-2013-1-252,2019,2013,6,NA,187.75,dmp
90-2007-0-029,2014,2007,7,254,187.875,ey
90-2011-0-368,2018,2011,7,220,187.625,ey
270-2007-1-056,2016,2007,9,188,188,dmp
270-2011-0-340,2018,2011,7,190,188,wy
90-2009-0-060,2016,2009,7,216,188.25,ey
270-2011-1-213,2020,2011,9,178,188.125,dmp
270-2013-1-231,2018,2013,5,162,188.5,dmp
270-2007-1-056,2014,2007,7,216,189.125,dmp
270-2008-1-017,2013,2008,5,193,189.125,dmp
270-2011-1-213,2021,2011,10,193,189.125,dmp
90-2009-0-069,2016,2009,7,186,189.375,ey
90-2014-0-462,2020,2014,6,219,189.25,ey
270-2007-1-066,2015,2007,8,171,189.75,dmp
270-2010-1-021,2017,2010,7,198,189.875,dmp
90-2007-0-029,2012,2007,5,241,189.75,ey
90-2011-0-368,2020,2011,9,186,189.625,ey
270-2008-1-008,2014,2008,6,167,190,dmp
270-2010-1-087,2018,2010,8,211,190.25,dmp
270-2012-0-330,2020,2012,8,196,190.25,wy
270-2014-0-446,2019,2014,5,209,190.5,wy
270-2010-1-013,2018,2010,8,187,191.125,dmp
270-2016-1-643,2021,2016,5,184,190.75,dmp
270-2014-0-446,2020,2014,6,200,191,wy
270-2012-0-330,2019,2012,7,190,191.5,wy
90-2014-0-457,2020,2014,6,215,192,ey
270-2010-1-087,2016,2010,6,182,193,dmp
270-2008-1-017,2016,2008,8,186,193.125,dmp
270-2010-1-027,2017,2010,7,209,193.125,dmp
270-2010-1-027,2018,2010,8,225,193.25,dmp
270-2012-0-333,2018,2012,6,186,193.375,wy
90-2010-0-108,2014,2010,4,218,193.5,ey
90-2010-0-110,2014,2010,4,229,193.875,ey
90-2010-0-113,2017,2010,7,216,193.625,ey
270-2011-0-340,2017,2011,6,194,194.25,wy
270-2007-1-056,2015,2007,8,172,194.375,dmp
270-2012-1-231,2016,2012,4,215,195,dmp
90-2009-0-069,2020,2009,11,195,194.75,ey
270-2010-1-006,2018,2010,8,179,195.25,dmp
270-2010-1-087,2017,2010,7,227,195.125,dmp
270-2012-0-330,2018,2012,6,208,195.75,wy
270-2008-1-022,2014,2008,6,NA,195.875,dmp
90-2009-0-069,2017,2009,8,167,196,ey
90-2009-0-060,2015,2009,6,211,196.625,ey
270-2011-1-213,2016,2011,5,195,197.75,dmp
270-2008-1-017,2019,2008,11,182,198.125,dmp
270-2010-1-087,2019,2010,9,232,198.625,dmp
270-2012-0-344,2018,2012,6,200,198.625,wy
270-2009-1-020,2015,2009,6,196,199.125,dmp
270-2012-0-344,2021,2012,9,202,200.125,wy
270-2008-1-017,2015,2008,7,191,200.5,dmp
90-2010-0-113,2018,2010,8,197,200.375,ey
270-2012-0-342,2020,2012,8,184,200.5,wy
270-2011-1-322,2017,2011,6,162,201.625,dmp
270-2007-1-066,2016,2007,9,158,202.125,dmp
90-2010-0-108,2016,2010,6,216,203.25,ey
270-2010-1-010,2017,2010,7,184,204,dmp
270-2011-0-340,2016,2011,5,203,203.875,wy
270-2011-1-322,2018,2011,7,175,203.75,dmp
270-2010-1-013,2019,2010,9,NA,204.5,dmp
270-2012-0-344,2019,2012,7,209,205.375,wy
90-2010-0-110,2015,2010,5,227,205.625,ey
270-2013-1-231,2020,2013,7,195,205.75,dmp
270-2010-1-010,2015,2010,5,173,206.5,dmp
270-2010-1-010,2018,2010,8,184,206.75,dmp
270-2012-0-344,2020,2012,8,200,206.875,wy
270-2011-1-322,2016,2011,5,164,207.375,dmp
90-2012-0-346,2019,2012,7,227,207.375,ey
90-2010-0-110,2016,2010,6,226,207.875,ey
270-2011-0-338,2016,2011,5,197,208.125,wy
90-2010-0-110,2017,2010,7,202,208.125,ey
90-2010-0-113,2019,2010,9,222,208.625,ey
270-2012-0-333,2020,2012,8,NA,208.625,wy
90-2009-0-062,2016,2009,7,240,209.375,ey
270-2011-0-338,2018,2011,7,211,212.375,wy
270-2009-1-023,2015,2009,6,197,212.75,dmp
90-2010-0-113,2016,2010,6,226,215.875,ey
90-2009-0-062,2015,2009,6,224,216.75,ey
270-2013-1-246,2017,2013,4,195,218.25,dmp
270-2012-0-333,2019,2012,7,175,218.875,wy
270-2013-0-262,2019,2013,6,193,219.75,wy
270-2011-0-338,2019,2011,8,242,220.875,wy
270-2011-0-338,2020,2011,9,206,221,wy
270-2013-0-262,2018,2013,5,170,223,wy
90-2009-0-062,2017,2009,8,208,227.125,ey
270-2011-1-268,2016,2011,5,NA,227.75,dmp
90-2010-0-108,2015,2010,5,211,227.5,ey
270-2013-0-262,2017,2013,4,136,230.875,wy
270-2011-1-268,2017,2011,6,175,235.75,dmp
270-2013-0-262,2020,2013,7,174,237,wy
