"","age","min","max","mean","sd","total_count"
"1","3.5",161,208,177.666666666667,26.3122278291545,3
"2","4.5",167,202,185.5,15.9269164205337,4
"3","5.5",164,214,198.5,16.4266044371116,10
"4","6.5",193,208,198.166666666667,5.34477938428395,6
"5","7.5",174,209,189.75,14.7958327466441,4
"6","8.5",206,206,206,NA,1
