"birthsite","year_birth","year","animal_id","year_cap","age","weight","weightkg","points_total","mass_total","bcsin","bcscm","annual.cy","rain.site.cy","annual.by","rain.site.by"
"dmp",2012,2018,"270-2012-1-229",2018,6,208,95,16,38.375,176.5,448,29.1,"dmp_3",15.8,"dmp_1"
"dmp",2012,2018,"270-2012-1-262",2018,6,182,83,11,33.125,156.25,397,29.1,"dmp_3",15.8,"dmp_1"
"dmp",2012,2019,"270-2012-1-266",2019,7,220,100,10,31.125,150.5,382,12,"dmp_1",15.8,"dmp_1"
"dmp",2012,2013,"270-2012-1-237",2013,1,105,48,4,15,59,150,34.5,"dmp_3",15.8,"dmp_1"
"dmp",2012,2019,"270-2012-1-248",2019,7,197,90,9,29.875,146,371,12,"dmp_1",15.8,"dmp_1"
"dmp",2012,2016,"270-2012-1-233",2016,4,149,68,8,21.375,108.625,276,20.2,"dmp_2",15.8,"dmp_1"
"dmp",2012,2013,"270-2012-1-314",2013,1,104,47,5,14.375,45.625,116,34.5,"dmp_3",15.8,"dmp_1"
"dmp",2012,2015,"270-2012-1-229",2015,3,175,80,12,31.875,150.625,383,29.1,"dmp_3",15.8,"dmp_1"
"dmp",2013,2015,"270-2013-1-246",2015,2,155,70,11,29.5,148.625,378,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-256",2016,3,166,75,8,26.5,114.125,290,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-216",2015,2,148,67,8,25.125,107.5,273,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-231",2017,4,169,77,15,38.375,182.5,464,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-238",2015,2,95,43,6,19.125,73.25,186,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-234",2016,3,131,60,9,26,107.375,273,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2021,"270-2013-1-210",2021,8,163,74,13,32.875,159.875,406,19.4,"dmp_1",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-239",2015,2,123,56,11,25.875,122.875,312,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2021,"270-2013-1-239",2021,8,163,74,14,37.625,174.125,442,19.4,"dmp_1",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-204",2015,2,134,61,12,23.625,111.625,284,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-216",2014,1,132,60,8,17.625,69.375,176,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-231",2018,5,162,74,17,40.5,188.5,479,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-212",2014,1,97,44,3,10.875,30.875,78,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-212",2016,3,125,57,12,28.125,130.75,332,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2021,"270-2013-1-252",2021,8,183,83,13,35.625,175.25,445,19.4,"dmp_1",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-246",2014,1,122,55,10,21.625,85.625,217,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-252",2020,7,215,98,13,35.75,180.375,458,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-231",2016,3,157,71,12,35.875,163.75,416,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2021,"270-2013-1-231",2021,8,198,90,18,38.875,184.875,470,19.4,"dmp_1",34.5,"dmp_3"
"dmp",2013,2019,"270-2013-1-252",2019,6,NA,NA,12,38.375,187.75,477,12,"dmp_1",34.5,"dmp_3"
"dmp",2013,2019,"270-2013-1-239",2019,6,158,72,15,36.625,163.375,415,12,"dmp_1",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-202",2018,5,199,90,13,37.125,169.125,430,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-205",2015,2,135,61,8,23.125,106.625,271,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-210",2014,1,98,45,4,12.25,37.25,95,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-234",2014,1,91,41,3,16.875,37.75,96,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-202",2016,3,174,79,13,31.5,159.125,404,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-238",2014,1,87,40,3,11.125,35.375,90,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-202",2017,4,191,87,11,35.25,155.875,396,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-216",2017,4,185,84,9,30.25,136,345,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-239",2016,3,134,61,12,34.25,146.125,371,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-231",2014,1,102,46,4,15.25,41.5,105,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-204",2020,7,199,90,17,35.875,181.75,462,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-256",2015,2,147,67,8,21.125,93.375,237,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2019,"270-2013-1-210",2019,6,171,78,14,31.5,152.125,386,12,"dmp_1",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-252",2015,2,130,59,10,24.375,119.875,304,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-202",2020,7,210,95,12,36,167,424,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-204",2017,4,137,62,15,32.5,159.125,404,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-256",2020,7,201,91,9,29.5,138.375,351,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-246",2016,3,187,85,18,34.375,183.875,467,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-202",2015,2,145,66,9,27.375,118.125,300,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-239",2020,7,164,75,14,37.125,174.625,444,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2021,"270-2013-1-256",2021,8,207,94,8,30.125,133.375,339,19.4,"dmp_1",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-239",2018,5,156,71,13,39.75,170,432,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-204",2014,1,110,50,7,17.25,58,147,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-204",2018,5,168,76,15,34.875,168.125,427,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-238",2017,4,NA,NA,9,22.875,94.875,241,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-204",2016,3,157,71,14,29.625,138.5,352,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-239",2014,1,100,45,6,16.875,57.125,145,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-210",2018,5,115,52,11,30.75,137.375,349,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-210",2015,2,112,51,8,19.375,92.375,235,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-216",2018,5,207,94,8,33,144.5,367,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2019,"270-2013-1-204",2019,6,198,90,18,37,184.625,469,12,"dmp_1",34.5,"dmp_3"
"dmp",2013,2015,"270-2013-1-234",2015,2,107,49,8,19.875,82.375,209,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-238",2020,7,141,64,10,27.875,121.875,310,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2020,"270-2013-1-231",2020,7,195,89,18,42,205.75,523,23.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-210",2017,4,141,64,10,26.75,120.875,307,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-205",2014,1,116,53,6,15.875,61.25,156,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-227",2014,1,94,43,4,9.875,33.375,85,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2016,"270-2013-1-252",2016,3,150,68,10,30.625,148.75,378,20.2,"dmp_2",34.5,"dmp_3"
"dmp",2013,2018,"270-2013-1-256",2018,5,188,85,10,30,137.875,350,29.1,"dmp_3",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-252",2017,4,158,72,12,31.875,162.75,413,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-254",2014,1,96,44,3,14.75,36.625,93,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2013,2017,"270-2013-1-246",2017,4,195,89,16,36.75,218.25,554,24.61,"dmp_2",34.5,"dmp_3"
"dmp",2013,2014,"270-2013-1-256",2014,1,107,49,5,14.5,46.875,119,22.1,"dmp_2",34.5,"dmp_3"
"dmp",2014,2019,"270-2014-1-414",2019,5,166,75,10,27.5,142.125,361,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-407",2016,2,127,58,11,22.5,111.5,283,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2021,"270-2014-1-422",2021,7,178,81,11,28.625,128.5,326,19.4,"dmp_1",22.1,"dmp_2"
"dmp",2014,2019,"270-2014-1-403",2019,5,165,75,13,30.25,159.125,404,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-438",2017,3,158,72,11,26.25,123.875,315,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-411",2017,3,147,67,11,24.75,123.125,313,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-422",2017,3,135,61,8,22.125,93.5,237,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2019,"270-2014-1-422",2019,5,176,80,9,28.5,120.375,306,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-428",2018,4,155,70,11,34.625,156.125,397,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2021,"270-2014-1-403",2021,7,161,73,13,30.875,158.875,404,19.4,"dmp_1",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-422",2020,6,175,80,9,29,129,328,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2014,2015,"270-2014-1-438",2015,1,101,46,4,14,44.625,113,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-403",2018,4,152,69,10,29,140.5,357,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2019,"270-2014-1-438",2019,5,200,91,13,33.5,157.625,400,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2019,"270-2014-1-407",2019,5,189,86,14,33.875,166,422,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-410",2018,4,116,53,10,25.25,118.75,302,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-414",2017,3,143,65,8,20.75,102.375,260,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-438",2020,6,196,89,12,31.5,159.5,405,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2014,2021,"270-2014-1-411",2021,7,184,84,18,34.125,177.5,451,19.4,"dmp_1",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-438",2018,4,180,82,12,29.375,139.125,353,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-422",2016,2,124,56,7,17.5,73,185,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-411",2018,4,159,72,13,28,136.25,346,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2015,"270-2014-1-411",2015,1,95,43,4,14.75,48.75,124,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-440",2016,2,127,58,10,24,118.875,302,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-411",2016,2,135,61,8,19.5,90.75,231,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-434",2017,3,130,59,11,23.375,118,300,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2021,"270-2014-1-410",2021,7,152,69,10,28.75,139.875,355,19.4,"dmp_1",22.1,"dmp_2"
"dmp",2014,2021,"270-2014-1-414",2021,7,191,87,10,27.25,145.25,369,19.4,"dmp_1",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-414",2020,6,172,78,10,28,145,368,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-428",2016,2,149,68,9,23.875,101.872,259,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-407",2018,4,175,80,12,32.625,147,373,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-403",2020,6,174,79,13,31.25,167.125,424,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2014,2021,"270-2014-1-407",2021,7,167,76,15,34.75,175.75,446,19.4,"dmp_1",22.1,"dmp_2"
"dmp",2014,2015,"270-2014-1-416",2015,1,NA,NA,2,14,34.625,88,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-410",2017,3,116,53,7,21.125,94.5,240,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-434",2018,4,115,52,10,26.5,126.75,322,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-414",2016,2,128,58,8,16.375,76.25,194,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-438",2016,2,141,64,7,21,85.375,217,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-407",2017,3,148,67,10,27.375,132.625,337,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-407",2020,6,187,85,13,34.625,168.375,428,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2014,2015,"270-2014-1-403",2015,1,87,40,5,13.75,42.25,107,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-440",2017,3,139,63,13,26.875,130.375,331,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-403",2016,2,119,54,8,21.75,102.875,261,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-414",2018,4,170,77,10,24.5,126.5,321,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-411",2020,6,174,79,14,32.25,166.125,422,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-403",2017,3,142,65,11,25.375,135.375,344,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2018,"270-2014-1-422",2018,4,155,70,9,26.375,111.625,284,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2015,"270-2014-1-407",2015,1,89,40,5,13.5,47.125,120,29.1,"dmp_3",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-410",2016,2,111,50,6,19.875,74.375,189,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2016,"270-2014-1-434",2016,2,110,50,9,20.125,90,229,20.2,"dmp_2",22.1,"dmp_2"
"dmp",2014,2017,"270-2014-1-428",2017,3,134,61,10,29.125,139.625,355,24.61,"dmp_2",22.1,"dmp_2"
"dmp",2014,2019,"270-2014-1-411",2019,5,182,83,12,30.625,152.375,387,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2019,"270-2014-1-410",2019,5,165,75,11,27,128.5,326,12,"dmp_1",22.1,"dmp_2"
"dmp",2014,2020,"270-2014-1-410",2020,6,155,70,11,27.25,133.25,338,23.1,"dmp_2",22.1,"dmp_2"
"dmp",2015,2019,"270-2015-1-518",2019,4,156,71,10,27.5,122.25,311,12,"dmp_1",29.1,"dmp_2"
"dmp",2015,2020,"270-2015-1-516",2020,5,175,80,9,24.75,140.125,356,23.1,"dmp_2",29.1,"dmp_2"
"dmp",2015,2018,"270-2015-1-508",2018,3,147,67,8,25.75,116.75,297,29.1,"dmp_3",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-508",2017,2,116,53,8,19.625,80.125,204,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2020,"270-2015-1-518",2020,5,195,89,12,28.5,140.5,357,23.1,"dmp_2",29.1,"dmp_2"
"dmp",2015,2016,"270-2015-1-508",2016,1,89,40,2,10,16,41,20.2,"dmp_2",29.1,"dmp_2"
"dmp",2015,2018,"270-2015-1-516",2018,3,136,62,6,20,91.125,231,29.1,"dmp_3",29.1,"dmp_2"
"dmp",2015,2020,"270-2015-1-508",2020,5,179,81,14,32.25,162.5,413,23.1,"dmp_2",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-516",2017,2,115,52,7,16.5,77.875,198,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2018,"270-2015-1-522",2018,3,164,75,10,28,118.875,302,29.1,"dmp_3",29.1,"dmp_2"
"dmp",2015,2021,"270-2015-1-524",2021,6,197,90,11,31.875,152.375,387,19.4,"dmp_1",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-522",2017,2,139,63,7,21.25,87.25,222,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2019,"270-2015-1-522",2019,4,197,90,10,30.625,139.5,354,12,"dmp_1",29.1,"dmp_2"
"dmp",2015,2021,"270-2015-1-518",2021,6,194,88,13,30,153.75,391,19.4,"dmp_1",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-507",2017,2,124,56,9,21.375,95.125,242,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2019,"270-2015-1-516",2019,4,163,74,8,22.875,121.5,309,12,"dmp_1",29.1,"dmp_2"
"dmp",2015,2020,"270-2015-1-522",2020,5,205,93,10,30.875,138,351,23.1,"dmp_2",29.1,"dmp_2"
"dmp",2015,2019,"270-2015-1-510",2019,4,NA,NA,12,27.125,134.125,341,12,"dmp_1",29.1,"dmp_2"
"dmp",2015,2016,"270-2015-1-516",2016,1,90,41,2,7.5,13.875,35,20.2,"dmp_2",29.1,"dmp_2"
"dmp",2015,2016,"270-2015-1-518",2016,1,106,48,2,12.5,34,86,20.2,"dmp_2",29.1,"dmp_2"
"dmp",2015,2016,"270-2015-1-507",2016,1,103,47,5,13.375,47.875,122,20.2,"dmp_2",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-518",2017,2,143,65,9,21,86,218,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2019,"270-2015-1-524",2019,4,178,81,10,28.25,128.25,326,12,"dmp_1",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-510",2017,2,144,65,8,18.75,69.125,176,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2017,"270-2015-1-524",2017,2,121,55,6,16.375,65.375,166,24.61,"dmp_2",29.1,"dmp_2"
"dmp",2015,2021,"270-2015-1-508",2021,6,186,85,14,33.5,167.875,426,19.4,"dmp_1",29.1,"dmp_2"
"dmp",2015,2018,"270-2015-1-524",2018,3,143,65,10,23.625,104.875,266,29.1,"dmp_3",29.1,"dmp_2"
"dmp",2015,2018,"270-2015-1-518",2018,3,152,69,8,25.375,105,267,29.1,"dmp_3",29.1,"dmp_2"
"dmp",2015,2021,"270-2015-1-516",2021,6,175,80,9,25.75,132.25,336,19.4,"dmp_1",29.1,"dmp_2"
"dmp",2015,2018,"270-2015-1-510",2018,3,162,74,10,25.25,113.625,289,29.1,"dmp_3",29.1,"dmp_2"
"dmp",2015,2019,"270-2015-1-508",2019,4,166,75,13,31.25,147,373,12,"dmp_1",29.1,"dmp_2"
"dmp",2015,2016,"270-2015-1-522",2016,1,111,50,2,13.5,30.25,77,20.2,"dmp_2",29.1,"dmp_2"
"dmp",2016,2017,"270-2016-1-622",2017,1,79,36,5,14.375,52,132,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-606",2018,2,124,56,8,21.5,74.5,189,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-615",2020,4,176,80,10,31.5,141.875,360,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-632",2020,4,170,77,10,30.375,143.375,364,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-608",2019,3,151,69,10,26.5,120.875,307,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-622",2021,5,176,80,11,28.875,165.5,420,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-632",2018,2,121,55,9,22.375,92.5,235,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-642",2021,5,131,60,14,36.625,180.125,458,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-642",2019,3,142,65,11,30.875,144.625,367,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-643",2021,5,184,84,14,38.875,190.75,485,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-642",2020,4,145,66,11,32.5,161.125,409,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-632",2021,5,180,82,10,31.5,146.625,372,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-603",2019,3,174,79,9,26.75,114.5,291,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-642",2018,2,122,55,9,24.375,105.625,268,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-608",2021,5,171,78,14,30.75,164.375,418,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-606",2020,4,179,81,11,31.875,151.875,386,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-618",2017,1,98,45,8,18.25,70.375,179,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-606",2017,1,88,40,2,13,27.75,70,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-615",2021,5,190,86,10,35.375,157.375,400,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-603",2018,2,138,63,8,22.875,90.25,229,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-615",2017,1,89,40,2,15,36.875,94,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-607",2021,5,215,98,14,34.875,173.875,442,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-619",2018,2,133,60,6,24,92.388,235,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-634",2018,2,110,50,10,26,111.375,283,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-622",2018,2,133,60,10,23.875,120.5,306,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-619",2019,3,160,73,9,26.5,117.5,298,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-622",2019,3,146,66,9,27.625,141.125,358,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-619",2017,1,96,44,4,15,46.375,118,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-632",2017,1,96,44,4,11.875,39.25,100,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-608",2018,2,137,62,9,20.875,92.75,236,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-613",2018,2,126,57,12,26.5,127.875,325,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2021,"270-2016-1-606",2021,5,189,86,12,35.25,165.625,421,19.4,"dmp_1",20.2,"dmp_2"
"dmp",2016,2018,"270-2016-1-615",2018,2,130,59,8,22.25,93.25,237,29.1,"dmp_3",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-642",2017,1,93,42,5,15.875,54.75,139,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-607",2017,1,88,40,2,14.5,28.375,72,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-615",2019,3,160,73,10,28.875,125.75,319,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-613",2017,1,97,44,8,17,66.5,169,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-608",2017,1,97,44,3,14.25,39.875,101,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-643",2019,3,159,72,15,33.125,166.25,422,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-607",2019,3,160,73,10,30.25,135.375,344,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2017,"270-2016-1-634",2017,1,88,40,3,13,33,84,24.61,"dmp_2",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-607",2020,4,174,79,11,34.625,148.875,378,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2016,2019,"270-2016-1-606",2019,3,149,68,13,26.25,123.25,313,12,"dmp_1",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-622",2020,4,161,73,10,29.25,154.625,393,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2016,2020,"270-2016-1-643",2020,4,171,78,13,36.875,183.875,467,23.1,"dmp_2",20.2,"dmp_2"
"dmp",2017,2021,"270-2017-1-703",2021,4,145,66,7,24.25,110,279,19.4,"dmp_1",24.61,"dmp_2"
"dmp",2017,2019,"270-2017-1-719",2019,2,138,63,9,27.875,127.75,324,12,"dmp_1",24.61,"dmp_2"
"dmp",2017,2020,"270-2017-1-722",2020,3,112,51,NA,NA,NA,NA,23.1,"dmp_2",24.61,"dmp_2"
"dmp",2017,2020,"270-2017-1-719",2020,3,150,68,13,31.875,155.5,395,23.1,"dmp_2",24.61,"dmp_2"
"dmp",2017,2021,"270-2017-1-717",2021,4,173,79,10,31.375,156,396,19.4,"dmp_1",24.61,"dmp_2"
"dmp",2017,2019,"270-2017-1-707",2019,2,138,63,8,21,96.125,244,12,"dmp_1",24.61,"dmp_2"
"dmp",2017,2021,"270-2017-1-719",2021,4,167,76,11,35.5,167.75,426,19.4,"dmp_1",24.61,"dmp_2"
"dmp",2017,2018,"270-2017-1-707",2018,1,90,41,2,13.5,35.75,91,29.1,"dmp_3",24.61,"dmp_2"
"dmp",2017,2018,"270-2017-1-719",2018,1,96,44,8,18,71.375,181,29.1,"dmp_3",24.61,"dmp_2"
"dmp",2017,2019,"270-2017-1-711",2019,2,120,55,8,21.125,86.75,220,12,"dmp_1",24.61,"dmp_2"
"dmp",2017,2020,"270-2017-1-711",2020,3,134,61,9,25,117.375,298,23.1,"dmp_2",24.61,"dmp_2"
"dmp",2017,2019,"270-2017-1-703",2019,2,102,46,4,17,64,163,12,"dmp_1",24.61,"dmp_2"
"dmp",2017,2021,"270-2017-1-711",2021,4,147,67,10,28.625,137.125,348,19.4,"dmp_1",24.61,"dmp_2"
