"birthsite","year_birth","year","animal_id","year_cap","age","weight","weightkg","points_total","mass_total","bcsin","bcscm","annual.cy","rain.site.cy","annual.by","rain.site.by"
"ey",2017,2018,"90-2017-0-779",2018,1,115,52,2,14.5,43,109,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-777",2018,1,94,43,2,13.25,41,104,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-787",2020,3,172,78,8,25.125,113.375,288,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-777",2020,3,165,75,7,20.75,95.375,242,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-780",2020,3,163,74,10,26.125,114,290,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-782",2020,3,173,79,9,26.75,125.875,320,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-784",2018,1,121,55,4,11,42.75,109,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-778",2019,2,127,58,8,18,82.375,209,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-778",2020,3,148,67,8,21.5,97.75,248,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-782",2019,2,146,66,8,22,100.25,255,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-780",2019,2,141,64,9,22.625,93.25,237,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-780",2021,4,164,75,10,28.375,122.25,311,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-786",2021,4,186,85,13,33,163,414,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-784",2021,4,198,90,8,23,108.625,276,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-782",2018,1,119,54,3,14.25,45.625,116,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-787",2021,4,190,86,8,27.25,129,328,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-785",2020,3,149,68,9,NA,NA,NA,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-779",2020,3,188,85,8,21.75,105.75,269,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-784",2020,3,188,85,9,21.875,98.625,251,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-781",2021,4,187,85,14,37,173.125,440,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-784",2019,2,145,66,7,18.375,77,196,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-776",2018,1,102,46,5,14.25,52.125,132,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-778",2021,4,165,75,8,23.25,104.5,265,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-787",2018,1,116,53,3,17.5,43.125,110,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-777",2021,4,197,90,8,26.5,123.5,314,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-781",2020,3,170,77,12,31.625,149.125,379,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-779",2021,4,211,96,8,26.625,125.25,318,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-786",2019,2,147,67,8,23.75,105.5,268,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-783",2018,1,102,46,4,14.75,50.375,128,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-776",2021,4,184,84,12,31.625,152.25,387,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-780",2018,1,104,47,3,13,36.25,92,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-777",2019,2,150,68,6,19,78.625,200,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-783",2021,4,196,89,10,29.875,138.125,351,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-781",2019,2,156,71,10,27.5,129.125,328,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-785",2019,2,123,56,7,20.625,79.375,202,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-776",2019,2,127,58,8,23.375,102.875,261,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-786",2020,3,165,75,10,29,124.375,316,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2019,"90-2017-0-787",2019,2,164,75,8,20.625,91,231,17.2,"ey_1",23.5,"ey_2"
"ey",2017,2021,"90-2017-0-782",2021,4,183,83,10,28,138.625,352,19.53,"ey_2",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-785",2018,1,80,36,2,11.5,22.625,57,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-786",2018,1,97,44,9,20.25,77.125,196,36.2,"ey_3",23.5,"ey_2"
"ey",2017,2020,"90-2017-0-783",2020,3,174,79,9,26.75,119.25,303,20.8,"ey_2",23.5,"ey_2"
"ey",2017,2018,"90-2017-0-778",2018,1,91,41,2,13,37.5,95,36.2,"ey_3",23.5,"ey_2"
"ey",2018,2019,"90-2018-0-853",2019,1,123,56,2,15.5,45,114,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-852",2019,1,115,52,7,16,64.75,164,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-861",2021,3,152,69,8,23,107.875,274,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-859",2020,2,159,72,8,20,88.625,225,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-859",2019,1,123,56,3,15.25,53.25,135,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-851",2020,2,157,71,10,25.125,111.5,283,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-856",2020,2,160,73,8,20.5,77.375,197,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-857",2021,3,187,85,8,23.625,115.875,294,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-857",2020,2,156,71,7,18.5,87.25,222,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-860",2019,1,96,44,3,16.5,46.75,119,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-853",2021,3,175,80,8,28.5,116.875,297,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-855",2019,1,126,57,9,23.25,76.75,195,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-855",2021,3,210,95,11,31.375,132.375,336,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-861",2019,1,108,49,3,14,31.75,81,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-852",2021,3,169,77,10,26,122.25,311,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-855",2020,2,168,76,11,27.5,111.625,284,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-854",2019,1,115,52,6,16.125,46.25,117,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-853",2020,2,153,70,8,22.625,98,249,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-851",2021,3,190,86,12,29.75,143,363,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-857",2019,1,126,57,2,14,32,81,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-859",2021,3,187,85,8,26.5,120.125,305,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-852",2020,2,142,65,8,21.25,94.125,239,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-851",2019,1,119,54,6,14.625,48.625,124,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-854",2020,2,138,63,8,20.5,83,211,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-858",2020,2,153,70,11,25.25,120.75,307,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-854",2021,3,176,80,8,23.125,96.75,246,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2019,"90-2018-0-858",2019,1,123,56,3,14.75,33,84,17.2,"ey_1",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-860",2020,2,115,52,6,17.625,68.5,174,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-858",2021,3,186,85,9,28.625,137,348,19.53,"ey_2",36.2,"ey_3"
"ey",2018,2020,"90-2018-0-861",2020,2,131,60,8,18.375,81.75,208,20.8,"ey_2",36.2,"ey_3"
"ey",2018,2021,"90-2018-0-860",2021,3,137,62,9,23.5,100.75,256,19.53,"ey_2",36.2,"ey_3"
"ey",2019,2020,"90-2019-0-979",2020,1,98,45,2,13,35.5,90,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-977",2020,1,132,60,NA,NA,NA,NA,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-979",2021,2,128,58,8,19.375,86.25,219,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-986",2020,1,93,42,3,15.5,40.75,104,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-980",2021,2,142,65,8,22.625,110.875,282,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-975",2020,1,113,51,4,18.5,49.75,126,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-985",2020,1,110,50,2,15,37.75,96,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-981",2020,1,101,46,3,14.5,31.625,80,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-975",2021,2,152,69,9,26.25,106.375,270,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-985",2021,2,159,72,8,20.75,87.875,223,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-977",2021,2,174,79,8,23.125,107.125,272,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-982",2021,2,151,69,8,22.5,94.375,240,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-980",2020,1,104,47,6,17.125,62.75,159,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-983",2021,2,136,62,8,19.25,81.875,208,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-976",2021,2,112,51,4,17.5,57.375,146,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-978",2021,2,161,73,9,22.75,96.625,245,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-981",2021,2,125,57,8,20,89.25,227,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-986",2021,2,118,54,8,18.75,72.25,184,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-984",2020,1,107,49,3,15.75,41.375,105,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2021,"90-2019-0-987",2021,2,142,65,8,21.125,76,193,19.53,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-982",2020,1,117,53,4,15.125,49.25,125,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-983",2020,1,106,48,5,14.5,49,124,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-987",2020,1,103,47,2,11,23.125,59,20.8,"ey_2",17.2,"ey_1"
"ey",2019,2020,"90-2019-0-978",2020,1,119,54,2,13.75,29.25,74,20.8,"ey_2",17.2,"ey_1"
"ey",2020,2021,"90-2020-0-2092",2021,1,80,36,2,8,12.75,32,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2089",2021,1,89,40,2,12.5,23.75,60,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2079",2021,1,102,46,4,14.25,47.125,120,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2087",2021,1,112,51,2,11,18.625,47,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2082",2021,1,101,46,2,11.75,30.125,77,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2091",2021,1,104,47,5,16.125,47,119,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2076",2021,1,106,48,5,12.875,39.25,100,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2090",2021,1,102,46,NA,NA,NA,NA,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2080",2021,1,116,53,4,15.5,50.625,129,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2081",2021,1,87,40,2,13,29.25,74,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2084",2021,1,109,50,6,15.125,59.375,151,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2086",2021,1,100,45,2,12.5,22,56,19.53,"ey_2",20.8,"ey_2"
"ey",2020,2021,"90-2020-0-2078",2021,1,105,48,2,16.25,29.25,74,19.53,"ey_2",20.8,"ey_2"
"wy",2011,2014,"270-2011-0-336",2014,3,192,87,10,27.625,124.75,317,22.1,"wy_2",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-341",2017,6,166,75,12,30.25,128,325,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-342",2012,1,88,40,4,14,45.75,116,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2018,"270-2011-0-340",2018,7,190,86,12,37.5,188,478,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2018,"270-2011-0-335",2018,7,198,90,8,31.125,132.625,337,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2014,"270-2011-0-340",2014,3,174,79,9,29.25,148.375,377,22.1,"wy_2",14.1,"wy_1"
"wy",2011,2020,"270-2011-0-335",2020,9,219,100,8,30.25,134.625,342,23.1,"wy_2",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-338",2012,1,108,49,4,11.75,40.75,104,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2018,"270-2011-0-338",2018,7,211,96,21,37,212.375,539,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-336",2017,6,210,95,10,31.625,152.25,387,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-337",2012,1,112,51,2,12.5,28.125,71,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2015,"270-2011-0-343",2015,4,167,76,9,25.875,116.375,296,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-336",2016,5,222,101,8,32,141,358,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2013,"270-2011-0-338",2013,2,156,71,9,23.5,111.875,284,34.5,"wy_3",14.1,"wy_1"
"wy",2011,2014,"270-2011-0-338",2014,3,192,87,12,29.25,149,378,22.1,"wy_2",14.1,"wy_1"
"wy",2011,2019,"270-2011-0-338",2019,8,242,110,22,37.875,220.875,561,12,"wy_1",14.1,"wy_1"
"wy",2011,2019,"270-2011-0-335",2019,8,200,91,8,30.875,136,345,12,"wy_1",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-338",2017,6,205,93,16,36.125,187.125,475,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2021,"270-2011-0-336",2021,10,207,94,11,31.875,142.125,361,19.4,"wy_1",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-343",2012,1,114,52,2,13.5,35.125,89,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-335",2017,6,193,88,8,29,132.125,336,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2014,"270-2011-0-341",2014,3,157,71,10,24.125,96.875,246,22.1,"wy_2",14.1,"wy_1"
"wy",2011,2014,"270-2011-0-337",2014,3,182,83,8,23.375,110.875,282,22.1,"wy_2",14.1,"wy_1"
"wy",2011,2020,"270-2011-0-337",2020,9,205,93,8,27.375,137.25,349,23.1,"wy_2",14.1,"wy_1"
"wy",2011,2015,"270-2011-0-340",2015,4,192,87,12,33.5,179.375,456,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-343",2017,6,180,82,10,30,134.625,342,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-341",2016,5,194,88,12,30.375,130.5,331,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-340",2012,1,116,53,4,12.375,44.875,114,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2013,"270-2011-0-345",2013,2,175,80,8,19.875,82.75,210,34.5,"wy_3",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-345",2016,5,NA,NA,9,27.75,125.875,320,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2014,"270-2011-0-339",2014,3,162,74,8,21.375,89.375,227,22.1,"wy_2",14.1,"wy_1"
"wy",2011,2020,"270-2011-0-341",2020,9,176,80,14,31.75,148.125,376,23.1,"wy_2",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-339",2016,5,182,83,10,29.75,125.875,320,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-337",2017,6,207,94,10,29.625,152.25,387,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2015,"270-2011-0-339",2015,4,184,84,8,25.875,117.25,298,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-340",2016,5,203,92,13,40.5,203.875,518,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2015,"270-2011-0-338",2015,4,198,90,16,35,186.25,473,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-345",2012,1,119,54,4,9.875,33.375,85,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2015,"270-2011-0-336",2015,4,196,89,8,29.625,130.25,331,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-344",2012,1,116,53,6,15.625,64.125,163,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2017,"270-2011-0-340",2017,6,194,88,11,36,194.25,493,24.61,"wy_2",14.1,"wy_1"
"wy",2011,2013,"270-2011-0-339",2013,2,140,64,8,18,71,180,34.5,"wy_3",14.1,"wy_1"
"wy",2011,2013,"270-2011-0-337",2013,2,153,70,8,18.625,84.375,214,34.5,"wy_3",14.1,"wy_1"
"wy",2011,2015,"270-2011-0-345",2015,4,210,95,8,26.125,118.625,301,29.1,"wy_3",14.1,"wy_1"
"wy",2011,2020,"270-2011-0-338",2020,9,206,94,22,37.625,221,561,23.1,"wy_2",14.1,"wy_1"
"wy",2011,2012,"270-2011-0-339",2012,1,97,44,2,10,20.75,53,15.8,"wy_1",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-343",2016,5,200,91,11,29.625,129.875,330,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-337",2016,5,203,92,10,29.125,145.125,369,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2013,"270-2011-0-340",2013,2,152,69,11,23.375,125.875,320,34.5,"wy_3",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-335",2016,5,194,88,8,29.375,131.25,333,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2016,"270-2011-0-338",2016,5,197,90,24,36.875,208.125,529,20.2,"wy_2",14.1,"wy_1"
"wy",2011,2013,"270-2011-0-336",2013,2,160,73,9,21.5,93.25,237,34.5,"wy_3",14.1,"wy_1"
"wy",2012,2019,"270-2012-0-344",2019,7,209,95,14,40,205.375,522,12,"wy_1",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-344",2016,4,192,87,13,33.75,171.125,435,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-331",2014,2,167,76,8,24.25,111.75,284,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-330",2016,4,195,89,13,30.75,155.5,395,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2018,"270-2012-0-340",2018,6,176,80,10,28.375,144.125,366,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2017,"270-2012-0-334",2017,5,202,92,10,32.75,156.125,397,24.61,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-334",2014,2,167,76,9,25,108.75,276,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2020,"270-2012-0-344",2020,8,200,91,14,41.125,206.875,525,23.1,"wy_2",15.8,"wy_1"
"wy",2012,2018,"270-2012-0-153",2018,6,179,81,10,30.25,153,389,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2017,"270-2012-0-153",2017,5,175,80,13,29.125,157.25,399,24.61,"wy_2",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-341",2016,4,174,79,10,25.25,124.5,316,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-337",2014,2,143,65,NA,NA,NA,NA,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-334",2013,1,127,58,3,14.5,47.25,120,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2021,"270-2012-0-344",2021,9,202,92,16,36.25,200.125,508,19.4,"wy_1",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-339",2014,2,152,69,10,23.125,100.25,255,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-337",2013,1,106,48,4,14,48.5,123,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2018,"270-2012-0-342",2018,6,177,80,17,36.5,185.125,470,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2020,"270-2012-0-153",2020,8,171,78,11,29.75,160.125,407,23.1,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-343",2014,2,166,75,8,22.625,102.25,260,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-334",2015,3,172,78,10,28.5,133.125,338,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-344",2015,3,167,76,11,31.375,154.125,391,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-345",2015,3,153,70,9,27,120.25,305,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-344",2014,2,156,71,9,23.125,111.375,283,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-345",2013,1,110,50,4,15.75,48.375,123,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-340",2015,3,157,71,8,24.125,111.375,283,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-337",2016,4,178,81,9,31,161.625,411,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2021,"270-2012-0-341",2021,9,203,92,10,27,134.875,343,19.4,"wy_1",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-334",2016,4,192,87,10,32.125,144.875,368,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-340",2016,4,136,62,10,28.625,144,366,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-333",2014,2,160,73,9,23.5,118.375,301,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-332",2014,2,148,67,8,22.125,98.875,251,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-335",2014,2,137,62,6,17.25,69.625,177,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2019,"270-2012-0-333",2019,7,175,80,26,32,218.875,556,12,"wy_1",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-343",2013,1,124,56,4,15.25,48.125,122,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-342",2014,2,129,59,9,23.625,110.5,281,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2020,"270-2012-0-341",2020,8,196,89,10,27.625,145.125,369,23.1,"wy_2",15.8,"wy_1"
"wy",2012,2017,"270-2012-0-330",2017,5,178,81,13,32.875,166.875,424,24.61,"wy_2",15.8,"wy_1"
"wy",2012,2021,"270-2012-0-340",2021,9,188,85,9,27.75,136.25,346,19.4,"wy_1",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-344",2013,1,109,50,5,14,51.75,131,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2021,"270-2012-0-337",2021,9,192,87,13,30.5,167.875,426,19.4,"wy_1",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-333",2013,1,115,52,7,13.75,58.5,149,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2020,"270-2012-0-337",2020,8,194,88,14,31.125,175.25,445,23.1,"wy_2",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-342",2013,1,106,48,8,16,62.375,158,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-339",2013,1,112,51,3,14.75,41.875,106,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-338",2013,1,117,53,4,12.75,48.875,124,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-335",2013,1,97,44,2,12,31,79,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2018,"270-2012-0-344",2018,6,200,91,13,40.5,198.625,505,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2017,"270-2012-0-344",2017,5,175,80,14,35.75,183.625,466,24.61,"wy_2",15.8,"wy_1"
"wy",2012,2020,"270-2012-0-330",2020,8,196,89,19,34.375,190.25,483,23.1,"wy_2",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-342",2015,3,152,69,11,29,140.375,357,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2018,"270-2012-0-330",2018,6,208,95,18,36.5,195.75,497,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-341",2014,2,150,68,8,17.5,82,208,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2018,"270-2012-0-337",2018,6,173,79,12,30.625,167.75,426,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-343",2015,3,159,72,10,30.125,139.25,354,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-153",2013,1,107,49,5,10.625,34.375,87,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-331",2013,1,119,54,3,16.25,52.75,134,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-330",2014,2,137,62,10,22.125,101.25,257,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2014,"270-2012-0-338",2014,2,163,74,8,18.375,92.625,235,22.1,"wy_2",15.8,"wy_1"
"wy",2012,2013,"270-2012-0-332",2013,1,107,49,4,14.5,44.25,112,34.5,"wy_3",15.8,"wy_1"
"wy",2012,2016,"270-2012-0-345",2016,4,161,73,9,28.875,129,328,20.2,"wy_2",15.8,"wy_1"
"wy",2012,2015,"270-2012-0-153",2015,3,158,72,10,26.125,131.875,335,29.1,"wy_3",15.8,"wy_1"
"wy",2012,2017,"270-2012-0-340",2017,5,172,78,10,27.125,139.25,354,24.61,"wy_2",15.8,"wy_1"
"wy",2012,2019,"270-2012-0-341",2019,7,203,92,12,29.375,146.625,372,12,"wy_1",15.8,"wy_1"
