"animal_id","birthsite","year_birth","year_cap","age","weight.lb","weight.kg","antler.in","antler.cm","annual.by","annual.cy","by.rain.bin","cy.rain.bin","match"
"90-2010-0-115","ey",2010,2014,4,160,72.73,105.375,267.65,34.6,21.1,"wet","intermediate","2"
"90-2012-0-326","ey",2012,2014,2,137,62.27,78.875,200.34,19.1,21.1,"intermediate","intermediate","1"
"90-2011-0-355","ey",2011,2014,3,177,80.45,98.625,250.51,15.3,21.1,"dry","intermediate","3"
"90-2011-0-354","ey",2011,2014,3,173,78.64,112.75,286.38,15.3,21.1,"dry","intermediate","3"
"90-2011-0-357","ey",2011,2014,3,139,63.18,72,182.88,15.3,21.1,"dry","intermediate","3"
"90-2009-0-058","ey",2009,2014,5,222,100.91,152.25,386.72,19.1,21.1,"intermediate","intermediate","1"
"90-2013-0-292","ey",2013,2014,1,103,46.82,56,142.24,27.6,21.1,"intermediate","intermediate","1"
"90-2008-0-034","ey",2008,2014,6,238,108.18,165.125,419.42,18.3,21.1,"dry","intermediate","3"
"90-2009-0-054","ey",2009,2014,5,182,82.73,142.875,362.9,19.1,21.1,"intermediate","intermediate","1"
"90-2011-0-365","ey",2011,2014,3,145,65.91,107.625,273.37,15.3,21.1,"dry","intermediate","3"
"90-2008-0-040","ey",2008,2014,6,227,103.18,NA,NA,18.3,21.1,"dry","intermediate","3"
"90-2010-0-114","ey",2010,2014,4,208,94.55,149.375,379.41,34.6,21.1,"wet","intermediate","2"
"90-2009-0-057","ey",2009,2014,5,217,98.64,136.875,347.66,19.1,21.1,"intermediate","intermediate","1"
"90-2010-0-102","ey",2010,2014,4,169,76.82,136.375,346.39,34.6,21.1,"wet","intermediate","2"
"90-2012-0-324","ey",2012,2014,2,158,71.82,91.5,232.41,19.1,21.1,"intermediate","intermediate","1"
"90-2009-0-064","ey",2009,2014,5,224,101.82,162.375,412.43,19.1,21.1,"intermediate","intermediate","1"
"90-2013-0-286","ey",2013,2014,1,115,52.27,35.75,90.81,27.6,21.1,"intermediate","intermediate","1"
"90-2014-0-462","ey",2014,2015,1,109,49.55,25.875,65.72,21.1,41.8,"intermediate","wet","3"
"90-2009-0-062","ey",2009,2015,6,224,101.82,216.75,550.54,19.1,41.8,"intermediate","wet","3"
"90-2007-0-048","ey",2007,2015,8,236,107.27,141.5,359.41,48.65,41.8,"wet","wet","1"
"90-2013-0-282","ey",2013,2015,2,153,69.55,102.5,260.35,27.6,41.8,"intermediate","wet","3"
"90-2010-0-106","ey",2010,2015,5,166,75.45,144,365.76,34.6,41.8,"wet","wet","1"
"90-2009-0-056","ey",2009,2015,6,196,89.09,170.875,434.02,19.1,41.8,"intermediate","wet","3"
"90-2013-0-280","ey",2013,2015,2,169,76.82,106,269.24,27.6,41.8,"intermediate","wet","3"
"90-2007-0-019","ey",2007,2015,8,166,75.45,149.375,379.41,48.65,41.8,"wet","wet","1"
"90-2014-0-460","ey",2014,2015,1,108,49.09,50,127,21.1,41.8,"intermediate","wet","3"
"90-2013-0-274","ey",2013,2015,2,145,65.91,101.125,256.86,27.6,41.8,"intermediate","wet","3"
"90-2011-0-354","ey",2011,2015,4,185,84.09,137.125,348.3,15.3,41.8,"dry","wet","3"
"90-2010-0-115","ey",2010,2015,5,186,84.55,122,309.88,34.6,41.8,"wet","wet","1"
"90-2014-0-463","ey",2014,2015,1,112,50.91,24.5,62.23,21.1,41.8,"intermediate","wet","3"
"90-2008-0-034","ey",2008,2015,7,219,99.55,168.375,427.67,18.3,41.8,"dry","wet","3"
"90-2012-0-321","ey",2012,2015,3,154,70,123,312.42,19.1,41.8,"intermediate","wet","3"
"90-2010-0-113","ey",2010,2015,5,213,96.82,182.75,464.18,34.6,41.8,"wet","wet","1"
"90-2012-0-329","ey",2012,2015,3,185,84.09,136.375,346.39,19.1,41.8,"intermediate","wet","3"
"90-2014-0-458","ey",2014,2015,1,117,53.18,41,104.14,21.1,41.8,"intermediate","wet","3"
"90-2010-0-108","ey",2010,2015,5,211,95.91,227.5,577.85,34.6,41.8,"wet","wet","1"
"90-2010-0-101","ey",2010,2015,5,212,96.36,152.875,388.3,34.6,41.8,"wet","wet","1"
"90-2007-0-046","ey",2007,2015,8,193,87.73,140.875,357.82,48.65,41.8,"wet","wet","1"
"90-2010-0-114","ey",2010,2015,5,202,91.82,160,406.4,34.6,41.8,"wet","wet","1"
"90-2011-0-352","ey",2011,2015,4,148,67.27,123.375,313.37,15.3,41.8,"dry","wet","3"
"90-2008-0-057","ey",2008,2015,7,210,95.45,152.375,387.03,18.3,41.8,"dry","wet","3"
"90-2014-0-474","ey",2014,2015,1,106,48.18,50.625,128.59,21.1,41.8,"intermediate","wet","3"
"90-2013-0-284","ey",2013,2015,2,136,61.82,102.375,260.03,27.6,41.8,"intermediate","wet","3"
"90-2012-0-001","ey",2012,2015,3,152,69.09,98.875,251.14,19.1,41.8,"intermediate","wet","3"
"90-2011-0-368","ey",2011,2015,4,172,78.18,162.875,413.7,15.3,41.8,"dry","wet","3"
"90-2012-0-348","ey",2012,2015,3,168,76.36,126.5,321.31,19.1,41.8,"intermediate","wet","3"
"90-2012-0-349","ey",2012,2015,3,175,79.55,139.25,353.7,19.1,41.8,"intermediate","wet","3"
"90-2007-0-039","ey",2007,2015,8,203,92.27,134.5,341.63,48.65,41.8,"wet","wet","1"
"90-2008-0-040","ey",2008,2015,7,223,101.36,150.5,382.27,18.3,41.8,"dry","wet","3"
"90-2009-0-054","ey",2009,2015,6,176,80,151.25,384.18,19.1,41.8,"intermediate","wet","3"
"90-2009-0-059","ey",2009,2015,6,151,68.64,142.25,361.32,19.1,41.8,"intermediate","wet","3"
"90-2008-0-041","ey",2008,2015,7,NA,NA,156.375,397.19,18.3,41.8,"dry","wet","3"
"90-2014-0-469","ey",2014,2015,1,99,45,47.625,120.97,21.1,41.8,"intermediate","wet","3"
"90-2012-0-322","ey",2012,2015,3,154,70,134.75,342.26,19.1,41.8,"intermediate","wet","3"
"90-2013-0-275","ey",2013,2015,2,131,59.55,83.125,211.14,27.6,41.8,"intermediate","wet","3"
"90-2011-0-362","ey",2011,2015,4,203,92.27,113.375,287.97,15.3,41.8,"dry","wet","3"
"90-2008-0-056","ey",2008,2015,7,195,88.64,125.875,319.72,18.3,41.8,"dry","wet","3"
"90-2012-0-324","ey",2012,2015,3,168,76.36,106.125,269.56,19.1,41.8,"intermediate","wet","3"
"90-2014-0-456","ey",2014,2015,1,106,48.18,48.5,123.19,21.1,41.8,"intermediate","wet","3"
"90-2010-0-102","ey",2010,2015,5,176,80,146.375,371.79,34.6,41.8,"wet","wet","1"
"90-2009-0-066","ey",2009,2015,6,227,103.18,182.75,464.18,19.1,41.8,"intermediate","wet","3"
"90-2010-0-111","ey",2010,2015,5,215,97.73,170.5,433.07,34.6,41.8,"wet","wet","1"
"90-2011-0-370","ey",2011,2015,4,196,89.09,121.625,308.93,15.3,41.8,"dry","wet","3"
"90-2008-0-058","ey",2008,2015,7,199,90.45,134.5,341.63,18.3,41.8,"dry","wet","3"
"90-2009-0-053","ey",2009,2015,6,197,89.55,149,378.46,19.1,41.8,"intermediate","wet","3"
"90-2013-0-283","ey",2013,2015,2,169,76.82,95,241.3,27.6,41.8,"intermediate","wet","3"
"90-2008-0-042","ey",2008,2015,7,226,102.73,158.875,403.54,18.3,41.8,"dry","wet","3"
"90-2011-0-355","ey",2011,2015,4,191,86.82,122.75,311.79,15.3,41.8,"dry","wet","3"
"90-2011-0-359","ey",2011,2015,4,176,80,153,388.62,15.3,41.8,"dry","wet","3"
"90-2008-0-052","ey",2008,2015,7,192,87.27,170,431.8,18.3,41.8,"dry","wet","3"
"90-2010-0-109","ey",2010,2015,5,193,87.73,149,378.46,34.6,41.8,"wet","wet","1"
"90-2013-0-290","ey",2013,2015,2,144,65.45,104,264.16,27.6,41.8,"intermediate","wet","3"
"90-2007-0-045","ey",2007,2015,8,NA,NA,103,261.62,48.65,41.8,"wet","wet","1"
"90-2013-0-292","ey",2013,2015,2,126,57.27,95.75,243.21,27.6,41.8,"intermediate","wet","3"
"90-2013-0-279","ey",2013,2015,2,136,61.82,81.625,207.33,27.6,41.8,"intermediate","wet","3"
"90-2013-0-286","ey",2013,2015,2,144,65.45,84.125,213.68,27.6,41.8,"intermediate","wet","3"
"90-2014-0-473","ey",2014,2015,1,98,44.55,16.5,41.91,21.1,41.8,"intermediate","wet","3"
"90-2013-0-276","ey",2013,2015,2,169,76.82,118.25,300.36,27.6,41.8,"intermediate","wet","3"
"90-2013-0-273","ey",2013,2015,2,160,72.73,114.5,290.83,27.6,41.8,"intermediate","wet","3"
"90-2011-0-357","ey",2011,2015,4,129,58.64,82,208.28,15.3,41.8,"dry","wet","3"
"90-2008-0-039","ey",2008,2015,7,226,102.73,126.875,322.26,18.3,41.8,"dry","wet","3"
"90-2012-0-327","ey",2012,2015,3,184,83.64,125.375,318.45,19.1,41.8,"intermediate","wet","3"
"90-2009-0-057","ey",2009,2015,6,208,94.55,141,358.14,19.1,41.8,"intermediate","wet","3"
"90-2011-0-351","ey",2011,2015,4,185,84.09,129.875,329.88,15.3,41.8,"dry","wet","3"
"90-2013-0-278","ey",2013,2015,2,150,68.18,59.25,150.5,27.6,41.8,"intermediate","wet","3"
"90-2013-0-288","ey",2013,2015,2,142,64.55,99,251.46,27.6,41.8,"intermediate","wet","3"
"90-2009-0-068","ey",2009,2015,6,200,90.91,151.875,385.76,19.1,41.8,"intermediate","wet","3"
"90-2013-0-289","ey",2013,2015,2,153,69.55,69.25,175.9,27.6,41.8,"intermediate","wet","3"
"90-2012-0-346","ey",2012,2015,3,184,83.64,158.375,402.27,19.1,41.8,"intermediate","wet","3"
"90-2009-0-069","ey",2009,2015,6,182,82.73,181.375,460.69,19.1,41.8,"intermediate","wet","3"
"90-2009-0-063","ey",2009,2015,6,212,96.36,143.5,364.49,19.1,41.8,"intermediate","wet","3"
"90-2014-0-468","ey",2014,2015,1,103,46.82,45,114.3,21.1,41.8,"intermediate","wet","3"
"90-2012-0-325","ey",2012,2015,3,178,80.91,125,317.5,19.1,41.8,"intermediate","wet","3"
"90-2007-0-036","ey",2007,2015,8,230,104.55,183.125,465.14,48.65,41.8,"wet","wet","1"
"90-2014-0-464","ey",2014,2015,1,121,55,47.875,121.6,21.1,41.8,"intermediate","wet","3"
"90-2009-0-060","ey",2009,2015,6,211,95.91,196.625,499.43,19.1,41.8,"intermediate","wet","3"
"90-2012-0-347","ey",2012,2015,3,172,78.18,116.375,295.59,19.1,41.8,"intermediate","wet","3"
"90-2012-0-326","ey",2012,2015,3,158,71.82,121.375,308.29,19.1,41.8,"intermediate","wet","3"
"90-2011-0-360","ey",2011,2015,4,175,79.55,154,391.16,15.3,41.8,"dry","wet","3"
"90-2014-0-466","ey",2014,2015,1,105,47.73,40.5,102.87,21.1,41.8,"intermediate","wet","3"
"90-2012-0-350","ey",2012,2015,3,178,80.91,114.625,291.15,19.1,41.8,"intermediate","wet","3"
"90-2013-0-287","ey",2013,2015,2,131,59.55,120,304.8,27.6,41.8,"intermediate","wet","3"
"90-2010-0-110","ey",2010,2015,5,227,103.18,205.625,522.29,34.6,41.8,"wet","wet","1"
"90-2014-0-465","ey",2014,2015,1,109,49.55,62.5,158.75,21.1,41.8,"intermediate","wet","3"
"90-2013-0-277","ey",2013,2015,2,153,69.55,102.25,259.72,27.6,41.8,"intermediate","wet","3"
"90-2013-0-285","ey",2013,2015,2,156,70.91,89.625,227.65,27.6,41.8,"intermediate","wet","3"
"90-2014-0-470","ey",2014,2015,1,96,43.64,28.75,73.03,21.1,41.8,"intermediate","wet","3"
"90-2008-0-033","ey",2008,2015,7,190,86.36,173.875,441.64,18.3,41.8,"dry","wet","3"
"90-2014-0-457","ey",2014,2015,1,120,54.55,30.125,76.52,21.1,41.8,"intermediate","wet","3"
"90-2011-0-360","ey",2011,2016,5,181,82.27,171.125,434.66,15.3,33.1,"dry","wet","3"
"90-2009-0-052","ey",2009,2016,7,216,98.18,141.75,360.04,19.1,33.1,"intermediate","wet","3"
"90-2014-0-464","ey",2014,2016,2,159,72.27,124.375,315.91,21.1,33.1,"intermediate","wet","3"
"90-2009-0-058","ey",2009,2016,7,219,99.55,153.625,390.21,19.1,33.1,"intermediate","wet","3"
"90-2010-0-113","ey",2010,2016,6,226,102.73,215.875,548.32,34.6,33.1,"wet","wet","1"
"90-2013-0-280","ey",2013,2016,3,183,83.18,126.75,321.94,27.6,33.1,"intermediate","wet","3"
"90-2013-0-276","ey",2013,2016,3,181,82.27,148.875,378.14,27.6,33.1,"intermediate","wet","3"
"90-2014-0-465","ey",2014,2016,2,148,67.27,105.5,267.97,21.1,33.1,"intermediate","wet","3"
"90-2015-0-564","ey",2015,2016,1,146,66.36,47.875,121.6,41.8,33.1,"wet","wet","1"
"90-2012-0-324","ey",2012,2016,4,170,77.27,112.5,285.75,19.1,33.1,"intermediate","wet","3"
"90-2008-0-042","ey",2008,2016,8,201,91.36,154.25,391.8,18.3,33.1,"dry","wet","3"
"90-2011-0-363","ey",2011,2016,5,207,94.09,124.5,316.23,15.3,33.1,"dry","wet","3"
"90-2010-0-112","ey",2010,2016,6,193,87.73,143.25,363.86,34.6,33.1,"wet","wet","1"
"90-2014-0-466","ey",2014,2016,2,119,54.09,98,248.92,21.1,33.1,"intermediate","wet","3"
"90-2015-0-578","ey",2015,2016,1,99,45,74.625,189.55,41.8,33.1,"wet","wet","1"
"90-2014-0-473","ey",2014,2016,2,118,53.64,55.5,140.97,21.1,33.1,"intermediate","wet","3"
"90-2010-0-114","ey",2010,2016,6,210,95.45,165,419.1,34.6,33.1,"wet","wet","1"
"90-2009-0-067","ey",2009,2016,7,214,97.27,145.125,368.62,19.1,33.1,"intermediate","wet","3"
"90-2007-0-040","ey",2007,2016,9,225,102.27,136.75,347.35,48.65,33.1,"wet","wet","1"
"90-2011-0-359","ey",2011,2016,5,180,81.82,160,406.4,15.3,33.1,"dry","wet","3"
"90-2011-0-354","ey",2011,2016,5,190,86.36,145.25,368.94,15.3,33.1,"dry","wet","3"
"90-2008-0-055","ey",2008,2016,8,202,91.82,139.125,353.38,18.3,33.1,"dry","wet","3"
"90-2008-0-054","ey",2008,2016,8,NA,NA,134.875,342.58,18.3,33.1,"dry","wet","3"
"90-2013-0-274","ey",2013,2016,3,167,75.91,123.125,312.74,27.6,33.1,"intermediate","wet","3"
"90-2015-0-569","ey",2015,2016,1,98,44.55,49.125,124.78,41.8,33.1,"wet","wet","1"
"90-2010-0-109","ey",2010,2016,6,232,105.45,142.25,361.32,34.6,33.1,"wet","wet","1"
"90-2008-0-037","ey",2008,2016,8,216,98.18,152.5,387.35,18.3,33.1,"dry","wet","3"
"90-2010-0-111","ey",2010,2016,6,197,89.55,172.5,438.15,34.6,33.1,"wet","wet","1"
"90-2008-0-034","ey",2008,2016,8,208,94.55,154.625,392.75,18.3,33.1,"dry","wet","3"
"90-2012-0-347","ey",2012,2016,4,188,85.45,132.125,335.6,19.1,33.1,"intermediate","wet","3"
"90-2015-0-568","ey",2015,2016,1,107,48.64,29.125,73.98,41.8,33.1,"wet","wet","1"
"90-2007-0-036","ey",2007,2016,9,219,99.55,166.875,423.86,48.65,33.1,"wet","wet","1"
"90-2009-0-068","ey",2009,2016,7,178,80.91,161.5,410.21,19.1,33.1,"intermediate","wet","3"
"90-2007-0-049","ey",2007,2016,9,206,93.64,NA,NA,48.65,33.1,"wet","wet","1"
"90-2011-0-368","ey",2011,2016,5,186,84.55,170,431.8,15.3,33.1,"dry","wet","3"
"90-2011-0-352","ey",2011,2016,5,160,72.73,130.25,330.84,15.3,33.1,"dry","wet","3"
"90-2008-0-052","ey",2008,2016,8,190,86.36,162,411.48,18.3,33.1,"dry","wet","3"
"90-2013-0-277","ey",2013,2016,3,172,78.18,126.375,320.99,27.6,33.1,"intermediate","wet","3"
"90-2015-0-570","ey",2015,2016,1,100,45.45,42.625,108.27,41.8,33.1,"wet","wet","1"
"90-2012-0-348","ey",2012,2016,4,172,78.18,140.375,356.55,19.1,33.1,"intermediate","wet","3"
"90-2009-0-069","ey",2009,2016,7,186,84.55,189.375,481.01,19.1,33.1,"intermediate","wet","3"
"90-2012-0-329","ey",2012,2016,4,199,90.45,153.375,389.57,19.1,33.1,"intermediate","wet","3"
"90-2014-0-475","ey",2014,2016,2,127,57.73,107,271.78,21.1,33.1,"intermediate","wet","3"
"90-2008-0-040","ey",2008,2016,8,222,100.91,143.75,365.12,18.3,33.1,"dry","wet","3"
"90-2013-0-286","ey",2013,2016,3,164,74.55,106.875,271.46,27.6,33.1,"intermediate","wet","3"
"90-2015-0-562","ey",2015,2016,1,107,48.64,49,124.46,41.8,33.1,"wet","wet","1"
"90-2013-0-285","ey",2013,2016,3,174,79.09,119.5,303.53,27.6,33.1,"intermediate","wet","3"
"90-2012-0-322","ey",2012,2016,4,225,102.27,149.375,379.41,19.1,33.1,"intermediate","wet","3"
"90-2012-0-319","ey",2012,2016,4,180,81.82,169.25,429.9,19.1,33.1,"intermediate","wet","3"
"90-2015-0-579","ey",2015,2016,1,110,50,46,116.84,41.8,33.1,"wet","wet","1"
"90-2011-0-367","ey",2011,2016,5,193,87.73,126,320.04,15.3,33.1,"dry","wet","3"
"90-2014-0-472","ey",2014,2016,2,128,58.18,100.375,254.95,21.1,33.1,"intermediate","wet","3"
"90-2015-0-566","ey",2015,2016,1,113,51.36,54.375,138.11,41.8,33.1,"wet","wet","1"
"90-2012-0-349","ey",2012,2016,4,166,75.45,150.25,381.64,19.1,33.1,"intermediate","wet","3"
"90-2014-0-468","ey",2014,2016,2,130,59.09,84.375,214.31,21.1,33.1,"intermediate","wet","3"
"90-2011-0-370","ey",2011,2016,5,200,90.91,127.875,324.8,15.3,33.1,"dry","wet","3"
"90-2015-0-576","ey",2015,2016,1,115,52.27,47.25,120.02,41.8,33.1,"wet","wet","1"
"90-2010-0-102","ey",2010,2016,6,183,83.18,140.75,357.5,34.6,33.1,"wet","wet","1"
"90-2011-0-351","ey",2011,2016,5,197,89.55,129.125,327.98,15.3,33.1,"dry","wet","3"
"90-2009-0-053","ey",2009,2016,7,192,87.27,154.375,392.11,19.1,33.1,"intermediate","wet","3"
"90-2009-0-063","ey",2009,2016,7,212,96.36,144.5,367.03,19.1,33.1,"intermediate","wet","3"
"90-2009-0-060","ey",2009,2016,7,216,98.18,188.25,478.16,19.1,33.1,"intermediate","wet","3"
"90-2007-0-048","ey",2007,2016,9,223,101.36,132.25,335.92,48.65,33.1,"wet","wet","1"
"90-2014-0-459","ey",2014,2016,2,140,63.64,54,137.16,21.1,33.1,"intermediate","wet","3"
"90-2013-0-279","ey",2013,2016,3,156,70.91,113.25,287.66,27.6,33.1,"intermediate","wet","3"
"90-2010-0-107","ey",2010,2016,6,221,100.45,156.625,397.83,34.6,33.1,"wet","wet","1"
"90-2015-0-574","ey",2015,2016,1,103,46.82,41.75,106.04,41.8,33.1,"wet","wet","1"
"90-2007-0-039","ey",2007,2016,9,193,87.73,133.125,338.14,48.65,33.1,"wet","wet","1"
"90-2007-0-019","ey",2007,2016,9,161,73.18,138.375,351.47,48.65,33.1,"wet","wet","1"
"90-2012-0-325","ey",2012,2016,4,196,89.09,135.5,344.17,19.1,33.1,"intermediate","wet","3"
"90-2013-0-273","ey",2013,2016,3,193,87.73,142.75,362.58,27.6,33.1,"intermediate","wet","3"
"90-2009-0-070","ey",2009,2016,7,243,110.45,141.5,359.41,19.1,33.1,"intermediate","wet","3"
"90-2013-0-292","ey",2013,2016,3,164,74.55,111.5,283.21,27.6,33.1,"intermediate","wet","3"
"90-2011-0-355","ey",2011,2016,5,197,89.55,131.5,334.01,15.3,33.1,"dry","wet","3"
"90-2011-0-357","ey",2011,2016,5,128,58.18,84,213.36,15.3,33.1,"dry","wet","3"
"90-2013-0-275","ey",2013,2016,3,156,70.91,105.125,267.02,27.6,33.1,"intermediate","wet","3"
"90-2014-0-457","ey",2014,2016,2,145,65.91,106.875,271.46,21.1,33.1,"intermediate","wet","3"
"90-2008-0-039","ey",2008,2016,8,219,99.55,142.25,361.32,18.3,33.1,"dry","wet","3"
"90-2013-0-291","ey",2013,2016,3,137,62.27,102.5,260.35,27.6,33.1,"intermediate","wet","3"
"90-2008-0-033","ey",2008,2016,8,184,83.64,170,431.8,18.3,33.1,"dry","wet","3"
"90-2010-0-108","ey",2010,2016,6,216,98.18,203.25,516.26,34.6,33.1,"wet","wet","1"
"90-2014-0-469","ey",2014,2016,2,123,55.91,79.5,201.93,21.1,33.1,"intermediate","wet","3"
"90-2015-0-581","ey",2015,2016,1,92,41.82,38.625,98.11,41.8,33.1,"wet","wet","1"
"90-2009-0-066","ey",2009,2016,7,227,103.18,177.875,451.8,19.1,33.1,"intermediate","wet","3"
"90-2015-0-559","ey",2015,2016,1,124,56.36,39.125,99.38,41.8,33.1,"wet","wet","1"
"90-2011-0-356","ey",2011,2016,5,204,92.73,161.125,409.26,15.3,33.1,"dry","wet","3"
"90-2013-0-278","ey",2013,2016,3,175,79.55,112,284.48,27.6,33.1,"intermediate","wet","3"
"90-2010-0-106","ey",2010,2016,6,171,77.73,149.25,379.1,34.6,33.1,"wet","wet","1"
"90-2013-0-290","ey",2013,2016,3,151,68.64,82.625,209.87,27.6,33.1,"intermediate","wet","3"
"90-2012-0-326","ey",2012,2016,4,176,80,136.25,346.08,19.1,33.1,"intermediate","wet","3"
"90-2010-0-115","ey",2010,2016,6,183,83.18,123.625,314.01,34.6,33.1,"wet","wet","1"
"90-2009-0-054","ey",2009,2016,7,172,78.18,146.75,372.74,19.1,33.1,"intermediate","wet","3"
"90-2014-0-458","ey",2014,2016,2,143,65,97.125,246.7,21.1,33.1,"intermediate","wet","3"
"90-2009-0-056","ey",2009,2016,7,193,87.73,163.375,414.97,19.1,33.1,"intermediate","wet","3"
"90-2013-0-284","ey",2013,2016,3,155,70.45,123.875,314.64,27.6,33.1,"intermediate","wet","3"
"90-2009-0-059","ey",2009,2016,7,186,84.55,144.75,367.66,19.1,33.1,"intermediate","wet","3"
"90-2012-0-001","ey",2012,2016,4,135,61.36,89.75,227.96,19.1,33.1,"intermediate","wet","3"
"90-2014-0-460","ey",2014,2016,2,143,65,110.75,281.3,21.1,33.1,"intermediate","wet","3"
"90-2009-0-062","ey",2009,2016,7,240,109.09,209.375,531.81,19.1,33.1,"intermediate","wet","3"
"90-2014-0-463","ey",2014,2016,2,139,63.18,80.5,204.47,21.1,33.1,"intermediate","wet","3"
"90-2015-0-572","ey",2015,2016,1,109,49.55,40.375,102.55,41.8,33.1,"wet","wet","1"
"90-2008-0-056","ey",2008,2016,8,186,84.55,123.375,313.37,18.3,33.1,"dry","wet","3"
"90-2014-0-467","ey",2014,2016,2,139,63.18,95.625,242.89,21.1,33.1,"intermediate","wet","3"
"90-2014-0-470","ey",2014,2016,2,112,50.91,63.875,162.24,21.1,33.1,"intermediate","wet","3"
"90-2012-0-350","ey",2012,2016,4,196,89.09,132.25,335.92,19.1,33.1,"intermediate","wet","3"
"90-2013-0-283","ey",2013,2016,3,186,84.55,131.875,334.96,27.6,33.1,"intermediate","wet","3"
"90-2013-0-289","ey",2013,2016,3,152,69.09,99.5,252.73,27.6,33.1,"intermediate","wet","3"
"90-2015-0-563","ey",2015,2016,1,116,52.73,59.5,151.13,41.8,33.1,"wet","wet","1"
"90-2014-0-456","ey",2014,2016,2,141,64.09,99.125,251.78,21.1,33.1,"intermediate","wet","3"
"90-2012-0-327","ey",2012,2016,4,173,78.64,140,355.6,19.1,33.1,"intermediate","wet","3"
"90-2010-0-101","ey",2010,2016,6,190,86.36,150.125,381.32,34.6,33.1,"wet","wet","1"
"90-2011-0-362","ey",2011,2016,5,214,97.27,119.625,303.85,15.3,33.1,"dry","wet","3"
"90-2010-0-110","ey",2010,2016,6,226,102.73,207.875,528,34.6,33.1,"wet","wet","1"
"90-2012-0-329","ey",2012,2017,5,208,94.55,140.625,357.19,19.1,23.5,"intermediate","intermediate","1"
"90-2014-0-473","ey",2014,2017,3,91,41.36,92.75,235.58,21.1,23.5,"intermediate","intermediate","1"
"90-2016-0-664","ey",2016,2017,1,96,43.64,44.125,112.08,33.1,23.5,"wet","intermediate","2"
"90-2011-0-351","ey",2011,2017,6,197,89.55,135.25,343.54,15.3,23.5,"dry","intermediate","3"
"90-2007-0-039","ey",2007,2017,10,188,85.45,130.125,330.52,48.65,23.5,"wet","intermediate","2"
"90-2011-0-363","ey",2011,2017,6,203,92.27,127.125,322.9,15.3,23.5,"dry","intermediate","3"
"90-2008-0-037","ey",2008,2017,9,207,94.09,155.75,395.6,18.3,23.5,"dry","intermediate","3"
"90-2012-0-350","ey",2012,2017,5,192,87.27,141.375,359.09,19.1,23.5,"intermediate","intermediate","1"
"90-2012-0-349","ey",2012,2017,5,174,79.09,146.5,372.11,19.1,23.5,"intermediate","intermediate","1"
"90-2013-0-274","ey",2013,2017,4,150,68.18,132.75,337.18,27.6,23.5,"intermediate","intermediate","1"
"90-2015-0-576","ey",2015,2017,2,143,65,102.875,261.3,41.8,23.5,"wet","intermediate","2"
"90-2014-0-459","ey",2014,2017,3,165,75,82.625,209.87,21.1,23.5,"intermediate","intermediate","1"
"90-2010-0-109","ey",2010,2017,7,191,86.82,139.25,353.7,34.6,23.5,"wet","intermediate","2"
"90-2015-0-578","ey",2015,2017,2,123,55.91,114.125,289.88,41.8,23.5,"wet","intermediate","2"
"90-2010-0-110","ey",2010,2017,7,202,91.82,208.125,528.64,34.6,23.5,"wet","intermediate","2"
"90-2015-0-577","ey",2015,2017,2,136,61.82,86.875,220.66,41.8,23.5,"wet","intermediate","2"
"90-2014-0-467","ey",2014,2017,3,150,68.18,128.75,327.02,21.1,23.5,"intermediate","intermediate","1"
"90-2011-0-370","ey",2011,2017,6,195,88.64,122.75,311.79,15.3,23.5,"dry","intermediate","3"
"90-2011-0-356","ey",2011,2017,6,191,86.82,160,406.4,15.3,23.5,"dry","intermediate","3"
"90-2009-0-070","ey",2009,2017,8,190,86.36,132.875,337.5,19.1,23.5,"intermediate","intermediate","1"
"90-2011-0-362","ey",2011,2017,6,213,96.82,119.75,304.16,15.3,23.5,"dry","intermediate","3"
"90-2014-0-472","ey",2014,2017,3,149,67.73,118.375,300.67,21.1,23.5,"intermediate","intermediate","1"
"90-2010-0-114","ey",2010,2017,7,199,90.45,159,403.86,34.6,23.5,"wet","intermediate","2"
"90-2012-0-347","ey",2012,2017,5,191,86.82,150.5,382.27,19.1,23.5,"intermediate","intermediate","1"
"90-2010-0-102","ey",2010,2017,7,143,65,139.125,353.38,34.6,23.5,"wet","intermediate","2"
"90-2015-0-570","ey",2015,2017,2,124,56.36,73.375,186.37,41.8,23.5,"wet","intermediate","2"
"90-2011-0-367","ey",2011,2017,6,200,90.91,128.125,325.44,15.3,23.5,"dry","intermediate","3"
"90-2009-0-069","ey",2009,2017,8,167,75.91,196,497.84,19.1,23.5,"intermediate","intermediate","1"
"90-2012-0-325","ey",2012,2017,5,197,89.55,138.375,351.47,19.1,23.5,"intermediate","intermediate","1"
"90-2013-0-279","ey",2013,2017,4,165,75,130.5,331.47,27.6,23.5,"intermediate","intermediate","1"
"90-2013-0-273","ey",2013,2017,4,209,95,152.25,386.72,27.6,23.5,"intermediate","intermediate","1"
"90-2015-0-579","ey",2015,2017,2,146,66.36,106.875,271.46,41.8,23.5,"wet","intermediate","2"
"90-2011-0-352","ey",2011,2017,6,149,67.73,139.5,354.33,15.3,23.5,"dry","intermediate","3"
"90-2010-0-107","ey",2010,2017,7,180,81.82,159.875,406.08,34.6,23.5,"wet","intermediate","2"
"90-2015-0-574","ey",2015,2017,2,124,56.36,83.75,212.72,41.8,23.5,"wet","intermediate","2"
