"animal_id","birthsite","year_birth","year_cap","age","weight.lb","weight.kg","antler.in","antler.cm","annual.by","annual.cy","by.rain.bin","cy.rain.bin","match"
"270-2016-1-608","dmp",2016,2018,2,137,62.27,92.75,235.58,20.2,29.1,"intermediate","wet","3"
"270-2009-1-024","dmp",2009,2018,9,169,76.82,157.25,399.42,20.4,29.1,"intermediate","wet","3"
"270-2010-1-006","dmp",2010,2018,8,179,81.36,195.25,495.94,31.8,29.1,"wet","wet","1"
"270-2015-1-508","dmp",2015,2018,3,147,66.82,116.75,296.54,29.1,29.1,"intermediate","wet","3"
"270-2016-1-622","dmp",2016,2018,2,133,60.45,120.5,306.07,20.2,29.1,"intermediate","wet","3"
"270-2014-1-407","dmp",2014,2018,4,175,79.55,147,373.38,22.1,29.1,"intermediate","wet","3"
"270-2014-1-434","dmp",2014,2018,4,115,52.27,126.75,321.94,22.1,29.1,"intermediate","wet","3"
"270-2011-1-213","dmp",2011,2018,7,189,85.91,185.75,471.8,14.1,29.1,"dry","wet","3"
"270-2012-1-277","dmp",2012,2018,6,203,92.27,157.25,399.42,15.8,29.1,"dry","wet","3"
"270-2011-1-242","dmp",2011,2018,7,206,93.64,159.25,404.5,14.1,29.1,"dry","wet","3"
"270-2010-1-010","dmp",2010,2018,8,184,83.64,206.75,525.14,31.8,29.1,"wet","wet","1"
"270-2011-1-269","dmp",2011,2018,7,173,78.64,151.25,384.18,14.1,29.1,"dry","wet","3"
"270-2014-1-414","dmp",2014,2018,4,170,77.27,126.5,321.31,22.1,29.1,"intermediate","wet","3"
"270-2011-1-261","dmp",2011,2018,7,179,81.36,167.75,426.08,14.1,29.1,"dry","wet","3"
"270-2010-1-087","dmp",2010,2018,8,211,95.91,190.25,483.24,31.8,29.1,"wet","wet","1"
"270-2012-1-230","dmp",2012,2018,6,176,80,180.5,458.47,15.8,29.1,"dry","wet","3"
"270-2013-1-239","dmp",2013,2018,5,156,70.91,170,431.8,34.5,29.1,"wet","wet","1"
"270-2016-1-606","dmp",2016,2018,2,124,56.36,74.5,189.23,20.2,29.1,"intermediate","wet","3"
"270-2016-1-634","dmp",2016,2018,2,110,50,111.375,282.89,20.2,29.1,"intermediate","wet","3"
"270-2015-1-522","dmp",2015,2018,3,164,74.55,118.875,301.94,29.1,29.1,"intermediate","wet","3"
"270-2010-1-013","dmp",2010,2018,8,187,85,191.125,485.46,31.8,29.1,"wet","wet","1"
"270-2012-1-248","dmp",2012,2018,6,171,77.73,147.625,374.97,15.8,29.1,"dry","wet","3"
"270-2013-1-231","dmp",2013,2018,5,162,73.64,188.5,478.79,34.5,29.1,"wet","wet","1"
"270-2012-1-266","dmp",2012,2018,6,225,102.27,145,368.3,15.8,29.1,"dry","wet","3"
"270-2016-1-615","dmp",2016,2018,2,130,59.09,93.25,236.85,20.2,29.1,"intermediate","wet","3"
"270-2010-1-025","dmp",2010,2018,8,182,82.73,179.375,455.61,31.8,29.1,"wet","wet","1"
"270-2015-1-510","dmp",2015,2018,3,162,73.64,113.625,288.61,29.1,29.1,"intermediate","wet","3"
"270-2014-1-411","dmp",2014,2018,4,159,72.27,136.25,346.08,22.1,29.1,"intermediate","wet","3"
"270-2012-1-262","dmp",2012,2018,6,182,82.73,156.25,396.88,15.8,29.1,"dry","wet","3"
"270-2016-1-603","dmp",2016,2018,2,138,62.73,90.25,229.24,20.2,29.1,"intermediate","wet","3"
"270-2010-1-027","dmp",2010,2018,8,225,102.27,193.25,490.86,31.8,29.1,"wet","wet","1"
"270-2010-1-007","dmp",2010,2018,8,177,80.45,128.25,325.76,31.8,29.1,"wet","wet","1"
"270-2016-1-613","dmp",2016,2018,2,126,57.27,127.875,324.8,20.2,29.1,"intermediate","wet","3"
"270-2008-1-017","dmp",2008,2018,10,174,79.09,178.875,454.34,20.3,29.1,"intermediate","wet","3"
"270-2012-1-263","dmp",2012,2018,6,168,76.36,147.5,374.65,15.8,29.1,"dry","wet","3"
"270-2015-1-518","dmp",2015,2018,3,152,69.09,105,266.7,29.1,29.1,"intermediate","wet","3"
"270-2016-1-632","dmp",2016,2018,2,121,55,92.5,234.95,20.2,29.1,"intermediate","wet","3"
"270-2010-1-086","dmp",2010,2018,8,212,96.36,165,419.1,31.8,29.1,"wet","wet","1"
"270-2015-1-516","dmp",2015,2018,3,136,61.82,91.125,231.46,29.1,29.1,"intermediate","wet","3"
"270-2016-1-642","dmp",2016,2018,2,122,55.45,105.625,268.29,20.2,29.1,"intermediate","wet","3"
"270-2017-1-719","dmp",2017,2018,1,96,43.64,71.375,181.29,24.61,29.1,"intermediate","wet","3"
"270-2013-1-204","dmp",2013,2018,5,168,76.36,168.125,427.04,34.5,29.1,"wet","wet","1"
"270-2013-1-216","dmp",2013,2018,5,207,94.09,144.5,367.03,34.5,29.1,"wet","wet","1"
"270-2008-1-018","dmp",2008,2018,10,147,66.82,145.625,369.89,20.3,29.1,"intermediate","wet","3"
"270-2011-1-333","dmp",2011,2018,7,204,92.73,135.5,344.17,14.1,29.1,"dry","wet","3"
"270-2012-1-233","dmp",2012,2018,6,182,82.73,125.25,318.14,15.8,29.1,"dry","wet","3"
"270-2014-1-438","dmp",2014,2018,4,180,81.82,139.125,353.38,22.1,29.1,"intermediate","wet","3"
"270-2017-1-717","dmp",2017,2018,1,97,44.09,56,142.24,24.61,29.1,"intermediate","wet","3"
"270-2010-1-038","dmp",2010,2018,8,171,77.73,117.375,298.13,31.8,29.1,"wet","wet","1"
"270-2010-1-019","dmp",2010,2018,8,180,81.82,144,365.76,31.8,29.1,"wet","wet","1"
"270-2011-1-225","dmp",2011,2018,7,167,75.91,139.75,354.97,14.1,29.1,"dry","wet","3"
"270-2014-1-422","dmp",2014,2018,4,155,70.45,111.625,283.53,22.1,29.1,"intermediate","wet","3"
"270-2011-1-260","dmp",2011,2019,8,210,95.45,138.5,351.79,14.1,12,"dry","dry","1"
"270-2014-1-438","dmp",2014,2019,5,200,90.91,157.625,400.37,22.1,12,"intermediate","dry","2"
"270-2010-1-023","dmp",2010,2019,9,179,81.36,162.25,412.12,31.8,12,"wet","dry","2"
"270-2018-1-832","dmp",2018,2019,1,106,48.18,56.75,144.15,29.1,12,"intermediate","dry","2"
"270-2011-1-248","dmp",2011,2019,8,168,76.36,129.5,328.93,14.1,12,"dry","dry","1"
"270-2012-1-248","dmp",2012,2019,7,197,89.55,146,370.84,15.8,12,"dry","dry","1"
"270-2015-1-516","dmp",2015,2019,4,163,74.09,121.5,308.61,29.1,12,"intermediate","dry","2"
"270-2010-1-021","dmp",2010,2019,9,204,92.73,166.25,422.28,31.8,12,"wet","dry","2"
"270-2016-1-608","dmp",2016,2019,3,151,68.64,120.875,307.02,20.2,12,"intermediate","dry","2"
"270-2014-1-411","dmp",2014,2019,5,182,82.73,152.375,387.03,22.1,12,"intermediate","dry","2"
"270-2017-1-711","dmp",2017,2019,2,120,54.55,86.75,220.34,24.61,12,"intermediate","dry","2"
"270-2015-1-510","dmp",2015,2019,4,NA,NA,134.125,340.68,29.1,12,"intermediate","dry","2"
"270-2011-1-213","dmp",2011,2019,8,194,88.18,186.125,472.76,14.1,12,"dry","dry","1"
"270-2018-1-815","dmp",2018,2019,1,116,52.73,47.875,121.6,29.1,12,"intermediate","dry","2"
"270-2018-1-822","dmp",2018,2019,1,108,49.09,47.25,120.02,29.1,12,"intermediate","dry","2"
"270-2014-1-403","dmp",2014,2019,5,165,75,159.125,404.18,22.1,12,"intermediate","dry","2"
"270-2012-1-229","dmp",2012,2019,7,220,100,182.625,463.87,15.8,12,"dry","dry","1"
"270-2014-1-422","dmp",2014,2019,5,176,80,120.375,305.75,22.1,12,"intermediate","dry","2"
"270-2013-1-210","dmp",2013,2019,6,171,77.73,152.125,386.4,34.5,12,"wet","dry","2"
"270-2013-1-239","dmp",2013,2019,6,158,71.82,163.375,414.97,34.5,12,"wet","dry","2"
"270-2014-1-414","dmp",2014,2019,5,166,75.45,142.125,361,22.1,12,"intermediate","dry","2"
"270-2016-1-606","dmp",2016,2019,3,149,67.73,123.25,313.06,20.2,12,"intermediate","dry","2"
"270-2010-1-009","dmp",2010,2019,9,190,86.36,178.375,453.07,31.8,12,"wet","dry","2"
"270-2011-1-242","dmp",2011,2019,8,227,103.18,157.25,399.42,14.1,12,"dry","dry","1"
"270-2013-1-252","dmp",2013,2019,6,NA,NA,187.75,476.88,34.5,12,"wet","dry","2"
"270-2010-1-019","dmp",2010,2019,9,188,85.45,146.75,372.74,31.8,12,"wet","dry","2"
"270-2010-1-001","dmp",2010,2019,9,196,89.09,170.125,432.12,31.8,12,"wet","dry","2"
"270-2018-1-818","dmp",2018,2019,1,94,42.73,39.75,100.97,29.1,12,"intermediate","dry","2"
"270-2009-1-009","dmp",2009,2019,10,190,86.36,154,391.16,20.4,12,"intermediate","dry","2"
"270-2012-1-233","dmp",2012,2019,7,179,81.36,126.25,320.68,15.8,12,"dry","dry","1"
"270-2010-1-028","dmp",2010,2019,9,182,82.73,137,347.98,31.8,12,"wet","dry","2"
"270-2016-1-603","dmp",2016,2019,3,174,79.09,114.5,290.83,20.2,12,"intermediate","dry","2"
"270-2010-1-010","dmp",2010,2019,9,183,83.18,177.75,451.48,31.8,12,"wet","dry","2"
"270-2012-1-230","dmp",2012,2019,7,196,89.09,182.875,464.5,15.8,12,"dry","dry","1"
"270-2011-1-246","dmp",2011,2019,8,169,76.82,150.875,383.22,14.1,12,"dry","dry","1"
"270-2016-1-642","dmp",2016,2019,3,142,64.55,144.625,367.35,20.2,12,"intermediate","dry","2"
"270-2017-1-719","dmp",2017,2019,2,138,62.73,127.75,324.48,24.61,12,"intermediate","dry","2"
"270-2011-1-261","dmp",2011,2019,8,185,84.09,127.375,323.53,14.1,12,"dry","dry","1"
"270-2012-1-278","dmp",2012,2019,7,186,84.55,161.25,409.58,15.8,12,"dry","dry","1"
"270-2010-1-005","dmp",2010,2019,9,183,83.18,142.875,362.9,31.8,12,"wet","dry","2"
"270-2011-1-333","dmp",2011,2019,8,202,91.82,110,279.4,14.1,12,"dry","dry","1"
"270-2010-1-013","dmp",2010,2019,9,NA,NA,204.5,519.43,31.8,12,"wet","dry","2"
"270-2010-1-038","dmp",2010,2019,9,177,80.45,110,279.4,31.8,12,"wet","dry","2"
"270-2010-1-025","dmp",2010,2019,9,192,87.27,173.875,441.64,31.8,12,"wet","dry","2"
"270-2017-1-703","dmp",2017,2019,2,102,46.36,64,162.56,24.61,12,"intermediate","dry","2"
"270-2016-1-643","dmp",2016,2019,3,159,72.27,166.25,422.28,20.2,12,"intermediate","dry","2"
"270-2009-1-024","dmp",2009,2019,10,190,86.36,156.375,397.19,20.4,12,"intermediate","dry","2"
"270-2017-1-717","dmp",2017,2019,2,144,65.45,116.875,296.86,24.61,12,"intermediate","dry","2"
"270-2015-1-524","dmp",2015,2019,4,178,80.91,128.25,325.76,29.1,12,"intermediate","dry","2"
"270-2011-1-225","dmp",2011,2019,8,178,80.91,138.5,351.79,14.1,12,"dry","dry","1"
"270-2016-1-607","dmp",2016,2019,3,160,72.73,135.375,343.85,20.2,12,"intermediate","dry","2"
"270-2011-1-269","dmp",2011,2019,8,187,85,166.375,422.59,14.1,12,"dry","dry","1"
"270-2016-1-619","dmp",2016,2019,3,160,72.73,117.5,298.45,20.2,12,"intermediate","dry","2"
"270-2011-1-215","dmp",2011,2019,8,197,89.55,120.625,306.39,14.1,12,"dry","dry","1"
"270-2012-1-237","dmp",2012,2019,7,184,83.64,163.125,414.34,15.8,12,"dry","dry","1"
"270-2015-1-522","dmp",2015,2019,4,197,89.55,139.5,354.33,29.1,12,"intermediate","dry","2"
"270-2015-1-508","dmp",2015,2019,4,166,75.45,147,373.38,29.1,12,"intermediate","dry","2"
"270-2008-1-017","dmp",2008,2019,11,182,82.73,198.125,503.24,20.3,12,"intermediate","dry","2"
"270-2010-1-087","dmp",2010,2019,9,232,105.45,198.625,504.51,31.8,12,"wet","dry","2"
"270-2014-1-407","dmp",2014,2019,5,189,85.91,166,421.64,22.1,12,"intermediate","dry","2"
"270-2014-1-410","dmp",2014,2019,5,165,75,128.5,326.39,22.1,12,"intermediate","dry","2"
"270-2012-1-266","dmp",2012,2019,7,220,100,150.5,382.27,15.8,12,"dry","dry","1"
"270-2018-1-805","dmp",2018,2019,1,92,41.82,56,142.24,29.1,12,"intermediate","dry","2"
"270-2017-1-707","dmp",2017,2019,2,138,62.73,96.125,244.16,24.61,12,"intermediate","dry","2"
"270-2016-1-615","dmp",2016,2019,3,160,72.73,125.75,319.41,20.2,12,"intermediate","dry","2"
"270-2016-1-622","dmp",2016,2019,3,146,66.36,141.125,358.46,20.2,12,"intermediate","dry","2"
"270-2013-1-204","dmp",2013,2019,6,198,90,184.625,468.95,34.5,12,"wet","dry","2"
"270-2015-1-518","dmp",2015,2019,4,156,70.91,122.25,310.52,29.1,12,"intermediate","dry","2"
"270-2018-1-802","dmp",2018,2019,1,103,46.82,45.875,116.52,29.1,12,"intermediate","dry","2"
"270-2012-1-233","dmp",2012,2020,8,158,71.82,137,347.98,15.8,23.1,"dry","intermediate","3"
"270-2009-1-024","dmp",2009,2020,11,174,79.09,155.25,394.34,20.4,23.1,"intermediate","intermediate","1"
"270-2012-1-263","dmp",2012,2020,8,220,100,149.5,379.73,15.8,23.1,"dry","intermediate","3"
"270-2017-1-711","dmp",2017,2020,3,134,60.91,117.375,298.13,24.61,23.1,"intermediate","intermediate","1"
"270-2014-1-410","dmp",2014,2020,6,155,70.45,133.25,338.46,22.1,23.1,"intermediate","intermediate","1"
"270-2016-1-632","dmp",2016,2020,4,170,77.27,143.375,364.17,20.2,23.1,"intermediate","intermediate","1"
"270-2013-1-231","dmp",2013,2020,7,195,88.64,205.75,522.6,34.5,23.1,"wet","intermediate","2"
"270-2018-1-805","dmp",2018,2020,2,119,54.09,NA,NA,29.1,23.1,"intermediate","intermediate","1"
"270-2011-1-213","dmp",2011,2020,9,178,80.91,188.125,477.84,14.1,23.1,"dry","intermediate","3"
"270-2016-1-615","dmp",2016,2020,4,176,80,141.875,360.36,20.2,23.1,"intermediate","intermediate","1"
"270-2010-1-023","dmp",2010,2020,10,174,79.09,155.375,394.65,31.8,23.1,"wet","intermediate","2"
"270-2018-1-818","dmp",2018,2020,2,119,54.09,86.875,220.66,29.1,23.1,"intermediate","intermediate","1"
"270-2012-1-236","dmp",2012,2020,8,192,87.27,148.125,376.24,15.8,23.1,"dry","intermediate","3"
"270-2017-1-717","dmp",2017,2020,3,186,84.55,135.75,344.8,24.61,23.1,"intermediate","intermediate","1"
"270-2015-1-522","dmp",2015,2020,5,205,93.18,138,350.52,29.1,23.1,"intermediate","intermediate","1"
"270-2014-1-438","dmp",2014,2020,6,196,89.09,159.5,405.13,22.1,23.1,"intermediate","intermediate","1"
"270-2010-1-038","dmp",2010,2020,10,172,78.18,91,231.14,31.8,23.1,"wet","intermediate","2"
"270-2014-1-407","dmp",2014,2020,6,187,85,168.375,427.67,22.1,23.1,"intermediate","intermediate","1"
"270-2018-1-802","dmp",2018,2020,2,140,63.64,95.75,243.21,29.1,23.1,"intermediate","intermediate","1"
"270-2013-1-239","dmp",2013,2020,7,164,74.55,174.625,443.55,34.5,23.1,"wet","intermediate","2"
"270-2013-1-238","dmp",2013,2020,7,141,64.09,121.875,309.56,34.5,23.1,"wet","intermediate","2"
"270-2009-1-009","dmp",2009,2020,11,134,60.91,167.125,424.5,20.4,23.1,"intermediate","intermediate","1"
"270-2018-1-834","dmp",2018,2020,2,128,58.18,108.625,275.91,29.1,23.1,"intermediate","intermediate","1"
"270-2010-1-021","dmp",2010,2020,10,171,77.73,123.125,312.74,31.8,23.1,"wet","intermediate","2"
"270-2017-1-719","dmp",2017,2020,3,150,68.18,155.5,394.97,24.61,23.1,"intermediate","intermediate","1"
"270-2016-1-622","dmp",2016,2020,4,161,73.18,154.625,392.75,20.2,23.1,"intermediate","intermediate","1"
"270-2015-1-508","dmp",2015,2020,5,179,81.36,162.5,412.75,29.1,23.1,"intermediate","intermediate","1"
"270-2014-1-414","dmp",2014,2020,6,172,78.18,145,368.3,22.1,23.1,"intermediate","intermediate","1"
"270-2011-1-333","dmp",2011,2020,9,211,95.91,107,271.78,14.1,23.1,"dry","intermediate","3"
"270-2019-1-927","dmp",2019,2020,1,98,44.55,56.75,144.15,12,23.1,"dry","intermediate","3"
"270-2015-1-518","dmp",2015,2020,5,195,88.64,140.5,356.87,29.1,23.1,"intermediate","intermediate","1"
"270-2010-1-019","dmp",2010,2020,10,177,80.45,147,373.38,31.8,23.1,"wet","intermediate","2"
"270-2010-1-086","dmp",2010,2020,10,191,86.82,160.5,407.67,31.8,23.1,"wet","intermediate","2"
"270-2012-1-266","dmp",2012,2020,8,211,95.91,143.375,364.17,15.8,23.1,"dry","intermediate","3"
"270-2016-1-642","dmp",2016,2020,4,145,65.91,161.125,409.26,20.2,23.1,"intermediate","intermediate","1"
"270-2012-1-230","dmp",2012,2020,8,181,82.27,178.875,454.34,15.8,23.1,"dry","intermediate","3"
"270-2018-1-824","dmp",2018,2020,2,121,55,89.125,226.38,29.1,23.1,"intermediate","intermediate","1"
"270-2014-1-422","dmp",2014,2020,6,175,79.55,129,327.66,22.1,23.1,"intermediate","intermediate","1"
"270-2013-1-256","dmp",2013,2020,7,201,91.36,138.375,351.47,34.5,23.1,"wet","intermediate","2"
"270-2016-1-606","dmp",2016,2020,4,179,81.36,151.875,385.76,20.2,23.1,"intermediate","intermediate","1"
"270-2019-1-923","dmp",2019,2020,1,87,39.55,NA,NA,12,23.1,"dry","intermediate","3"
"270-2010-1-010","dmp",2010,2020,10,161,73.18,179,454.66,31.8,23.1,"wet","intermediate","2"
"270-2013-1-252","dmp",2013,2020,7,215,97.73,180.375,458.15,34.5,23.1,"wet","intermediate","2"
"270-2011-1-269","dmp",2011,2020,9,193,87.73,117.625,298.77,14.1,23.1,"dry","intermediate","3"
"270-2010-1-028","dmp",2010,2020,10,180,81.82,130.5,331.47,31.8,23.1,"wet","intermediate","2"
"270-2018-1-835","dmp",2018,2020,2,128,58.18,NA,NA,29.1,23.1,"intermediate","intermediate","1"
"270-2010-1-005","dmp",2010,2020,10,167,75.91,142.5,361.95,31.8,23.1,"wet","intermediate","2"
"270-2015-1-516","dmp",2015,2020,5,175,79.55,140.125,355.92,29.1,23.1,"intermediate","intermediate","1"
"270-2011-1-261","dmp",2011,2020,9,177,80.45,167.75,426.08,14.1,23.1,"dry","intermediate","3"
"270-2012-1-248","dmp",2012,2020,8,189,85.91,127.875,324.8,15.8,23.1,"dry","intermediate","3"
"270-2019-1-920","dmp",2019,2020,1,103,46.82,33.25,84.46,12,23.1,"dry","intermediate","3"
"270-2016-1-643","dmp",2016,2020,4,171,77.73,183.875,467.04,20.2,23.1,"intermediate","intermediate","1"
"270-2017-1-703","dmp",2017,2020,3,126,57.27,89,226.06,24.61,23.1,"intermediate","intermediate","1"
"270-2012-1-278","dmp",2012,2020,8,181,82.27,165.625,420.69,15.8,23.1,"dry","intermediate","3"
"270-2018-1-808","dmp",2018,2020,2,128,58.18,102.125,259.4,29.1,23.1,"intermediate","intermediate","1"
"270-2013-1-202","dmp",2013,2020,7,210,95.45,167,424.18,34.5,23.1,"wet","intermediate","2"
"270-2014-1-403","dmp",2014,2020,6,174,79.09,167.125,424.5,22.1,23.1,"intermediate","intermediate","1"
"270-2016-1-607","dmp",2016,2020,4,174,79.09,148.875,378.14,20.2,23.1,"intermediate","intermediate","1"
"270-2019-1-940","dmp",2019,2020,1,77,35,22.125,56.2,12,23.1,"dry","intermediate","3"
"270-2017-1-722","dmp",2017,2020,3,112,50.91,NA,NA,24.61,23.1,"intermediate","intermediate","1"
"270-2019-1-909","dmp",2019,2020,1,106,48.18,27.5,69.85,12,23.1,"dry","intermediate","3"
"270-2013-1-204","dmp",2013,2020,7,199,90.45,181.75,461.64,34.5,23.1,"wet","intermediate","2"
"270-2018-1-815","dmp",2018,2020,2,132,60,118.875,301.94,29.1,23.1,"intermediate","intermediate","1"
"270-2018-1-817","dmp",2018,2020,2,105,47.73,75.5,191.77,29.1,23.1,"intermediate","intermediate","1"
"270-2018-1-822","dmp",2018,2020,2,124,56.36,92.625,235.27,29.1,23.1,"intermediate","intermediate","1"
"270-2019-1-917","dmp",2019,2020,1,92,41.82,23.375,59.37,12,23.1,"dry","intermediate","3"
"270-2019-1-907","dmp",2019,2020,1,104,47.27,36.25,92.08,12,23.1,"dry","intermediate","3"
"270-2011-1-246","dmp",2011,2020,9,156,70.91,137.625,349.57,14.1,23.1,"dry","intermediate","3"
"270-2012-1-237","dmp",2012,2020,8,187,85,156,396.24,15.8,23.1,"dry","intermediate","3"
"270-2014-1-411","dmp",2014,2020,6,174,79.09,166.125,421.96,22.1,23.1,"intermediate","intermediate","1"
"270-2015-1-524","dmp",2015,2021,6,197,89.55,152.375,387.03,29.1,19.4,"intermediate","dry","2"
"270-2019-1-932","dmp",2019,2021,2,115,52.27,81.625,207.33,12,19.4,"dry","dry","1"
"270-2014-1-403","dmp",2014,2021,7,161,73.18,158.875,403.54,22.1,19.4,"intermediate","dry","2"
"270-2016-1-608","dmp",2016,2021,5,171,77.73,164.375,417.51,20.2,19.4,"intermediate","dry","2"
"270-2010-1-019","dmp",2010,2021,11,169,76.82,145.625,369.89,31.8,19.4,"wet","dry","2"
"270-2013-1-210","dmp",2013,2021,8,163,74.09,159.875,406.08,34.5,19.4,"wet","dry","2"
"270-2016-1-615","dmp",2016,2021,5,190,86.36,157.375,399.73,20.2,19.4,"intermediate","dry","2"
"270-2018-1-818","dmp",2018,2021,3,134,60.91,107.75,273.68,29.1,19.4,"intermediate","dry","2"
"270-2011-1-246","dmp",2011,2021,10,154,70,136.875,347.66,14.1,19.4,"dry","dry","1"
"270-2011-1-225","dmp",2011,2021,10,168,76.36,122,309.88,14.1,19.4,"dry","dry","1"
"270-2010-1-001","dmp",2010,2021,11,168,76.36,132.125,335.6,31.8,19.4,"wet","dry","2"
"270-2012-1-278","dmp",2012,2021,9,187,85,169.25,429.9,15.8,19.4,"dry","dry","1"
"270-2010-1-021","dmp",2010,2021,11,173,78.64,118,299.72,31.8,19.4,"wet","dry","2"
"270-2011-1-215","dmp",2011,2021,10,196,89.09,123.25,313.06,14.1,19.4,"dry","dry","1"
"270-2014-1-407","dmp",2014,2021,7,167,75.91,175.75,446.41,22.1,19.4,"intermediate","dry","2"
"270-2018-1-817","dmp",2018,2021,3,122,55.45,103.625,263.21,29.1,19.4,"intermediate","dry","2"
"270-2020-1-2028","dmp",2020,2021,1,102,46.36,33.25,84.46,23.1,19.4,"intermediate","dry","2"
"270-2013-1-231","dmp",2013,2021,8,198,90,184.875,469.58,34.5,19.4,"wet","dry","2"
"270-2012-1-266","dmp",2012,2021,9,209,95,134.5,341.63,15.8,19.4,"dry","dry","1"
"270-2017-1-711","dmp",2017,2021,4,147,66.82,137.125,348.3,24.61,19.4,"intermediate","dry","2"
"270-2016-1-607","dmp",2016,2021,5,215,97.73,173.875,441.64,20.2,19.4,"intermediate","dry","2"
"270-2020-1-2041","dmp",2020,2021,1,85,38.64,NA,NA,23.1,19.4,"intermediate","dry","2"
"270-2013-1-239","dmp",2013,2021,8,163,74.09,174.125,442.28,34.5,19.4,"wet","dry","2"
"270-2019-1-933","dmp",2019,2021,2,133,60.45,100.625,255.59,12,19.4,"dry","dry","1"
"270-2019-1-929","dmp",2019,2021,2,112,50.91,NA,NA,12,19.4,"dry","dry","1"
"270-2019-1-905","dmp",2019,2021,2,137,62.27,62.625,159.07,12,19.4,"dry","dry","1"
"270-2016-1-632","dmp",2016,2021,5,180,81.82,146.625,372.43,20.2,19.4,"intermediate","dry","2"
"270-2013-1-252","dmp",2013,2021,8,183,83.18,175.25,445.14,34.5,19.4,"wet","dry","2"
"270-2014-1-410","dmp",2014,2021,7,152,69.09,139.875,355.28,22.1,19.4,"intermediate","dry","2"
"270-2019-1-927","dmp",2019,2021,2,128,58.18,109,276.86,12,19.4,"dry","dry","1"
"270-2018-1-802","dmp",2018,2021,3,176,80,109.875,279.08,29.1,19.4,"intermediate","dry","2"
"270-2019-1-920","dmp",2019,2021,2,145,65.91,88.75,225.43,12,19.4,"dry","dry","1"
"270-2018-1-805","dmp",2018,2021,3,144,65.45,133.125,338.14,29.1,19.4,"intermediate","dry","2"
"270-2014-1-414","dmp",2014,2021,7,191,86.82,145.25,368.94,22.1,19.4,"intermediate","dry","2"
"270-2018-1-835","dmp",2018,2021,3,154,70,113.25,287.66,29.1,19.4,"intermediate","dry","2"
"270-2017-1-717","dmp",2017,2021,4,173,78.64,156,396.24,24.61,19.4,"intermediate","dry","2"
"270-2016-1-643","dmp",2016,2021,5,184,83.64,190.75,484.5,20.2,19.4,"intermediate","dry","2"
"270-2011-1-260","dmp",2011,2021,10,204,92.73,113.75,288.92,14.1,19.4,"dry","dry","1"
"270-2011-1-333","dmp",2011,2021,10,217,98.64,114.75,291.47,14.1,19.4,"dry","dry","1"
"270-2011-1-269","dmp",2011,2021,10,182,82.73,NA,NA,14.1,19.4,"dry","dry","1"
"270-2011-1-242","dmp",2011,2021,10,206,93.64,157.75,400.68,14.1,19.4,"dry","dry","1"
"270-2015-1-508","dmp",2015,2021,6,186,84.55,167.875,426.4,29.1,19.4,"intermediate","dry","2"
"270-2016-1-642","dmp",2016,2021,5,131,59.55,180.125,457.52,20.2,19.4,"intermediate","dry","2"
"270-2014-1-422","dmp",2014,2021,7,178,80.91,128.5,326.39,22.1,19.4,"intermediate","dry","2"
"270-2012-1-263","dmp",2012,2021,9,206,93.64,150.25,381.64,15.8,19.4,"dry","dry","1"
"270-2012-1-262","dmp",2012,2021,9,193,87.73,151.625,385.13,15.8,19.4,"dry","dry","1"
"270-2019-1-909","dmp",2019,2021,2,135,61.36,96,243.84,12,19.4,"dry","dry","1"
"270-2010-1-009","dmp",2010,2021,11,179,81.36,161,408.94,31.8,19.4,"wet","dry","2"
"270-2017-1-703","dmp",2017,2021,4,145,65.91,110,279.4,24.61,19.4,"intermediate","dry","2"
"270-2018-1-832","dmp",2018,2021,3,154,70,170.25,432.44,29.1,19.4,"intermediate","dry","2"
"270-2016-1-622","dmp",2016,2021,5,176,80,165.5,420.37,20.2,19.4,"intermediate","dry","2"
"270-2012-1-229","dmp",2012,2021,9,203,92.27,142.625,362.27,15.8,19.4,"dry","dry","1"
"270-2020-1-2034","dmp",2020,2021,1,111,50.45,26.5,67.31,23.1,19.4,"intermediate","dry","2"
"270-2010-1-007","dmp",2010,2021,11,159,72.27,102.375,260.03,31.8,19.4,"wet","dry","2"
"270-2018-1-824","dmp",2018,2021,3,149,67.73,125.5,318.77,29.1,19.4,"intermediate","dry","2"
"270-2018-1-822","dmp",2018,2021,3,144,65.45,119.5,303.53,29.1,19.4,"intermediate","dry","2"
"270-2010-1-038","dmp",2010,2021,11,163,74.09,87.125,221.3,31.8,19.4,"wet","dry","2"
"270-2016-1-606","dmp",2016,2021,5,189,85.91,165.625,420.69,20.2,19.4,"intermediate","dry","2"
"270-2017-1-719","dmp",2017,2021,4,167,75.91,167.75,426.08,24.61,19.4,"intermediate","dry","2"
"270-2015-1-518","dmp",2015,2021,6,194,88.18,153.75,390.52,29.1,19.4,"intermediate","dry","2"
"270-2017-1-722","dmp",2017,2021,4,136,61.82,139.5,354.33,24.61,19.4,"intermediate","dry","2"
"270-2020-1-2011","dmp",2020,2021,1,73,33.18,22.125,56.2,23.1,19.4,"intermediate","dry","2"
"270-2011-1-213","dmp",2011,2021,10,193,87.73,189.125,480.38,14.1,19.4,"dry","dry","1"
"270-2018-1-815","dmp",2018,2021,3,157,71.36,152.25,386.72,29.1,19.4,"intermediate","dry","2"
