Unique Buck Code #,Date ,Capture Year,Birth Year,Captured ,Released,Sex,Age,Weight,Tag Color,Button Color,Tag # Rt,Tag # Left,Sire,DMP or Pasture,# Typical Points,# Total Points,Total Mass,B&C Score,Rounded B&C (=rounddown),Rounded B&C (=mround) to 5,True Spike (2 pts) or Forked As Yearling ,TP&W Spike (2 or 3 pts) or Forked As Yearling ,Pit Tag #,Deer Name,Ear Tag Radio Frequency,Comments,Gray Face,Roman Nose,Wrinkled Around Ears,Loose Skin Around Face,Loose Skin Around Neck,Loose Skin Around Chest,Circumference around the Face at the Eyes,Circumference at midpoint between tip of Nose and Eyes,Distance between a line running between the eyes and the Nose Tip,Ear tip to Ear tip,Stomach Girth:,Neck Circumference:,Vertical Height of Tarsal Glands:,Horizontal Width of Tarsal Glands,Staining on Tarsal Glands:,Ratio of Circum at Eyes to Dist Eyes-Nose Tip,Ratio Circum at Eyes to Circum Mid Point
270-2008-1-012,11/13/13,2013,2008,West Yana,West Yana,Male,5.5,184,Blue,Yellow,12,12,Jr Jr,DMP,11,11,29.000,143.125,140.000,145.000,Spike,Spike,985121004888712,,,,Slightly Grizzled,Straight,Pronounced Wrinkling,Yes,No,No,19.375,12.25,7.125,18.25,41.875,22.75,3,1.625,Light Stain, 2.72 ,
270-2009-1-002,12/5/16,2016,2009,West Yana,West Yana,Male,7.5,184,Green,Blue,2,2,The Game,DMP,8,10,30.750,124.875,120.000,125.000,Forked,Forked,985121006762024,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,19.5,13.375,8.25,21.75,,25,2.25,2,Light Stain, 2.36 , 1.46 
270-2009-1-010,10/30/12,2012,2009,West Yana,West Yana,Male,3.5,184,Green,Blue,10,10,The Game,DMP,11,12,29.500,147.500,140.000,150.000,Forked,Forked,985121012506070,,,,,,,,,,,,,,,,,,,,
270-2009-1-023,12/5/16,2016,2009,West Yana,West Yana,Male,7.5,184,Green,Yellow,23,23,Jr Jr,DMP,11,13,38.875,187.750,180.000,190.000,Forked,Forked,985121012316548,My Dad's A Hoe,,,No Gray,Straight,None,No,No,No,18.75,12.125,7.875,19.75,,24.625,3.125,2,Light Stain, 2.38 , 1.55 
270-2010-1-010,12/4/17,2017,2010,West Yana,West Yana,Male,7.5,184,Purple,Yellow,10,10,Jr Jr,DMP,12,17,37.875,204.000,200.000,205.000,Forked,Forked,,Baby Crabman,,,Slightly Grizzled,Slight Hump,None,No,Yes,Yes,18.75,13.375,7.75,19.125,,24,2.375,1.75,Light Stain, 2.42 , 1.40 
270-2010-1-010,11/27/18,2018,2010,West Yana,West Yana,Male,8.5,184,Purple,Yellow,10,10,Jr Jr,DMP,10,15,38.000,206.750,200.000,205.000,Forked,Forked,,Baby Crabman,,,Slightly Grizzled,Straight,Pronounced Wrinkling,No,Yes,Yes,18.75,14.25,8,20.125,39,23.25,2.75,2.125,Heavy Stain, 2.34 , 1.32 
270-2011-0-339,12/9/15,2015,2011,West Yana,West Yana,Male,4.5,184,White,Red,335,335,,Pasture,8,8,25.875,117.250,110.000,115.000,Spike,Spike,982000190374570,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,16.375,10.25,6.75,17.875,35.625,22.125,2.75,2.125,Heavy Stain, 2.43 , 1.60 
270-2011-1-213,11/15/22,2022,2011,West Yana,West Yana,Male,11.5,184,White,Black,213,213,The Duke,DMP,10,12,34.250,182.500,180.000,185.000,,,,Flames,,,No Gray,Pronounced Hump,Slight Wrinkling,Yes,Yes,Yes,19.5,14,7.375,18,41.375,24.75,2.25,1.75,Heavy Stain, 2.64 , 1.39 
270-2011-1-260,10/28/14,2014,2011,West Yana,West Yana,Male,3.5,184,White,Green,260,260,True Grit,DMP,8,8,27.625,123.000,120.000,125.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,18.125,11,6.125,17.25,43.375,23.625,3.125,2,Light Stain, 2.96 , 1.65 
270-2011-1-260,11/29/18,2018,2011,West Yana,West Yana,Male,7.5,184,White,Green,260,260,True Grit,DMP,8,8,30.750,134.875,130.000,135.000,Forked,Forked,,,,,No Gray,Straight,Slight Wrinkling,No,No,Yes,18.375,13.375,7,19.75,43.5,25,3.25,2.375,Heavy Stain, 2.63 , 1.37 
270-2012-0-342,11/17/20,2020,2012,West Yana,West Yana,Male,8.5,184,Yellow,Red,342,342,,Pasture,12,21,37.250,200.500,200.000,200.000,Forked,Forked,,Not Honorable Mention,,Deep cut above tail,Gray,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,18.5,14.25,7.625,20.375,40.375,23.125,2.5,2.125,Heavy Stain, 2.43 , 1.30 
270-2012-1-237,11/11/19,2019,2012,West Yana,West Yana,Male,7.5,184,Yellow,Green,237,237,True Grit,DMP,10,10,31.250,163.125,160.000,165.000,Forked,Forked,,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,Yes,Yes,Yes,19.375,13.25,7.125,20.375,41,22.5,2.5,2,Heavy Stain, 2.72 , 1.46 
270-2014-0-444,11/17/20,2020,2014,West Yana,West Yana,Male,6.5,184,Blue,Red,444,444,,Pasture,8,10,32.625,153.000,150.000,155.000,Forked,Forked,982000364004248,,,,Gray,Slight Hump,Pronounced Wrinkling,Yes,No,Yes,18,13.5,7,17.5,40.875,25.625,2.5,2,Light Stain, 2.57 , 1.33 
270-2014-0-453,11/15/19,2019,2014,West Yana,West Yana,Male,5.5,184,Blue,Red,453,453,,Pasture,7,7,25.750,100.875,100.000,100.000,Spike,Spike,982000364008836,,,,No Gray,Slight Hump,Pronounced Wrinkling,No,No,No,18.875,14.125,7,18.375,41.875,22.125,1.75,1.5,Light Stain, 2.70 , 1.34 
270-2014-1-411,11/16/21,2021,2014,West Yana,West Yana,Male,7.5,184,Blue,White,411,411,Lays Out,DMP,12,18,34.125,177.500,170.000,180.000,Forked,Forked,,Porcupine,,,Gray,Straight,Pronounced Wrinkling,No,Yes,Yes,17.625,13,7,19.75,40.75,21.125,2.375,2,No Stain, 2.52 , 1.36 
270-2016-1-643,11/16/21,2021,2016,West Yana,West Yana,Male,5.5,184,Purple,White,643,643,Cowboy,DMP,12,14,38.875,190.750,190.000,190.000,,,,Headache,,used in West Yana DMP #3 as a Sire,Gray,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,18.5,14.125,7.25,19,,22,2,2,Light Stain, 2.55 , 1.31 
90-2008-0-033,12/8/16,2016,2008,East Yana,East Yana,Male,8.5,184,Blue,Blue,33,33,,Pasture,10,13,33.500,170.000,170.000,170.000,Forked,Forked,985121012586389,KickAss,,,Slightly Grizzled,Pronounced Hump,Pronounced Wrinkling,Yes,Yes,Yes,19.5,11,7.5,19.125,34.75,23.875,2.5,2,Heavy Stain, 2.60 , 1.77 
90-2008-0-034,11/2/11,2011,2008,East Yana,East Yana,Male,3.5,184,Blue,Blue,34,Radio,,Pasture,8,10,24.000,127.000,120.000,125.000,Forked,Forked,985121021162505,,150.341,,,,,,,,,,,,,,,,,,
90-2010-0-103,10/27/14,2014,2010,East Yana,East Yana,Male,4.5,184,Purple,Purple,103,103,,Pasture,9,10,30.500,139.250,130.000,140.000,Forked,Forked,,,,,No Gray,Slight Hump,Slight Wrinkling,No,No,No,17.875,12.125,6.375,19.25,42.125,22.25,3,2.125,Light Stain, 2.80 , 1.47 
90-2012-0-327,12/7/15,2015,2012,West Yana,East Yana,Male,3.5,184,Yellow,Yellow,327,327,,Pasture,9,1,10.000,125.375,120.000,125.000,,,,,,Moved from West Yana to East Yana,No Gray,Straight,Slight Wrinkling,No,No,No,17.875,12.125,6.5,18.25,,23.125,2.25,1.875,No Stain, 2.75 , 1.47 
90-2012-0-346,12/10/15,2015,2012,East Yana,East Yana,Male,3.5,184,Yellow,Yellow,346,346,,Pasture,10,15,31.125,158.375,150.000,160.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,19.875,11.625,7.125,21,32.125,22.375,3,2.5,Heavy Stain, 2.79 , 1.71 
90-2014-0-460,11/28/18,2018,2014,East Yana,East Yana,Male,4.5,184,Blue,Blue,460,460,,Pasture,8,9,28.875,137.375,130.000,135.000,Forked,Forked,982000363979968,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,No,Yes,19.375,14.125,7.75,19.375,35.875,21.625,2.25,1.75,Light Stain, 2.50 , 1.37 
90-2014-0-473,11/26/18,2018,2014,East Yana,East Yana,Male,4.5,184,Blue,Blue,473,473,,Pasture,10,10,25.250,126.625,120.000,125.000,Spike,Spike,,,,"Front Left Leg broken, Cut off and zip tied the skin. Ran off under own power",No Gray,Straight,Slight Wrinkling,No,No,No,19.125,14.125,7.875,19.75,38.875,22.875,2.75,2.375,Light Stain, 2.43 , 1.35 
90-2015-0-568,11/14/19,2019,2015,East Yana,East Yana,Male,4.5,184,Green,Green,568,568,,Pasture,10,12,27.125,143.875,140.000,145.000,Spike,Spike,982000365035687,,,,No Gray,Straight,Slight Wrinkling,No,Yes,Yes,19,14.25,7.5,20.375,40.75,19.75,2.25,1.625,Light Stain, 2.53 , 1.33 
90-2015-0-578,11/14/19,2019,2015,East Yana,East Yana,Male,4.5,184,Green,Green,578,578,,Pasture,11,11,31.000,156.000,150.000,155.000,Forked,Forked,982000364844411,,,,No Gray,Straight,Slight Wrinkling,No,No,No,18.25,13.625,7,19.625,41,20.75,2.125,1.875,Heavy Stain, 2.61 , 1.34 
90-2016-0-670,11/18/20,2020,2016,East Yana,East Yana,Male,4.5,184,Purple,Purple,670,670,,Pasture,9,9,29.500,129.125,120.000,130.000,Forked,Forked,,,,,Gray,Slight Hump,Pronounced Wrinkling,Yes,No,Yes,18.25,12.75,7.375,22.125,38.875,32.25,2.375,1.5,Heavy Stain, 2.47 , 1.43 
90-2017-0-776,11/15/21,2021,2017,East Yana,East Yana,Male,4.5,184,White,White,776,776,,Pasture,10,12,31.625,152.250,150.000,150.000,Forked,Forked,982000419806020,,,,Gray,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,17.875,13.375,6.375,18.25,41.875,21.625,1.75,1.75,No Stain, 2.80 , 1.34 
270-2008-1-013,10/31/12,2012,2008,West Yana,West Yana,Male,4.5,185,Blue,Yellow,13,13,Jr Jr,DMP,11,11,30.500,157.875,150.000,160.000,Forked,Forked,985161000726675,JJJ-III,,,,,,,,,,,,,,,,,,,
270-2008-1-022,12/7/15,2015,2008,West Yana,West Yana,Male,7.5,185,Blue,Orange,22,22,Vince Young,DMP,12,14,32.875,180.500,180.000,180.000,Forked,Forked,,"Up, Out, and Back",,,Slightly Grizzled,Straight,Pronounced wrinkling,No,Yes,No,20.5,14,8.25,20,42.5,23.125,2.5,2.25,Light Stain, 2.48 , 1.46 
270-2010-1-007,12/7/16,2016,2010,West Yana,West Yana,Male,6.5,185,Purple,Yellow,7,7,Jr Jr,DMP,9,10,31.375,139.375,130.000,140.000,,,,,,,No Gray,Straight,Pronounced Wrinkling,No,No,Yes,19.375,10.125,8.25,21.375,,26.5,3,2,Light Stain, 2.35 , 1.91 
270-2010-1-028,11/13/13,2013,2010,West Yana,West Yana,Male,3.5,185,Purple/Green,Yellow,28,99,Jr Jr,DMP,8,8,24.500,108.375,100.000,110.000,Spike,Spike,,,,"Tags were ripped out in 2013,  so put Green 99/Yellow buttons, but originally Purple #28 with Yellow Buttons",No Gray,Slight Hump,Slight Wrinkling,No,No,No,19,13.75,6.5,19.25,41.125,21.875,2.625,1.75,Light Stain, 2.92 ,
270-2011-1-261,10/27/14,2014,2011,East Yana,West Yana,Male,3.5,185,White,Green,261,261,True Grit,DMP,10,10,29.125,146.750,140.000,145.000,Forked,Forked,,,,caught in East Yana and moved to West Yana/no body measurements,Slightly Grizzled,Straight,None,No,No,No,,,,,,,,,,,
270-2011-1-261,11/14/19,2019,2011,West Yana,West Yana,Male,8.5,185,White,Green,261,261,True Grit,DMP,8,10,32.125,127.375,120.000,125.000,Forked,Forked,,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,Yes,No,18.75,13,7.75,19.875,43.5,21.5,2.125,1.625,Light Stain, 2.42 , 1.44 
270-2011-1-269,12/5/17,2017,2011,West Yana,West Yana,Male,6.5,185,White,Green,269,269,True Grit,DMP,10,14,32.875,181.250,180.000,180.000,Spike,Spike,,,,,Slightly Grizzled,Straight,Pronounced Wrinkling,No,Yes,Yes,19.75,13.5,7.75,20.75,34.25,27,2.625,2.375,Heavy Stain, 2.55 , 1.46 
270-2011-1-295,11/27/18,2018,2011,West Yana,West Yana,Male,7.5,185,White,Black,295,295,The Duke,DMP,8,14,37.250,162.875,160.000,165.000,Forked,Spike,,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,Yes,No,19.75,13.875,7.25,21,36.25,22.375,2.75,2.5,Light Stain, 2.72 , 1.42 
270-2012-1-236,12/5/16,2016,2012,West Yana,West Yana,Male,4.5,185,Yellow,Purple,236,236,The Prodigal Son,DMP,10,10,28.625,152.375,150.000,150.000,Forked,Forked,,,,,Gray,Straight,Pronounced Wrinkling,No,No,No,18.5,11.375,8.75,19.5,,21.875,2.375,1.75,Light Stain, 2.11 , 1.63 
270-2012-1-262,12/5/17,2017,2012,West Yana,West Yana,Male,5.5,185,Yellow,Purple,262,262,The Prodigal Son,DMP,10,10,30.750,148.000,140.000,150.000,,,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,19.75,13,7.375,19,37,23.125,2.5,2.25,Light Stain, 2.68 , 1.52 
270-2013-0-267,11/29/18,2018,2013,West Yana,West Yana,Male,5.5,185,Red,Green,267,267,,Pasture,11,12,33.125,149.875,140.000,150.000,Spike,Spike,,,,,No Gray,Straight,Slight Wrinkling,No,No,Yes,19.5,14.75,7.125,20.625,37.375,21.125,2.5,2,Heavy Stain, 2.74 , 1.32 
270-2013-0-269,11/29/18,2018,2013,West Yana,West Yana,Male,5.5,185,Red,Green,269,269,,Pasture,8,8,28.750,127.875,120.000,130.000,,,,,,,Gray,Straight,Slight Wrinkling,No,No,No,18.375,13.75,7.25,20.75,41,22.625,2.25,1.625,Light Stain, 2.53 , 1.34 
270-2013-1-216,12/6/17,2017,2013,West Yana,West Yana,Male,4.5,185,Red,Black,216,216,The Duke,DMP,8,9,30.250,136.000,130.000,135.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,20.625,13.75,8,22.5,38.375,24,3.125,2.5,Heavy Stain, 2.58 , 1.50 
270-2015-0-557,11/15/22,2022,2015,West Yana,West Yana,Male,7.5,185,Green,Red,557,557,,Pasture,7,8,26.125,109.625,100.000,110.000,Forked,Spike,,,,,Gray,Pronounced Hump,Pronounced Wrinkling,Yes,Yes,Yes,19.5,13.5,7.5,18.75,37.25,23.625,2.875,1.75,Light Stain, 2.60 , 1.44 
90-2007-0-024,11/3/11,2011,2007,East Yana,East Yana,Male,4.5,185,Red,Red,24,Radio,,Pasture,8,8,25.875,112.500,110.000,115.000,Spike,Spike,,Slack Jaw,150.321,,,,,,,,,,,,,,,,,,
90-2007-0-036,11/2/09,2009,2007,East Yana,East Yana,Male,2.5,185,Red,Red,36,36,,Pasture,,8,20.875,91.375,90.000,90.000,Forked,Forked,985121004928257,The Lenovo Buck,150.571,,,,,,,,,,,,,,,,,,
90-2007-0-049,12/21/17,2017,2007,East Yana,East Yana,Male,10.5,185,Red,Red,49,49,,Pasture,8,9,31.750,163.875,160.000,165.000,,,985121021156334,NBA,,,No Gray,Straight,Pronounced Wrinkling,No,Yes,No,19.5,13.375,8.125,21.5,38.75,20.5,3.5,2.625,Heavy Stain, 2.40 , 1.46 
90-2009-0-053,11/12/13,2013,2009,West Yana,East Yana,Male,4.5,185,Green,Green,53,53,,Pasture,9,9,26.500,133.375,130.000,135.000,,,,,,"caught in West Yana and moved back to East Yana, Broken Right G3 assumed symmetry with the Left G3",Slightly Grizzled,Slight Hump,Slight Wrinkling,No,No,No,18.75,11,6.75,19.625,,23.5,3,2,Heavy Stain, 2.78 , 1.63 
90-2010-0-109,11/12/13,2013,2010,East Yana,East Yana,Male,3.5,185,Purple,Purple,109,109,,Pasture,8,8,26.250,111.750,110.000,110.000,,,,,,,Gray,Slight Hump,None,No,Yes,No,19.375,11,5.75,20,40.75,22.875,3,1.75,Light stain, 3.37 , 1.91 
90-2010-0-114,11/12/13,2013,2010,East Yana,East Yana,Male,3.5,185,Purple,Purple,114,114,,Pasture,10,10,25.875,132.000,130.000,130.000,Forked,Forked,,,,,No Gray,Straight,Slight Wrinkling,No,Yes,No,19.625,11,5.75,18.375,42.75,22.375,3.125,1.75,Light stain, 3.41 , 1.91 
90-2011-0-351,12/8/15,2015,2011,East Yana,East Yana,Male,4.5,185,White,White,351,351,,Pasture,8,9,27.375,129.875,120.000,130.000,Forked,Forked,,,,,No Gray,Slight Hump,Slight Wrinkling,No,No,No,19.25,13.75,7.5,19.875,36.125,20.75,2.5,1.5,Light Stain, 2.57 , 1.40 
90-2011-0-354,12/10/15,2015,2011,East Yana,East Yana,Male,4.5,185,White,White,354,354,,Pasture,10,10,29.375,137.125,130.000,135.000,Spike,Spike,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,19.25,12.125,7.375,19.875,33.5,21.625,2.75,1.75,Light Stain, 2.61 , 1.59 
90-2011-0-363,10/27/14,2014,2011,East Yana,East Yana,Male,3.5,185,White,White,363,363,,Pasture,8,8,22.750,95.250,90.000,95.000,Spike,Spike,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,18,11,6.5,19.625,42.375,19.5,3,2.5,Light Stain, 2.77 , 1.64 
90-2012-0-329,12/8/15,2015,2012,East Yana,East Yana,Male,3.5,185,Yellow,Yellow,329,329,,Pasture,11,11,30.750,136.375,130.000,135.000,Forked,Forked,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,18.875,12.75,7.5,20.5,35.25,22.375,2.5,2,Heavy Stain, 2.52 , 1.48 
90-2013-0-274,11/28/18,2018,2013,East Yana,East Yana,Male,5.5,185,Red,Red,274,274,,Pasture,9,9,32.500,143.750,140.000,145.000,Forked,Forked,,,,,Slightly Grizzled,Slight Hump,Slight Wrinkling,No,No,No,19,13.875,7.75,20.875,31.5,23,2.125,1.875,Light Stain, 2.45 , 1.37 
90-2016-0-665,11/14/22,2022,2016,East Yana,East Yana,Male,6.5,185,Purple,Purple,665,665,,Pasture,9,9,32.875,145.000,140.000,145.000,,,,,,,Gray,Slight Hump,Slight Wrinkling,Yes,Yes,Yes,18.875,15,7.125,20.5,40.875,24.375,2,1.375,Light Stain, 2.65 , 1.26 
270-2008-1-011,11/12/13,2013,2008,West Yana,West Yana,Male,5.5,186,Blue,Yellow,11,11,Jr Jr,DMP,12,14,33.000,170.750,170.000,170.000,Forked,Forked,985121006758888,Lays Out,,used in the DMP pen this year,Gray,Slight Hump,Slight Wrinkling,Yes,Yes,Yes,20,14,6.25,20.125,,23.625,3,2.375,Light Stain, 3.20 ,
270-2008-1-012,12/7/15,2015,2008,West Yana,West Yana,Male,7.5,186,Blue,Yellow,12,12,Jr Jr,DMP,11,11,33.625,163.000,160.000,165.000,Spike,Spike,985121004888712,,,,Slightly Grizzled,Straight,Pronounced wrinkling,Yes,Yes,No,19.375,12.75,7.5,18.75,38.75,22,3,2.125,Light Stain, 2.58 , 1.52 
270-2008-1-014,10/29/12,2012,2008,West Yana,West Yana,Male,4.5,186,Blue,Orange,14,50,Vince Young,DMP,11,14,30.000,154.375,150.000,155.000,Forked,Forked,985121002338267,Con-Vinced,,,,,,,,,,,,,,,,,,,
270-2008-1-017,12/5/16,2016,2008,West Yana,West Yana,Male,8.5,186,Blue,Orange,17,17,Vince Young,DMP,11,15,36.125,193.125,190.000,195.000,Forked,Forked,985121002350420,The Prodigal Son,,,Slightly Grizzled,Straight,Pronounced Wrinkling,No,Yes,Yes,17.125,11.375,8.75,19.5,,24,2.75,2,Light Stain, 1.96 , 1.51 
270-2010-1-001,10/28/14,2014,2010,West Yana,West Yana,Male,4.5,186,Purple,Yellow,1,1,Jr Jr,DMP,11,12,32.375,163.875,160.000,165.000,Forked,Spike,,,,,No Gray,Slight Hump,Slight Wrinkling,No,No,No,18.25,11.75,6,18.625,42.125,23,2.75,2.125,Light Stain, 3.04 , 1.55 
270-2010-1-006,12/5/16,2016,2010,West Yana,West Yana,Male,6.5,186,Purple,Yellow,6,6,Jr Jr,DMP,11,11,38.875,184.500,180.000,185.000,Forked,Forked,,Josey Wales,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,Yes,17.5,11,9,20,,26.375,2.5,2,Light Stain, 1.94 , 1.59 
270-2010-1-027,11/12/13,2013,2010,West Yana,West Yana,Male,3.5,186,Purple,Blue,27,27,The Game,DMP,10,13,29.125,146.125,140.000,145.000,Forked,Forked,,Charge,,,No Gray,Straight,Slight Wrinkling,Yes,Yes,No,18,11.5,6.75,18.625,41.125,24,2.875,1.75,Light Stain, 2.67 ,
270-2010-1-038,10/28/14,2014,2010,West Yana,West Yana,Male,4.5,186,Purple,Blue,38,38,The Game,DMP,8,8,29.250,139.625,130.000,140.000,Forked,Forked,,,,,No Gray,Straight,Slight Wrinkling,No,No,No,19.5,12.375,6.125,19,42.875,23,2,2.5,Heavy Stain, 3.18 , 1.58 
270-2012-0-333,11/29/18,2018,2012,West Yana,West Yana,Male,6.5,186,Yellow,Red,333,333,,Pasture,10,22,32.875,193.375,190.000,195.000,Forked,Forked,,Ghidorah,,,No Gray,Slight Hump,Slight Wrinkling,No,No,No,17.75,13.75,7.125,20.25,39.375,17.625,2,1.75,Heavy Stain, 2.49 , 1.29 
270-2012-1-278,11/11/19,2019,2012,West Yana,West Yana,Male,7.5,186,Yellow,Green,278,278,True Grit,DMP,11,12,32.500,161.250,160.000,160.000,Forked,Forked,,,,,Gray,Slight Hump,Pronounced Wrinkling,No,No,Yes,20,14.875,7.875,20.875,41.375,23.375,2.25,1.375,Light Stain, 2.54 , 1.35 
270-2014-0-443,11/29/18,2018,2014,West Yana,West Yana,Male,4.5,186,Blue,Red,443,443,,Pasture,11,13,35.000,160.625,160.000,160.000,Forked,Forked,982000364325353,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,No,Yes,18.375,13.125,7.375,20.75,40.875,24,2,1.625,Light Stain, 2.49 , 1.40 
270-2015-1-508,11/16/21,2021,2015,West Yana,West Yana,Male,6.5,186,Green,Orange,508,508,"Up, Out, & Back",DMP,10,14,33.500,167.875,160.000,170.000,Spike,Spike,982000363985261,Spikey,,,Gray,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,17.125,13.25,6.5,19,43.875,20.875,2.125,1.75,Light Stain, 2.63 , 1.29 
270-2016-0-650,11/15/22,2022,2016,West Yana,West Yana,Male,6.5,186,Purple,Red,650,650,,Pasture,10,11,32.375,152.625,150.000,155.000,,,,,,,Slightly Grizzled,Pronounced Hump,None,Yes,Yes,Yes,19,14.25,7.5,21,42.625,24,2.5,1.75,Heavy Stain, 2.53 , 1.33 
270-2016-0-654,11/15/19,2019,2016,West Yana,West Yana,Male,3.5,186,Purple,Red,654,654,,Pasture,9,9,25.875,111.625,110.000,110.000,Forked,Forked,982000419806034,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,18.25,12.75,7.375,19.75,41.25,21.125,1.75,1.5,Heavy Stain, 2.48 , 1.43 
270-2017-1-717,11/17/20,2020,2017,West Yana,West Yana,Male,3.5,186,White,Yellow,717,717,This Works,DMP,8,9,28.875,135.750,130.000,135.000,Forked,Spike,982000419805392,,,,No Gray,Straight,Slight Wrinkling,No,No,No,17.75,13.25,3.75,20.875,36.75,19.75,2,1.5,Light Stain, 4.73 , 1.34 
90-2007-0-039,11/2/11,2011,2007,East Yana,East Yana,Male,4.5,186,Red,Red,39,Radio,,Pasture,9,9,27.625,115.500,110.000,115.000,Spike,Spike,985121004915564,,150.471,,,,,,,,,,,,,,,,,,
90-2008-0-056,12/6/16,2016,2008,East Yana,East Yana,Male,8.5,186,Blue,Blue,56,56,,Pasture,7,7,26.125,123.375,120.000,125.000,Forked,Spike,985121009803204,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,19,11.25,7.75,18.25,,24,3,2,Light Stain, 2.45 , 1.69 
90-2009-0-051,11/12/13,2013,2009,East Yana,East Yana,Male,4.5,186,Green,Green,51,51,,Pasture,10,10,29.125,143.875,140.000,145.000,Forked,Forked,985121021144717,,,,Slightly Grizzled,Straight,Pronounced Wrinkling,No,No,No,19,11.875,6.5,18.625,40.875,21.5,2.625,1.5,Light stain, 2.92 , 1.83 
90-2009-0-059,12/6/16,2016,2009,East Yana,East Yana,Male,7.5,186,Green,Green,59,59,,Pasture,9,9,29.875,144.750,140.000,145.000,Forked,Forked,985121012364182,,,,No Gray,Straight,Pronounced Wrinkling,No,Yes,No,18,11,8.125,21,,25.875,2.5,1.875,Light Stain, 2.22 , 1.64 
90-2009-0-062,10/29/12,2012,2009,East Yana,East Yana,Male,3.5,186,Green,Green,62,62,,Pasture,10,15,32.875,164.000,160.000,165.000,Forked,Forked,985121012326223,The Bishop,,,,,,,,,,,,,,,,,,,
90-2009-0-069,12/6/16,2016,2009,East Yana,East Yana,Male,7.5,186,Green,Green,69,69,,Pasture,12,16,35.000,189.375,180.000,190.000,Forked,Forked,985121020151890,Dead Sexy,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,19.625,11.375,8.125,19.5,,27.125,2.5,2.25,Heavy Stain, 2.42 , 1.73 
90-2010-0-115,12/9/15,2015,2010,West Yana,East Yana,Male,5.5,186,Purple,Purple,115,115,,Pasture,9,11,27.750,122.000,120.000,120.000,,,,,,,No Gray,Straight,Slight Wrinkling,No,No,No,19.375,12.875,7.25,18.625,,20.25,2.25,1.625,Light Stain, 2.67 , 1.50 
90-2011-0-368,12/6/16,2016,2011,East Yana,East Yana,Male,5.5,186,White,White,368,368,,Pasture,11,13,34.375,170.000,170.000,170.000,Forked,Forked,,Wide Clyde,,,Slightly Grizzled,Slight Hump,None,No,No,No,19.5,11.625,8.5,20.25,,25.625,3,1.75,Light Stain, 2.29 , 1.68 
90-2011-0-368,11/16/20,2020,2011,East Yana,East Yana,Male,9.5,186,White,White,368,368,,Pasture,11,16,34.250,189.625,180.000,190.000,Forked,Forked,,Wide Clyde,,,No Gray,Straight,Pronounced Wrinkling,No,Yes,Yes,18.875,15.375,7.375,20.5,40.125,23.625,2.25,2.125,Light Stain, 2.56 , 1.23 
90-2013-0-283,12/6/16,2016,2013,East Yana,East Yana,Male,3.5,186,Red,Red,283,283,,Pasture,11,11,31.500,131.875,130.000,130.000,Forked,Forked,,,,,No Gray,Slight Hump,None,No,No,No,18.75,14.5,7.375,21.75,,21.375,2.625,1.5,Light Stain, 2.54 , 1.29 
90-2014-0-468,11/14/19,2019,2014,East Yana,East Yana,Male,5.5,186,Blue,Blue,468,468,,Pasture,9,9,27.250,138.750,130.000,140.000,Forked,Forked,982000364008957,,,,Slightly Grizzled,Straight,Pronounced Wrinkling,Yes,No,Yes,17.625,11,6.125,22.25,40.5,21,2.25,1.875,Heavy Stain, 2.88 , 1.60 
90-2016-0-667,11/16/20,2020,2016,East Yana,East Yana,Male,4.5,186,Purple,Purple,667,667,,Pasture,8,9,28.750,129.250,120.000,130.000,Spike,Spike,,,,,Slightly Grizzled,Slight Hump,Pronounced Wrinkling,No,No,Yes,18.5,12.875,7.5,19.5,42.375,23.625,2.25,1.875,Heavy Stain, 2.47 , 1.44 
90-2017-0-786,11/15/21,2021,2017,East Yana,East Yana,Male,4.5,186,White,White,786,786,,Pasture,11,13,33.000,163.000,160.000,165.000,Forked,Forked,982000419805356,,,,Gray,Slight Hump,Pronounced Wrinkling,Yes,Yes,Yes,18.375,13.5,7.125,22.5,37.375,21,2.5,1.875,Light Stain, 2.58 , 1.36 
