animal_id,year_cap,year_birth,age,weight,weightkg,points_total,mass_total,bcsin,bcscm,birthsite
270-2010-1-010,2014,2010,4.5,197,90,16,35.875,176.375,448,dmp
270-2012-1-229,2018,2012,6.5,208,95,16,38.375,176.5,448,dmp
90-2009-0-060,2017,2009,8.5,207,94,12,37,176.375,448,ey
270-2012-0-337,2019,2012,7.5,195,89,18,31.375,176.75,449,wy
270-2008-1-008,2013,2008,5.5,178,81,13,33,177,450,dmp
90-2007-0-036,2014,2007,7.5,238,108,16,33.875,177.125,450,ey
270-2008-1-011,2014,2008,6.5,180,82,13,31.625,177.5,451,dmp
270-2008-1-013,2015,2008,7.5,191,87,13,34.25,177.625,451,dmp
270-2010-1-010,2019,2010,9.5,183,83,11,42.75,177.75,451,dmp
270-2014-1-411,2021,2014,7.5,184,84,18,34.125,177.5,451,dmp
90-2012-0-319,2018,2012,6.5,190,86,15,34.5,177.625,451,ey
270-2007-1-051,2017,2007,10.5,184,84,14,35.25,178.125,452,dmp
270-2007-1-066,2014,2007,7.5,187,85,16,37.5,178.125,452,dmp
270-2008-1-022,2013,2008,5.5,200,91,18,31.375,177.875,452,dmp
270-2012-0-333,2017,2012,5.5,180,82,24,30.375,177.875,452,wy
90-2009-0-066,2016,2009,7.5,227,103,14,36.625,177.875,452,ey
270-2008-1-018,2016,2008,8.5,190,86,12,34.875,178.25,453,dmp
270-2010-1-009,2019,2010,9.5,190,86,13,35.75,178.375,453,dmp
270-2008-1-017,2018,2008,10.5,174,79,13,32.875,178.875,454,dmp
270-2012-1-230,2017,2012,5.5,174,79,13,31.625,178.625,454,dmp
270-2012-1-230,2020,2012,8.5,181,82,13,33.375,178.875,454,dmp
270-2010-1-010,2020,2010,10.5,161,73,12,40.25,179,455,dmp
270-2010-1-025,2018,2010,8.5,182,83,13,36,179.375,456,dmp
270-2011-0-340,2015,2011,4.5,192,87,12,33.5,179.375,456,wy
90-2007-0-036,2012,2007,5.5,246,112,13,34.5,179.375,456,ey
270-2010-1-001,2017,2010,7.5,182,83,15,35.125,179.75,457,dmp
270-2008-1-022,2015,2008,7.5,185,84,14,32.875,180.5,458,dmp
270-2010-1-025,2016,2010,6.5,181,82,13,36,180.5,458,dmp
270-2012-1-207,2017,2012,5.5,187,85,15,30.875,180.5,458,dmp
270-2012-1-230,2018,2012,6.5,176,80,15,34.5,180.5,458,dmp
270-2016-1-642,2021,2016,5.5,131,60,14,36.625,180.125,458,dmp
90-2014-0-462,2019,2014,5.5,228,104,12,38.25,180.25,458,ey
270-2013-1-252,2020,2013,7.5,215,98,13,35.75,180.375,458,dmp
270-2008-1-013,2016,2008,8.5,146,66,13,32.375,180.875,459,dmp
270-2009-1-020,2013,2009,4.5,194,88,14,35.125,180.75,459,dmp
270-2007-1-051,2016,2007,9.5,213,97,14,36,181,460,dmp
270-2011-1-269,2017,2011,6.5,185,84,14,32.875,181.25,460,dmp
270-2012-0-342,2019,2012,7.5,191,87,15,36.125,181.125,460,wy
90-2009-0-069,2015,2009,6.5,182,83,15,34.25,181.375,461,ey
270-2013-1-204,2020,2013,7.5,199,90,17,35.875,181.75,462,dmp
270-2010-1-027,2014,2010,4.5,218,99,15,35.625,182.375,463,dmp
270-2012-1-230,2021,2012,9.5,188,85,12,36.125,182.25,463,dmp
90-2007-0-029,2011,2007,4.5,216,98,15,39.75,182.375,463,ey
90-2010-0-111,2017,2010,7.5,183,83,13,40.375,182.375,463,ey
90-2012-0-319,2021,2012,9.5,200,91,13,33.625,182.25,463,ey
270-2011-1-247,2014,2011,3.5,177,80,13,30.875,182.625,464,dmp
270-2012-1-229,2019,2012,7.5,220,100,14,39.625,182.625,464,dmp
270-2013-0-262,2016,2013,3.5,157,71,12,34.375,182.75,464,wy
270-2013-1-231,2017,2013,4.5,169,77,15,38.375,182.5,464,dmp
90-2009-0-066,2015,2009,6.5,227,103,14,36.125,182.75,464,ey
90-2010-0-113,2015,2010,5.5,213,97,11,37.875,182.75,464,ey
90-2014-0-462,2021,2014,7.5,225,102,15,40.875,182.625,464,ey
270-2011-1-322,2015,2011,4.5,159,72,15,38,183.25,465,dmp
270-2012-1-230,2019,2012,7.5,196,89,14,36,182.875,465,dmp
90-2007-0-029,2013,2007,6.5,232,105,12,41.375,183.25,465,ey
90-2007-0-036,2015,2007,8.5,230,105,15,35.5,183.125,465,ey
90-2012-0-346,2021,2012,9.5,215,98,17,37.625,182.875,465,ey
270-2012-0-344,2017,2012,5.5,175,80,14,35.75,183.625,466,wy
90-2011-0-368,2021,2011,10.5,172,78,16,35.215,183.375,466,ey
270-2013-1-246,2016,2013,3.5,187,85,18,34.375,183.875,467,dmp
270-2016-1-643,2020,2016,4.5,171,78,13,36.875,183.875,467,dmp
270-2010-1-006,2016,2010,6.5,186,85,11,38.875,184.5,469,dmp
270-2012-0-342,2021,2012,9.5,188,85,15,35.875,184.5,469,wy
270-2013-1-204,2019,2013,6.5,198,90,18,37,184.625,469,dmp
270-2008-1-011,2015,2008,7.5,175,80,14,34.625,185.125,470,dmp
270-2009-1-020,2014,2009,5.5,206,94,14,37.125,184.875,470,dmp
270-2009-1-023,2017,2009,8.5,178,81,14,36.625,185,470,dmp
270-2010-1-027,2015,2010,5.5,219,100,16,39.75,184.875,470,dmp
270-2012-0-342,2018,2012,6.5,177,80,17,36.5,185.125,470,wy
270-2013-1-231,2021,2013,8.5,198,90,18,38.875,184.875,470,dmp
90-2009-0-069,2019,2009,10.5,212,96,16,35.875,185.125,470,ey
270-2011-1-213,2017,2011,6.5,176,80,16,32.5,185.5,471,dmp
270-2011-1-213,2018,2011,7.5,189,86,13,34.75,185.75,472,dmp
90-2010-0-108,2017,2010,7.5,208,95,18,35,186,472,ey
90-2010-0-113,2020,2010,10.5,223,101,12,37.375,185.75,472,ey
270-2009-1-020,2016,2009,7.5,,0,15,35.875,186.125,473,dmp
270-2011-0-338,2015,2011,4.5,198,90,16,35,186.25,473,wy
270-2011-1-213,2019,2011,8.5,194,88,14,36,186.125,473,dmp
270-2008-1-017,2014,2008,6.5,196,89,13,32.125,186.75,474,dmp
270-2011-0-338,2017,2011,6.5,205,93,16,36.125,187.125,475,wy
270-2007-1-051,2014,2007,7.5,220,100,12,34,187.75,477,dmp
270-2009-1-023,2016,2009,7.5,184,84,13,38.875,187.75,477,dmp
270-2013-1-252,2019,2013,6.5,,0,12,38.375,187.75,477,dmp
90-2007-0-029,2014,2007,7.5,254,115,14,41.375,187.875,477,ey
90-2011-0-368,2018,2011,7.5,220,100,15,35.625,187.625,477,ey
270-2007-1-056,2016,2007,9.5,188,85,19,37.125,188,478,dmp
270-2011-0-340,2018,2011,7.5,190,86,12,37.5,188,478,wy
90-2009-0-060,2016,2009,7.5,216,98,15,38,188.25,478,ey
270-2011-1-213,2020,2011,9.5,178,81,12,34.5,188.125,478,dmp
270-2013-1-231,2018,2013,5.5,162,74,17,40.5,188.5,479,dmp
270-2007-1-056,2014,2007,7.5,216,98,19,35.75,189.125,480,dmp
270-2008-1-017,2013,2008,5.5,193,88,13,32.625,189.125,480,dmp
270-2011-1-213,2021,2011,10.5,193,88,16,34.875,189.125,480,dmp
90-2009-0-069,2016,2009,7.5,186,85,16,35,189.375,481,ey
90-2014-0-462,2020,2014,6.5,219,100,12,39.75,189.25,481,ey
270-2007-1-066,2015,2007,8.5,171,78,21,38.625,189.75,482,dmp
270-2010-1-021,2017,2010,7.5,198,90,16,35.25,189.875,482,dmp
90-2007-0-029,2012,2007,5.5,241,110,13,42.5,189.75,482,ey
90-2011-0-368,2020,2011,9.5,186,85,16,34.25,189.625,482,ey
270-2008-1-008,2014,2008,6.5,167,76,17,35,190,483,dmp
270-2010-1-087,2018,2010,8.5,211,96,11,36,190.25,483,dmp
270-2012-0-330,2020,2012,8.5,196,89,19,34.375,190.25,483,wy
270-2014-0-446,2019,2014,5.5,209,95,18,33.625,190.5,484,wy
270-2010-1-013,2018,2010,8.5,187,85,16,37.25,191.125,485,dmp
270-2016-1-643,2021,2016,5.5,184,84,14,38.875,190.75,485,dmp
270-2014-0-446,2020,2014,6.5,200,91,21,32.75,191,485,wy
270-2012-0-330,2019,2012,7.5,190,86,19,34.875,191.5,486,wy
90-2014-0-457,2020,2014,6.5,215,98,16,39.625,192,488,ey
270-2010-1-087,2016,2010,6.5,182,83,18,35.125,193,490,dmp
270-2008-1-017,2016,2008,8.5,186,85,15,36.125,193.125,491,dmp
270-2010-1-027,2017,2010,7.5,209,95,18,39,193.125,491,dmp
270-2010-1-027,2018,2010,8.5,225,102,16,40.375,193.25,491,dmp
270-2012-0-333,2018,2012,6.5,186,85,22,32.875,193.375,491,wy
90-2010-0-108,2014,2010,4.5,218,99,18,36.75,193.5,491,ey
90-2010-0-110,2014,2010,4.5,229,104,16,34.875,193.875,492,ey
90-2010-0-113,2017,2010,7.5,216,98,12,40.875,193.625,492,ey
270-2011-0-340,2017,2011,6.5,194,88,11,36,194.25,493,wy
270-2007-1-056,2015,2007,8.5,172,78,20,35.375,194.375,494,dmp
270-2012-1-231,2016,2012,4.5,215,98,13,35.25,195,495,dmp
90-2009-0-069,2020,2009,11.5,195,89,18,34.75,194.75,495,ey
270-2010-1-006,2018,2010,8.5,179,81,12,38.125,195.25,496,dmp
270-2010-1-087,2017,2010,7.5,227,103,19,35.125,195.125,496,dmp
270-2012-0-330,2018,2012,6.5,208,95,18,36.5,195.75,497,wy
270-2008-1-022,2014,2008,6.5,,0,17,32.5,195.875,498,dmp
90-2009-0-069,2017,2009,8.5,167,76,18,36.25,196,498,ey
90-2009-0-060,2015,2009,6.5,211,96,18,36.75,196.625,499,ey
270-2011-1-213,2016,2011,5.5,195,89,17,35.875,197.75,502,dmp
270-2008-1-017,2019,2008,11.5,182,83,17,33.5,198.125,503,dmp
270-2010-1-087,2019,2010,9.5,232,105,19,38,198.625,505,dmp
270-2012-0-344,2018,2012,6.5,200,91,13,40.5,198.625,505,wy
270-2009-1-020,2015,2009,6.5,196,89,17,38.375,199.125,506,dmp
270-2012-0-344,2021,2012,9.5,202,92,16,36.25,200.125,508,wy
270-2008-1-017,2015,2008,7.5,191,87,16,34.25,200.5,509,dmp
90-2010-0-113,2018,2010,8.5,197,90,14,41.625,200.375,509,ey
270-2012-0-342,2020,2012,8.5,184,84,21,37.25,200.5,509,wy
270-2011-1-322,2017,2011,6.5,162,74,18,38.875,201.625,512,dmp
270-2007-1-066,2016,2007,9.5,158,72,21,40.625,202.125,513,dmp
90-2010-0-108,2016,2010,6.5,216,98,21,38.875,203.25,516,ey
270-2010-1-010,2017,2010,7.5,184,84,17,37.875,204,518,dmp
270-2011-0-340,2016,2011,5.5,203,92,13,40.5,203.875,518,wy
270-2011-1-322,2018,2011,7.5,175,80,12,40,203.75,518,dmp
270-2010-1-013,2019,2010,9.5,,0,18,35.25,204.5,519,dmp
270-2012-0-344,2019,2012,7.5,209,95,14,40,205.375,522,wy
90-2010-0-110,2015,2010,5.5,227,103,15,37.25,205.625,522,ey
270-2013-1-231,2020,2013,7.5,195,89,18,42,205.75,523,dmp
270-2010-1-010,2015,2010,5.5,173,79,18,37.125,206.5,525,dmp
270-2010-1-010,2018,2010,8.5,184,84,15,38,206.75,525,dmp
270-2012-0-344,2020,2012,8.5,200,91,14,41.125,206.875,525,wy
270-2011-1-322,2016,2011,5.5,164,75,18,40.625,207.375,527,dmp
90-2012-0-346,2019,2012,7.5,227,103,24,39.625,207.375,527,ey
90-2010-0-110,2016,2010,6.5,226,103,16,37.75,207.875,528,ey
270-2011-0-338,2016,2011,5.5,197,90,24,36.875,208.125,529,wy
90-2010-0-110,2017,2010,7.5,202,92,15,37.75,208.125,529,ey
90-2010-0-113,2019,2010,9.5,222,101,15,41.875,208.625,530,ey
270-2012-0-333,2020,2012,8.5,,0,24,37.75,208.625,530,wy
90-2009-0-062,2016,2009,7.5,240,109,23,39.875,209.375,532,ey
270-2011-0-338,2018,2011,7.5,211,96,21,37,212.375,539,wy
270-2009-1-023,2015,2009,6.5,197,90,17,40.5,212.75,540,dmp
90-2010-0-113,2016,2010,6.5,226,103,19,43.5,215.875,548,ey
90-2009-0-062,2015,2009,6.5,224,102,29,38.25,216.75,551,ey
270-2013-1-246,2017,2013,4.5,195,89,16,36.75,218.25,554,dmp
270-2012-0-333,2019,2012,7.5,175,80,26,32,218.875,556,wy
270-2013-0-262,2019,2013,6.5,193,88,18,43.625,219.75,558,wy
270-2011-0-338,2019,2011,8.5,242,110,22,37.875,220.875,561,wy
270-2011-0-338,2020,2011,9.5,206,94,22,37.625,221,561,wy
270-2013-0-262,2018,2013,5.5,170,77,17,40,223,566,wy
90-2009-0-062,2017,2009,8.5,208,95,28,41.75,227.125,577,ey
270-2011-1-268,2016,2011,5.5,,0,18,35.7,227.75,578,dmp
90-2010-0-108,2015,2010,5.5,211,96,24,39.625,227.5,578,ey
270-2013-0-262,2017,2013,4.5,136,62,17,38.75,230.875,586,wy
270-2011-1-268,2017,2011,6.5,175,80,21,37.625,235.75,599,dmp
270-2013-0-262,2020,2013,7.5,174,79,19,42.625,237,602,wy
