animal_id,year_cap,year_birth,age,weight,weightkg,points_total,mass_total,bcsin,bcscm,birthsite
90-2012-0-349,2016,2012,4.5,166,75,10,29.125,150.25,382,ey
90-2014-0-472,2020,2014,6.5,231,105,11,29.5,150.375,382,ey
270-2010-1-005,2017,2010,7.5,173,79,11,35.75,150.875,383,dmp
270-2011-1-246,2019,2011,8.5,169,77,10,32.75,150.875,383,dmp
270-2012-1-229,2015,2012,3.5,175,80,12,31.875,150.625,383,dmp
270-2016-0-648,2021,2016,5.5,218,99,10,31.125,150.875,383,wy
90-2008-0-054,2014,2008,6.5,226,103,9,29.875,150.625,383,ey
270-2007-1-056,2011,2007,4.5,200,91,15,32.25,151.375,384,dmp
270-2009-1-021,2014,2009,5.5,203,92,12,31.25,151.375,384,dmp
270-2010-1-019,2015,2010,5.5,177,80,13,29.75,151.375,384,dmp
270-2011-1-269,2018,2011,7.5,173,79,11,34.875,151.25,384,dmp
270-2012-0-337,2017,2012,5.5,170,77,10,28.125,151.25,384,wy
90-2009-0-053,2017,2009,8.5,182,83,9,30.625,151.125,384,ey
90-2009-0-053,2018,2009,9.5,178,81,8,30.625,151.375,384,ey
90-2009-0-054,2015,2009,6.5,176,80,10,30.875,151.25,384,ey
90-2009-0-058,2018,2009,9.5,229,104,10,35,151,384,ey
90-2009-0-064,2013,2009,4.5,205,93,14,29.625,151,384,ey
90-2010-0-106,2019,2010,9.5,192,87,12,32.625,151,384,ey
90-2009-0-056,2020,2009,11.5,171,78,10,28.625,151.125,384,ey
270-2008-1-017,2011,2008,3.5,161,73,10,29,151.625,385,dmp
270-2012-1-262,2021,2012,9.5,193,88,11,29.25,151.625,385,dmp
90-2009-0-063,2018,2009,9.5,203,92,11,28.625,151.5,385,ey
90-2013-0-288,2020,2013,7.5,198,90,10,32.25,151.75,385,ey
270-2012-1-248,2017,2012,5.5,197,90,9,29.375,152.125,386,dmp
270-2013-0-260,2017,2013,4.5,169,77,13,28.75,151.875,386,wy
270-2013-1-210,2019,2013,6.5,171,78,14,31.5,152.125,386,dmp
90-2009-0-068,2015,2009,6.5,200,91,10,30.25,151.875,386,ey
90-2010-0-101,2019,2010,9.5,196,89,11,32.875,151.875,386,ey
90-2010-0-113,2013,2010,3.5,188,85,12,31.125,152.125,386,ey
270-2016-1-606,2020,2016,4.5,179,81,11,31.875,151.875,386,dmp
90-2014-0-475,2018,2014,4.5,195,89,9,29.375,151.875,386,ey
270-2011-0-336,2017,2011,6.5,210,95,10,31.625,152.25,387,wy
270-2011-0-337,2017,2011,6.5,207,94,10,29.625,152.25,387,wy
270-2012-1-236,2016,2012,4.5,185,84,10,28.625,152.375,387,dmp
270-2012-1-237,2016,2012,4.5,157,71,9,30.25,152.5,387,dmp
270-2014-0-444,2019,2014,5.5,183,83,9,31.75,152.25,387,wy
270-2014-0-449,2018,2014,4.5,212,96,10,34.125,152.5,387,wy
270-2014-1-411,2019,2014,5.5,182,83,12,30.625,152.375,387,dmp
270-2015-1-524,2021,2015,6.5,197,90,11,31.875,152.375,387,dmp
270-2018-1-815,2021,2018,3.5,157,71,12,32.75,152.25,387,dmp
90-2008-0-037,2016,2008,8.5,216,98,9,32.5,152.5,387,ey
90-2008-0-057,2015,2008,7.5,210,95,10,28.75,152.375,387,ey
90-2009-0-058,2014,2009,5.5,222,101,10,35.875,152.25,387,ey
90-2011-0-354,2017,2011,6.5,192,87,11,34.125,152.5,387,ey
90-2013-0-273,2017,2013,4.5,209,95,10,29.75,152.25,387,ey
90-2017-0-776,2021,2017,4.5,184,84,12,31.625,152.25,387,ey
90-2008-0-042,2014,2008,6.5,233,106,9,30.25,152.625,388,ey
90-2008-0-052,2017,2008,9.5,182,83,9,30.375,152.75,388,ey
90-2010-0-101,2015,2010,5.5,212,96,10,31.25,152.875,388,ey
270-2010-1-003,2015,2010,5.5,191,87,10,34.25,153.125,389,dmp
270-2012-0-153,2018,2012,6.5,179,81,10,30.25,153,389,wy
90-2008-0-037,2014,2008,6.5,238,108,9,34.75,153,389,ey
90-2011-0-359,2015,2011,4.5,176,80,8,29,153,389,ey
270-2014-0-444,2020,2014,6.5,184,84,10,32.625,153,389,wy
270-2009-1-010,2013,2009,4.5,194,88,12,31.25,153.5,390,dmp
270-2011-1-322,2014,2011,3.5,148,67,12,31.25,153.375,390,dmp
90-2009-0-058,2016,2009,7.5,219,100,10,35,153.625,390,ey
90-2012-0-329,2016,2012,4.5,199,90,15,31.5,153.375,390,ey
270-2015-0-586,2020,2015,5.5,196,89,17,33.125,153.5,390,wy
270-2009-1-009,2019,2009,10.5,190,86,13,32.125,154,391,dmp
270-2009-1-033,2013,2009,4.5,167,76,13,30.375,153.75,391,dmp
270-2012-0-344,2015,2012,3.5,167,76,11,31.375,154.125,391,wy
270-2012-1-277,2016,2012,4.5,191,87,9,30.875,154,391,dmp
270-2015-1-518,2021,2015,6.5,194,88,13,30,153.75,391,dmp
90-2008-0-033,2013,2008,5.5,194,88,10,31.5,154.125,391,ey
90-2011-0-360,2015,2011,4.5,175,80,14,30.75,154,391,ey
270-2008-1-014,2012,2008,4.5,186,85,14,30,154.375,392,dmp
270-2014-0-454,2018,2014,4.5,166,75,12,32.125,154.25,392,wy
90-2008-0-042,2016,2008,8.5,201,91,8,30.375,154.25,392,ey
90-2009-0-053,2016,2009,7.5,192,87,8,32.375,154.375,392,ey
90-2009-0-066,2014,2009,5.5,249,113,12,33.875,154.25,392,ey
90-2013-0-280,2020,2013,7.5,232,105,10,34.5,154.25,392,ey
270-2011-1-269,2015,2011,4.5,172,78,12,31.375,154.625,393,dmp
270-2015-0-553,2021,2015,6.5,203,92,11,30,154.75,393,wy
90-2008-0-034,2016,2008,8.5,208,95,11,30.5,154.625,393,ey
90-2008-0-052,2013,2008,5.5,219,100,11,30.875,154.875,393,ey
270-2016-1-622,2020,2016,4.5,161,73,10,29.25,154.625,393,dmp
270-2007-1-051,2010,2007,3.5,208,95,12,32.375,155,394,dmp
270-2008-1-013,2017,2008,9.5,148,67,10,29.75,155.25,394,dmp
270-2012-1-230,2015,2012,3.5,156,71,11,29.125,155.25,394,dmp
90-2010-0-113,2021,2010,11.5,204,93,10,40.375,155,394,ey
270-2009-1-024,2020,2009,11.5,174,79,13,28.875,155.25,394,dmp
270-2012-0-330,2016,2012,4.5,195,89,13,30.75,155.5,395,wy
270-2014-0-447,2019,2014,5.5,182,83,11,33.375,155.5,395,wy
90-2010-0-101,2018,2010,8.5,187,85,12,31.75,155.625,395,ey
90-2010-0-106,2017,2010,7.5,143,65,12,32.5,155.5,395,ey
90-2012-0-327,2018,2012,6.5,214,97,11,36.25,155.5,395,ey
90-2013-0-276,2018,2013,5.5,215,98,10,34,155.375,395,ey
90-2014-0-463,2019,2014,5.5,221,100,13,36.25,155.375,395,ey
270-2010-1-023,2020,2010,10.5,174,79,12,28.75,155.375,395,dmp
270-2017-1-719,2020,2017,3.5,150,68,13,31.875,155.5,395,dmp
270-2007-1-066,2011,2007,4.5,160,73,17,33.125,155.875,396,dmp
270-2013-0-260,2018,2013,5.5,172,78,12,30.75,156,396,wy
270-2013-1-202,2017,2013,4.5,191,87,11,35.25,155.875,396,dmp
270-2017-1-717,2021,2017,4.5,173,79,10,31.375,156,396,dmp
90-2008-0-037,2017,2008,9.5,207,94,13,33.375,155.75,396,ey
90-2012-0-329,2019,2012,7.5,227,103,10,34,156,396,ey
270-2012-1-237,2020,2012,8.5,187,85,8,28.625,156,396,dmp
90-2015-0-578,2019,2015,4.5,184,84,11,31,156,396,ey
90-2015-0-578,2021,2015,6.5,192,87,11,30.5,155.875,396,ey
270-2008-1-022,2012,2008,4.5,150,68,15,31,156.375,397,dmp
270-2009-1-024,2013,2009,4.5,183,83,10,30.5,156.25,397,dmp
270-2009-1-024,2019,2009,10.5,190,86,11,32.375,156.375,397,dmp
270-2012-0-334,2017,2012,5.5,202,92,10,32.75,156.125,397,wy
270-2012-1-236,2018,2012,6.5,196,89,10,29.375,156.125,397,dmp
270-2012-1-262,2018,2012,6.5,182,83,11,33.125,156.25,397,dmp
270-2012-1-278,2016,2012,4.5,168,76,11,29.75,156.25,397,dmp
270-2014-1-428,2018,2014,4.5,155,70,11,34.625,156.125,397,dmp
90-2008-0-041,2015,2008,7.5,,0,11,38.375,156.375,397,ey
90-2009-0-056,2014,2009,5.5,209,95,9,32.875,156.375,397,ey
90-2012-0-322,2017,2012,5.5,169,77,13,29.375,156.25,397,ey
270-2015-0-583,2020,2015,5.5,181,82,11,34.125,156.375,397,wy
270-2008-1-014,2015,2008,7.5,199,90,13,32.5,156.625,398,dmp
270-2010-1-021,2018,2010,8.5,204,93,11,34.75,156.625,398,dmp
270-2010-1-023,2018,2010,8.5,172,78,9,31.25,156.5,398,dmp
270-2012-1-277,2017,2012,5.5,200,91,10,31.75,156.75,398,dmp
90-2007-0-036,2011,2007,4.5,220,100,12,30.5,156.75,398,ey
90-2008-0-034,2013,2008,5.5,225,102,10,28.125,156.875,398,ey
90-2010-0-101,2017,2010,7.5,171,78,11,33.625,156.75,398,ey
90-2010-0-107,2016,2010,6.5,221,100,11,34.75,156.625,398,ey
270-2008-1-011,2012,2008,4.5,175,80,15,31.375,157,399,dmp
270-2009-1-024,2018,2009,9.5,169,77,10,33.5,157.25,399,dmp
270-2011-1-242,2019,2011,8.5,227,103,11,35.5,157.25,399,dmp
270-2012-0-153,2017,2012,5.5,175,80,13,29.125,157.25,399,wy
270-2012-1-277,2018,2012,6.5,203,92,11,32,157.25,399,dmp
270-2008-1-012,2014,2008,6.5,196,89,11,32.625,157.375,400,dmp
270-2008-1-014,2014,2008,6.5,213,97,14,30.5,157.625,400,dmp
270-2014-1-438,2019,2014,5.5,200,91,13,33.5,157.625,400,dmp
270-2016-1-615,2021,2016,5.5,190,86,10,35.375,157.375,400,dmp
90-2009-0-069,2013,2009,4.5,181,82,12,30.375,157.5,400,ey
90-2011-0-356,2018,2011,7.5,170,77,9,33.25,157.5,400,ey
270-2008-1-013,2012,2008,4.5,185,84,11,30.5,157.875,401,dmp
270-2010-1-005,2015,2010,5.5,180,82,11,36,157.75,401,dmp
270-2011-1-242,2021,2011,10.5,206,94,11,35.5,157.75,401,dmp
90-2010-0-106,2018,2010,8.5,197,90,14,33.875,157.75,401,ey
90-2013-0-280,2019,2013,6.5,237,108,13,35,157.875,401,ey
90-2014-0-464,2019,2014,5.5,234,106,11,36.875,158,401,ey
270-2015-0-558,2020,2015,5.5,190,86,10,34.625,157.75,401,wy
90-2016-0-662,2020,2016,4.5,192,87,10,27.75,157.75,401,ey
90-2013-0-284,2020,2013,7.5,209,95,13,31.25,158,401,ey
90-2007-0-040,2014,2007,7.5,263,120,12,32.5,158.25,402,ey
90-2012-0-346,2015,2012,3.5,184,84,15,31.125,158.375,402,ey
270-2016-0-676,2021,2016,5.5,189,86,11,34.875,158.625,403,wy
90-2014-0-466,2021,2014,7.5,162,74,12,32.25,158.5,403,ey
270-2007-1-006,2015,2007,8.5,204,93,11,31.5,159.125,404,dmp
270-2010-1-086,2016,2010,6.5,201,91,11,34.25,159.125,404,dmp
270-2011-1-242,2018,2011,7.5,206,94,12,36.25,159.25,404,dmp
270-2013-1-202,2016,2013,3.5,174,79,13,31.5,159.125,404,dmp
270-2013-1-204,2017,2013,4.5,137,62,15,32.5,159.125,404,dmp
270-2014-1-403,2019,2014,5.5,165,75,13,30.25,159.125,404,dmp
270-2014-1-403,2021,2014,7.5,161,73,13,30.875,158.875,404,dmp
90-2008-0-042,2015,2008,7.5,226,103,8,31.625,158.875,404,ey
90-2010-0-114,2017,2010,7.5,199,90,11,32.75,159,404,ey
90-2012-0-322,2018,2012,6.5,171,78,12,29.25,159,404,ey
90-2013-0-273,2021,2013,8.5,236,107,11,32.25,159.25,404,ey
90-2014-0-467,2019,2014,5.5,204,93,12,34.375,159.125,404,ey
90-2014-0-463,2020,2014,6.5,212,96,11,37.375,159.375,405,ey
270-2014-1-438,2020,2014,6.5,196,89,12,31.5,159.5,405,dmp
270-2010-1-086,2017,2010,7.5,211,96,10,34.125,160,406,dmp
270-2013-1-210,2021,2013,8.5,163,74,13,32.875,159.875,406,dmp
90-2008-0-052,2014,2008,6.5,220,100,8,32.25,160,406,ey
90-2010-0-107,2017,2010,7.5,180,82,12,34,159.875,406,ey
90-2010-0-114,2015,2010,5.5,202,92,10,32.25,160,406,ey
90-2011-0-356,2017,2011,6.5,191,87,10,32.5,160,406,ey
90-2011-0-359,2016,2011,5.5,180,82,9,31,160,406,ey
90-2011-0-359,2017,2011,6.5,179,81,8,31,159.75,406,ey
90-2012-0-322,2021,2012,9.5,173,79,14,30,159.75,406,ey
90-2014-0-458,2021,2014,7.5,234,106,12,32.25,159.875,406,ey
90-2013-0-280,2021,2013,8.5,229,104,15,37.125,160.125,407,ey
270-2012-0-153,2020,2012,8.5,171,78,11,29.75,160.125,407,wy
270-2012-1-229,2017,2012,5.5,198,90,11,35,160.5,408,dmp
270-2014-0-443,2018,2014,4.5,186,85,13,35,160.625,408,wy
90-2015-0-568,2021,2015,6.5,201,91,10,30.75,160.75,408,ey
270-2010-1-086,2020,2010,10.5,191,87,12,32.5,160.5,408,dmp
90-2016-0-666,2021,2016,5.5,198,90,17,32.5,160.625,408,ey
270-2009-1-020,2012,2009,3.5,154,70,15,32.625,161.125,409,dmp
270-2010-1-009,2021,2010,11.5,179,81,12,32.375,161,409,dmp
270-2012-0-342,2016,2012,4.5,169,77,12,33.125,160.875,409,wy
90-2011-0-356,2016,2011,5.5,204,93,9,34,161.125,409,ey
90-2012-0-346,2017,2012,5.5,192,87,12,34.625,161.125,409,ey
270-2016-1-642,2020,2016,4.5,145,66,11,32.5,161.125,409,dmp
270-2010-1-005,2016,2010,6.5,188,85,11,37.125,161.25,410,dmp
270-2012-1-278,2019,2012,7.5,186,85,12,32.5,161.25,410,dmp
270-2015-0-583,2021,2015,6.5,193,88,12,36.125,161.5,410,wy
90-2009-0-068,2016,2009,7.5,178,81,10,31.5,161.5,410,ey
90-2014-0-457,2018,2014,4.5,197,90,13,35.125,161.5,410,ey
270-2012-0-337,2016,2012,4.5,178,81,9,31,161.625,411,wy
90-2008-0-033,2018,2008,10.5,,0,13,31.125,161.875,411,ey
90-2008-0-052,2016,2008,8.5,190,86,12,32.25,162,411,ey
90-2009-0-056,2019,2009,10.5,182,83,10,33.25,162,411,ey
90-2009-0-063,2017,2009,8.5,187,85,11,29,162,411,ey
90-2013-0-280,2018,2013,5.5,239,109,13,36.25,161.75,411,ey
90-2014-0-466,2019,2014,5.5,188,85,13,34,161.75,411,ey
90-2014-0-467,2020,2014,6.5,206,94,10,35.5,161.875,411,ey
270-2010-1-023,2019,2010,9.5,179,81,10,31.125,162.25,412,dmp
270-2013-0-260,2021,2013,8.5,202,92,13,33.125,162.375,412,wy
90-2009-0-064,2014,2009,5.5,224,102,12,33.125,162.375,412,ey
90-2016-0-662,2021,2016,5.5,192,87,9,30,162.25,412,ey
90-2015-0-580,2020,2015,5.5,179,81,13,32.5,162.25,412,ey
270-2007-1-051,2011,2007,4.5,202,92,11,31,162.5,413,dmp
270-2012-1-278,2017,2012,5.5,179,81,11,30.625,162.75,413,dmp
270-2013-1-252,2017,2013,4.5,158,72,12,31.875,162.75,413,dmp
270-2014-0-446,2018,2014,4.5,174,79,13,31.25,162.5,413,wy
90-2010-0-101,2020,2010,10.5,183,83,12,31.125,162.625,413,ey
270-2015-1-508,2020,2015,5.5,179,81,14,32.25,162.5,413,dmp
270-2008-1-012,2015,2008,7.5,186,85,11,33.625,163,414,dmp
270-2009-1-010,2014,2009,5.5,203,92,11,33.125,162.875,414,dmp
270-2010-1-021,2014,2010,4.5,195,89,13,34.5,162.875,414,dmp
270-2011-1-295,2018,2011,7.5,185,84,14,37.25,162.875,414,dmp
270-2012-0-153,2021,2012,9.5,187,85,11,31.375,163,414,wy
270-2012-1-237,2019,2012,7.5,184,84,10,31.25,163.125,414,dmp
270-2014-0-449,2021,2014,7.5,208,95,10,34.5,162.875,414,wy
90-2011-0-368,2015,2011,4.5,172,78,13,32.875,162.875,414,ey
90-2017-0-786,2021,2017,4.5,186,85,13,33,163,414,ey
270-2007-1-056,2012,2007,5.5,209,95,15,34,163.25,415,dmp
270-2013-0-267,2019,2013,6.5,200,91,12,35.5,163.5,415,wy
270-2013-1-239,2019,2013,6.5,158,72,15,36.625,163.375,415,dmp
90-2009-0-056,2016,2009,7.5,193,88,10,34.375,163.375,415,ey
90-2015-0-580,2021,2015,6.5,194,88,13,33.625,163.375,415,ey
270-2010-1-001,2014,2010,4.5,186,85,12,32.375,163.875,416,dmp
270-2011-1-261,2015,2011,4.5,171,78,11,32.625,163.625,416,dmp
270-2013-1-231,2016,2013,3.5,157,71,12,35.875,163.75,416,dmp
90-2007-0-049,2017,2007,10.5,185,84,9,31.75,163.875,416,ey
90-2014-0-464,2018,2014,4.5,221,100,13,34.75,163.625,416,ey
270-2012-0-334,2020,2012,8.5,,0,33.5,163.625,163.625,416,wy
270-2007-1-051,2012,2007,5.5,206,94,10,31.25,164.25,417,dmp
270-2011-1-269,2016,2011,5.5,178,81,12,35,164,417,dmp
90-2009-0-062,2012,2009,3.5,186,85,15,32.875,164,417,ey
90-2011-0-360,2018,2011,7.5,178,81,13,35.5,164.25,417,ey
90-2011-0-360,2019,2011,8.5,190,86,11,34.625,164,417,ey
90-2013-0-283,2019,2013,6.5,244,111,13,38.125,164.125,417,ey
270-2009-1-024,2014,2009,5.5,208,95,12,30.875,164.5,418,dmp
270-2016-1-608,2021,2016,5.5,171,78,14,30.75,164.375,418,dmp
90-2009-0-060,2013,2009,4.5,214,97,14,32.75,164.625,418,ey
270-2009-1-009,2014,2009,5.5,198,90,14,29.125,165.125,419,dmp
270-2010-1-006,2014,2010,4.5,179,81,11,34.5,164.875,419,dmp
270-2010-1-086,2018,2010,8.5,212,96,11,34.125,165,419,dmp
90-2008-0-034,2014,2008,6.5,238,108,12,31,165.125,419,ey
90-2010-0-114,2016,2010,6.5,210,95,11,33.375,165,419,ey
90-2013-0-273,2020,2013,7.5,235,107,12,32.375,165,419,ey
270-2009-1-009,2017,2009,8.5,171,78,13,30.25,165.375,420,dmp
270-2010-1-010,2013,2010,3.5,170,77,16,31.375,165.5,420,dmp
270-2016-1-622,2021,2016,5.5,176,80,11,28.875,165.5,420,dmp
90-2012-0-328,2021,2012,9.5,197,90,10,32.125,165.375,420,ey
270-2014-0-443,2020,2014,6.5,200,91,10,38.625,165.375,420,wy
90-2012-0-322,2020,2012,8.5,175,80,14,29.625,165.5,420,ey
270-2010-1-003,2016,2010,6.5,187,85,10,37.25,165.625,421,dmp
270-2010-1-025,2017,2010,7.5,188,85,9,34.5,165.875,421,dmp
270-2016-1-606,2021,2016,5.5,189,86,12,35.25,165.625,421,dmp
90-2009-0-060,2018,2009,9.5,215,98,14,37.625,165.75,421,ey
270-2012-1-278,2020,2012,8.5,181,82,10,32,165.625,421,dmp
270-2008-1-019,2014,2008,6.5,205,93,14,30.625,166,422,dmp
270-2010-1-021,2019,2010,9.5,204,93,12,33.75,166.25,422,dmp
270-2011-1-268,2014,2011,3.5,174,79,10,32.375,166.125,422,dmp
270-2013-0-260,2019,2013,6.5,195,89,12,33.25,166.125,422,wy
270-2014-1-407,2019,2014,5.5,189,86,14,33.875,166,422,dmp
270-2016-1-643,2019,2016,3.5,159,72,15,33.125,166.25,422,dmp
90-2007-0-045,2014,2007,7.5,212,96,13,30.125,166,422,ey
90-2008-0-033,2017,2008,9.5,180,82,12,33.25,166.25,422,ey
90-2013-0-284,2021,2013,8.5,226,103,11,34.875,166,422,ey
90-2014-0-462,2018,2014,4.5,215,98,13,35.5,166.125,422,ey
270-2014-1-411,2020,2014,6.5,174,79,14,32.25,166.125,422,dmp
270-2011-1-269,2019,2011,8.5,187,85,13,35,166.375,423,dmp
270-2007-1-066,2013,2007,6.5,178,81,16,35.875,167.125,424,dmp
270-2008-1-012,2016,2008,8.5,,0,12,33.75,167,424,dmp
270-2012-0-330,2017,2012,5.5,178,81,13,32.875,166.875,424,wy
270-2012-1-229,2016,2012,4.5,237,108,13,36.75,166.875,424,dmp
90-2007-0-036,2016,2007,9.5,219,100,13,33.125,166.875,424,ey
90-2012-0-328,2020,2012,8.5,211,96,11,30.375,167,424,ey
270-2013-1-202,2020,2013,7.5,210,95,12,36,167,424,dmp
270-2014-1-403,2020,2014,6.5,174,79,13,31.25,167.125,424,dmp
270-2009-1-009,2020,2009,11.5,134,61,14,29.25,167.125,424,dmp
270-2015-0-582,2021,2015,6.5,213,97,11,36.75,167.5,425,wy
90-2007-0-045,2011,2007,4.5,202,92,12,31.625,167.5,425,ey
90-2013-0-276,2017,2013,4.5,190,86,13,34.5,167.5,425,ey
90-2014-0-466,2020,2014,6.5,175,80,13,34.5,167.25,425,ey
270-2009-1-024,2017,2009,8.5,176,80,11,34,167.625,426,dmp
270-2010-1-003,2018,2010,8.5,151,69,11,35.5,167.625,426,dmp
270-2010-1-023,2016,2010,6.5,162,74,12,30.375,167.875,426,dmp
270-2011-1-261,2018,2011,7.5,179,81,12,34.75,167.75,426,dmp
270-2012-0-337,2018,2012,6.5,173,79,12,30.625,167.75,426,wy
270-2012-0-337,2021,2012,9.5,192,87,13,30.5,167.875,426,wy
270-2015-1-508,2021,2015,6.5,186,85,14,33.5,167.875,426,dmp
270-2017-1-719,2021,2017,4.5,167,76,11,35.5,167.75,426,dmp
270-2011-1-261,2020,2011,9.5,177,80,10,34.875,167.75,426,dmp
270-2008-1-017,2012,2008,4.5,182,83,10,30.875,168.125,427,dmp
270-2009-1-023,2013,2009,4.5,188,85,12,33.125,168.125,427,dmp
270-2013-0-267,2021,2013,8.5,183,83,14,34.75,168.125,427,wy
270-2013-1-204,2018,2013,5.5,168,76,15,34.875,168.125,427,dmp
270-2008-1-013,2014,2008,6.5,187,85,11,30,168.5,428,dmp
270-2014-0-443,2019,2014,5.5,207,94,12,40.625,168.625,428,wy
90-2008-0-034,2015,2008,7.5,219,100,11,28.75,168.375,428,ey
270-2014-1-407,2020,2014,6.5,187,85,13,34.625,168.375,428,dmp
270-2011-1-295,2016,2011,5.5,176,80,15,36.375,168.75,429,dmp
270-2011-1-261,2017,2011,6.5,177,80,12,33.875,169.125,430,dmp
270-2012-1-278,2021,2012,9.5,187,85,13,32.5,169.25,430,dmp
270-2013-0-266,2019,2013,6.5,208,95,13,37.25,169.375,430,wy
270-2013-1-202,2018,2013,5.5,199,90,13,37.125,169.125,430,dmp
90-2012-0-319,2016,2012,4.5,180,82,12,32,169.25,430,ey
270-2008-1-018,2015,2008,7.5,182,83,10,33.25,169.875,431,dmp
270-2010-1-001,2018,2010,8.5,189,86,12,37.625,169.5,431,dmp
270-2010-1-023,2017,2010,7.5,173,79,12,30.375,169.75,431,dmp
90-2008-0-033,2014,2008,6.5,210,95,13,33.875,169.875,431,ey
90-2014-0-464,2020,2014,6.5,237,108,14,35.5,169.5,431,ey
270-2007-1-065,2011,2007,4.5,223,101,13,32,170,432,dmp
270-2007-1-065,2013,2007,6.5,232,105,18,33,170.125,432,dmp
270-2010-1-001,2019,2010,9.5,196,89,14,35.125,170.125,432,dmp
270-2012-1-231,2015,2012,3.5,191,87,10,31.125,170.125,432,dmp
270-2013-1-239,2018,2013,5.5,156,71,13,39.75,170,432,dmp
270-2018-1-832,2021,2018,3.5,154,70,19,31,170.25,432,dmp
90-2008-0-033,2016,2008,8.5,184,84,13,33.5,170,432,ey
90-2008-0-052,2015,2008,7.5,192,87,9,32.875,170,432,ey
90-2011-0-368,2016,2011,5.5,186,85,13,34.375,170,432,ey
270-2012-0-333,2016,2012,4.5,165,75,16,29.375,170.5,433,wy
270-2012-1-230,2016,2012,4.5,169,77,12,31.875,170.5,433,dmp
270-2016-0-677,2021,2016,5.5,169,77,14,30.25,170.625,433,wy
90-2009-0-060,2014,2009,5.5,218,99,16,34,170.375,433,ey
90-2010-0-111,2015,2010,5.5,215,98,13,39.25,170.5,433,ey
270-2007-1-051,2013,2007,6.5,217,99,11,33.125,171,434,dmp
270-2008-1-011,2013,2008,5.5,186,85,14,33,170.75,434,dmp
90-2007-0-036,2013,2007,6.5,246,112,14,34.125,171,434,ey
90-2009-0-056,2015,2009,6.5,196,89,9,35.25,170.875,434,ey
270-2012-0-344,2016,2012,4.5,192,87,13,33.75,171.125,435,wy
90-2011-0-360,2016,2011,5.5,181,82,12,35.625,171.125,435,ey
90-2011-0-368,2017,2011,6.5,170,77,14,33.625,171.25,435,ey
270-2009-1-009,2015,2009,6.5,175,80,15,30.5,171.625,436,dmp
270-2009-1-024,2016,2009,7.5,193,88,12,35.125,171.75,436,dmp
90-2009-0-062,2013,2009,4.5,215,98,15,33.625,171.75,436,ey
90-2010-0-108,2018,2010,8.5,232,105,14,35.875,171.75,436,ey
270-2014-0-454,2019,2014,5.5,191,87,12,34,172,437,wy
90-2009-0-060,2020,2009,11.5,222,101,16,35.875,172.125,437,ey
270-2010-1-021,2016,2010,6.5,197,90,13,35.375,172.375,438,dmp
270-2014-0-444,2021,2014,7.5,198,90,12,33.25,172.25,438,wy
90-2007-0-045,2013,2007,6.5,219,100,13,31.5,172.625,438,ey
90-2010-0-111,2016,2010,6.5,197,90,12,41.125,172.5,438,ey
270-2009-1-024,2015,2009,6.5,191,87,11,34.125,172.75,439,dmp
270-2010-1-021,2015,2010,5.5,199,90,12,35.625,172.75,439,dmp
270-2010-1-003,2017,2010,7.5,174,79,11,35.625,173.25,440,dmp
270-2010-1-009,2017,2010,7.5,174,79,11,34.875,173.125,440,dmp
270-2010-1-009,2018,2010,8.5,192,87,10,34.5,173.25,440,dmp
90-2007-0-049,2013,2007,6.5,223,101,11,30.75,173.125,440,ey
90-2012-0-319,2017,2012,5.5,183,83,10,32.875,173.375,440,ey
90-2017-0-781,2021,2017,4.5,187,85,14,37,173.125,440,ey
270-2012-1-207,2016,2012,4.5,183,83,15,29.625,173.75,441,dmp
270-2007-1-065,2012,2007,5.5,233,106,15,32.125,174.125,442,dmp
270-2008-1-008,2012,2008,4.5,178,81,14,35,173.875,442,dmp
270-2010-1-025,2019,2010,9.5,192,87,14,33.875,173.875,442,dmp
270-2013-1-239,2021,2013,8.5,163,74,14,37.625,174.125,442,dmp
270-2016-1-607,2021,2016,5.5,215,98,14,34.875,173.875,442,dmp
90-2008-0-033,2015,2008,7.5,190,86,12,34.375,173.875,442,ey
90-2009-0-069,2014,2009,5.5,193,88,12,34.25,173.875,442,ey
90-2014-0-464,2021,2014,7.5,231,105,15,37.5,174.5,443,ey
90-2010-0-108,2020,2010,10.5,203,92,17,35.375,174.375,443,ey
90-2007-0-045,2012,2007,5.5,213,97,13,33.125,174.875,444,ey
270-2014-0-454,2020,2014,6.5,196,89,12,35.375,174.625,444,wy
270-2013-1-239,2020,2013,7.5,164,75,14,37.125,174.625,444,dmp
270-2012-0-342,2017,2012,5.5,197,90,18,33.25,175.125,445,wy
270-2013-1-252,2021,2013,8.5,183,83,13,35.625,175.25,445,dmp
90-2009-0-060,2019,2009,10.5,209,95,14,36.875,175.125,445,ey
270-2012-0-337,2020,2012,8.5,194,88,14,31.125,175.25,445,wy
270-2008-1-018,2012,2008,4.5,196,89,12,33.875,175.625,446,dmp
270-2011-1-261,2016,2011,5.5,174,79,11,34.875,175.5,446,dmp
270-2014-1-407,2021,2014,7.5,167,76,15,34.75,175.75,446,dmp
90-2010-0-110,2013,2010,3.5,205,93,15,30.875,175.5,446,ey
90-2010-0-113,2014,2010,4.5,210,95,13,35.25,175.625,446,ey
270-2007-1-056,2013,2007,6.5,210,95,17,33.375,176.125,447,dmp
270-2007-1-066,2012,2007,5.5,214,97,19,36.375,176.375,448,dmp
270-2008-1-022,2016,2008,8.5,161,73,15,33,176.25,448,dmp
